,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,brand,labels,traceability_code,markets,allergens,nova_score,additives,eco_score,packaging,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,origin_detail,producer_info
1611,Buche noix coco ananas,3760039983022,['France'],[],[],?,210,879 kj(210 kcal),"8,9","8,4",30,23,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Cassolette fruits de mer,2273438049134,['France'],[],[],?,171,715 kj(171 kcal),11,"6,4","6,7","1,8","11,3","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Banane chips,2600128019021,['France'],[],[],?,498,2084 kj(498 kcal),24,22,70,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Beurre,2954755655355,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Couronne des roies,3760233468417,['France'],[],[],?,321,1343 kj(321 kcal),"8,2","4,7",54,22,"6,6","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Soupe de la presqu’ile du cap ferret,3366690001701,['France'],[],[],?,30,126 kj(30 kcal),"0,5","0,01","4,1","0,2","3,3","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Papillotes Révillon,3110842009622,['France'],[],[],?,33,138 kj(33 kcal),33,16,50,45,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Skittles,4009900534246,['France'],[],[],?,399,1669 kj(399 kcal),"4,3","2,5","89,5","74,1",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Saumon fumé,3346890003378,['France'],[],[],?,?,,?,,?,,?,,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
1620,Mini cake aux pépites fruitées au cassis,3474340025967,['France'],[],[],?,17.6,74 kj(17 kcal),"17,6",11,51,35,"4,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Mouliné courgette au fromage de chèvre,3493370000201,['France'],[],[],?,29,121 kj(29 kcal),"1,3","0,3","3,1","1,4","0,8","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Burro superiore,8032618614234,['France'],[],[],?,760,3180 kj(760 kcal),84,59,"0,5","0,5","0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,06564193,06564193,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Lavi - 1litre,8681744071888,['France'],"['Water', 'Sugar', 'Fruit Juice Concentrates ', 'Pineapple', 'Orange', 'Acidity Regulators ', 'Citric Acid', 'Trisodium Citrate', 'Flavorant ', 'Pineapple', 'Stabilizers ', 'CMC', 'Ksantan Gum', 'Pectin', 'Glycerol Esters of Wood Resins', 'Gam Arabik', 'Antioxidant ', 'Ascorbic Acid', ' *The characteristics of the sugar used in the product is coded as ', 'S', ' if it is sucrose', ' No coding is done if fructose/ glucose syrup is used', 'Pasteurized and filled under sterile conditions', ' Refrigerate after opening and', ' consume within ', 'wo days', ' Keep away from direct sunlight', ' Expiration date and batch serial number is coded on the package', 'Shake well before opening', ' Drink cold', ' FR - Ingrédients: Eau', 'Sucre ', 'Jus de Fruits Concentie ', 'Ananes', 'Orange', '5aveur ', 'Ananas', 'Regulateurs Dacidilá ', 'Acide Citrique', 'Citrate Stabtisateurs ', 'CIAC Gomme Xanthane clers de Pectine Glycerol de Hésines de Bois', ' Comme Daca KA Aioxy ', 'Acide Ascorbigue', ' aanthan bic AR DE-Zutaten: Wos erte']",[],?,?,,?,,?,,?,,,1 litre,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de plantes en conserve', 'Fruits en conserve', 'Fruits en conserve au jus', 'Ananas au jus']",,,,,,,,,,,,,,,,,,,,,,,['Lavi'],,,,,4,"['E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E466 - Carboxyméthylcellulose', 'E440 - Pectines', 'E422 - Glycérol', 'E300 - Acide ascorbique']",,['Tetrapak'],,,,,,,,,,,,,,
1625,3830069490026,3830069490026,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Puccia salentina,8026302015834,['France'],[],[],?,270,1130 kj(270 kcal),"3,9","0,5",50,"1,9",8,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Miele al bergamotto,8023700004217,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Clos saint sozy,3443705000680,['France'],[],[],?,550,2301 kj(550 kcal),57,24,22,"1,8","7,1","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Coquilles saint jacques cuisinees a la bretonne,3418840016865,['France'],[],[],?,133,556 kj(133 kcal),"8,8","5,5","8,2","1,7",5,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,French dressing,7630048323903,['France'],[],[],?,50,209 kj(50 kcal),"2,6",2,"4,5","3,5","2,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,VERMICELLE ORIENTAL - EAGLOBE - 500g,07511101,['France'],"['Patate douce amidon 76%', 'eau', 'amidon de tapioca 10% • Origine: Chine O Stärkelse Nudel Orientalisk Stil • Ingredienser: Sweet potatisstärkelse 76%', 'vatten', 'tapiokastärkelse 10% • Ursprung: Kina O Amido Noodle Stile Orientale Ingredienti: Fecola di patate dolci 76%', 'acqua', 'tapioca amido 10% • Origine: Cina O Almidón de Fideos Estilo Oriental • Ingredientes: Almidón de patata dulce 76%', 'agua', 'almidón de tapioca 10% • Origen: China G8 Importer: Asia Express Food Kilbystraat 1,8263 CJ Kampen ', 'NL', ' Tel', ': +31 ', '0', '38-3329082/ Fax: +31 ', '0', '38-3329045 info@asiaexpressfod', 'nl/www', 'asiaexpressfood', 'nl Art', 'Nr', ' 7625']",[],?,?,,?,,?,,?,,,500g,['Vermicelle patate douce'],,,,,,,,,,,,,,,,,,,,,,,['EAGLOBE'],,,,,,,,['Sachet'],,,,,,,,,,,,,,
1632,Saumon fumé,3038680005104,['France'],[],[],?,180,753 kj(180 kcal),11,"1,7",0,0,20,3,"1,2",,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",11 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,,-3%,-3%,+5%,-17%,-100%,-100%,-10%,+6%,+6%,13,-1%,D,-1%,,,"['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",,,,,E,['Film en plastique'],96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
1633,12220076,12220076,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,
1634,Tartiflette,3250550012931,['France'],[],[],?,10,42 kj(10 kcal),5,1,36,20,6,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,"Lebensb Tulsi Chai, 2 GR, 20 BTL Packung",4012346204802,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Hyacinthe,3270720020986,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Yaourts au lait frais entier Vanille,3283324200029,['France'],[],[],?,101,423 kj(101 kcal),4,"2,7",12,12,"3,7","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Colle blanche Cléopâtre,3134724040015,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,tagliolini saveur truffe,2006050008704,['France'],[],[],?,270,1130 kj(270 kcal),"2,6","0,8",49,"0,7",11,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Cakes saveur chocolat,3174591000477,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Pasta e fagioli - Knorr,8711200480135,['France'],['durum wheat'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,64,268 kj(64 kcal),"0,8","0,1",10,"0,9","3,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,['Knorr'],,,,,,,,,,,,,,,,,,,,,,
1642,Couronne nature torsadée,3173310023384,['France'],[],[],?,392,1640 kj(392 kcal),16,12,50,15,9,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Quenelles de brochet bisque  écrevisse,3372468000050,['France'],[],[],?,148,619 kj(148 kcal),"9,4","5,3","10,4","0,4","5,4","1,1","0,44",,"['Plats préparés', 'Plats préparés au poisson', 'Quenelles', 'Quenelles de poisson', 'Quenelles de brochet']",9.4 g,en quantité modérée,5.3 g,en quantité élevée,0.4 g,en faible quantité,1.1 g,en quantité modérée,,-23%,-23%,-24%,+5%,-19%,-48%,-26%,+7%,+7%,7,-16%,C,-16%,,,,,,,,,,,,,,,,,,,,,,,
1644,chips - pringles - 175,50539901553544,['France'],[],[],?,?,,?,,?,,?,,,175,,,,,,,,,,,,,,,,,,,,,,,,['Pringles'],,,,,,,,['Carton'],,,,,,,,,,,,,,
1645,Sauce Barbecue au rhum vieux,3770017139006,['France'],[],[],?,183,766 kj(183 kcal),"0,5","0,1","36,7","33,6","1,1",2,"0,8",,"['Epicerie', 'Sauces', 'Sauces barbecue']",0.5 g,en faible quantité,0.1 g,en faible quantité,33.6 g,en quantité élevée,2 g,en quantité élevée,,+17%,+16%,-48%,-26%,+18%,+29%,+23%,-1%,-1%,17,+17%,D,+17%,,,,,,,,B,,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,,,,,
1646,Chocolat blanc écorces de citron,3256228399533,['France'],[],[],?,499,2088 kj(499 kcal),31,19,49,49,"6,1","0,18","0,072",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",31 g,en quantité élevée,19 g,en quantité élevée,49 g,en quantité élevée,0.18 g,en faible quantité,,-10%,-9%,-15%,-10%,+6%,+19%,-16%,+29%,+29%,26,+11%,E,+11%,,,,,,,,,,,,,,,,,,,,,,,
1647,Mousse d’oie aux ceps -,3350241420851,['France'],[],[],?,408,1707 kj(408 kcal),40,15,"4,1","1,8","7,7","1,5","0,6",,"[""Mousses d'oie""]",40 g,en quantité élevée,15 g,en quantité élevée,1.8 g,en faible quantité,1.5 g,en quantité modérée,,,,,,,,,,,21,,E,,,,,,,,,,,,,,,,,,,,,,,,
1648,les carrés de Taizé - 400g,3295753010025,['France'],[],['Végétarien'],?,?,,?,,?,,?,,,400g,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,,,,,,,,,,,,,,,,,,,,,,['Taizé'],['Végétarien'],['3295753010025'],,,,,A,['boîte'],60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['France'],['Taizé'],,http://taize.fr/lescarres,,,
1649,Peches tranchees,0667888056217,['France'],[],[],?,110,460 kj(110 kcal),0,0,25,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Ultra Ice Tea Dragon Ball Z,3770015056077,['France'],[],[],?,19,79 kj(19 kcal),"0,5","0,1","4,9","4,9","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Kero,3760289220694,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,7up free,8710398519061,['France'],[],[],?,0.6,3 kj(0 kcal),0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Tartelette framboise,3436530006286,['France'],[],[],?,394,1648 kj(394 kcal),12,"5,28",68,47,"3,2","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Cantuccini,8005925105610,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Saumon fumé,3701318600230,['France'],[],[],?,160,669 kj(160 kcal),"7,7","1,8","0,1","0,1",23,"2,8","1,12",,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",7.7 g,en quantité modérée,1.8 g,en quantité modérée,0.1 g,en faible quantité,2.8 g,en quantité élevée,,-14%,-13%,-27%,-13%,-80%,-70%,+4%,-1%,-1%,12,-8%,D,-8%,,"['Bio', 'Bio européen', 'FR-BIO-10']","['FR 62.160.005 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,,,,D,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
1656,Crème glacée chocolat noir langue,3760039983008,['France'],[],[],?,182,761 kj(182 kcal),"5,9","3,8",28,22,"2,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Saucisse cocktail boudin blanc,3252831307040,['France'],[],[],?,296,1238 kj(296 kcal),"4,7","4,6",12,"1,8",26,"9,9","3,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Luxury Belgian biscuits,5410413400963,['France'],[],[],?,523,2188 kj(523 kcal),"27,2","15,9","62,6","39,8","5,7","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Crevettes a poeler,3306080045069,['France'],[],[],?,120,502 kj(120 kcal),"4,9",3,"0,5","0,5",19,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Jambon à l'ancienne,2453637030441,['France'],[],[],?,161,674 kj(161 kcal),"7,9","2,9","0,5","0,5",22,"1,9","0,76",,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+6%,+6%,+28%,+20%,+1%,+3%,-1%,-3%,-3%,12,+23%,D,+23%,,,"['EMB 29004D', 'Bannalec (Finistère, France)']",,,,,E,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,
1661,Rice crackers,4901313854341,['France'],[],[],?,160,669 kj(160 kcal),10,4,17,3,1,"0,525","0,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Riscossa Ditaloni,8011780009598,['France'],[],[],?,351,1469 kj(351 kcal),"1,4","0,3","70,5","3,6","12,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,0218417019618,0218417019618,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Zampone Modena Igp Precuit,8028257002860,['France'],[],[],?,290,1213 kj(290 kcal),22,"7,5",0,0,23,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,L intense chocolat - Fauchon,3251516536003,['France'],"['Eau ', ' chocolat noir 9,79% ', 'pâte de cacao ', ' sucre ', ' émulsifiant : lécithines', ' arôme naturel de vanille', ' biscuits Joconde ', 'eufs entiers', ' sucre', ' eau', ' farine de blé ', ' poudre de cacao', ' stabilisateur ', 'sorbitol', ' eau', "" émulsifiant: mono et diglycérides d'acides gras"", "" arôme naturel d'orange"", ' ', "" farine de malt d'orge torréfiée "", "" blancs d'eufs en poudre"", ' farine de pois', ' poudre à lever: amidon de blé', 'diphosphates', 'carbonates de sodium', ' fécule de pomme de terre', ' protéines lactiques', ' sucre', ' préparation en poudre pour génoise ', 'sucre', ' farine de blé', ' amidon de blé ', ' poudre à lever: diphosphates', 'carbonates de sodium', "" émulsifiants: esters lactiques des mono - et diglycérides d'acides gras"", ""esters de propane-1,2-diol d'acides gras"", ' sirop de glucose', ' poudre de lait écrémé ', ' arôme vanille ', ' colorant: carotènes', ' crème 7,48% ', ' œufs entiers', ' glaçage ', 'sirop de glucose', ' eau', ' sucre', ' gélifiants : agar-agar', 'pectines', ' acidifiant: acide citrique', ' chocolat noir 5,12% ', 'pâte de cacao', ' sucre', ' beurre de cacao', ' poudre de cacao 3,49%: poudre de lait écrémé', ' maltodextrines', ' sirop de glucose', ' beurre pâtissier 1,15%', ' brisures de fèves de cacao enrobées de chocolat noir 1,02% ', 'fèves de cacao ', ' épaississant: gomme arabique ', "" agent d'enrobage: shellac"", ' acidifiant: acide citrique', ' pate de noisettes 1%', ' gélatine bovine', ' logo au chocolat blanc coloré ', 'chocolat blanc ', 'sucre', ' beurre de cacao', ' poudre de lait entier', 'arôme naturel de vanille', ' beurre de cacao', ' sucre', ' colorant: charbon végétal médicinal ', "" émulsifiant: mono-et diglycérides d'acides gras"", ' gélifiant: pectines', ' Peut contenir des traces de soja et autres fruits à coques']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,298,1247 kj(298 kcal),13,"7,7",37,29,6,"0,26","0,104",,"['Surgelés', 'Biscuits et gâteaux', 'Tartes', 'Tartes sucrées', 'Tartes au chocolat', 'Gâteaux et pâtisseries surgelés']",13 g,en quantité modérée,7.7 g,en quantité élevée,29 g,en quantité élevée,0.26 g,en faible quantité,,-21%,-22%,-38%,-34%,-12%,+17%,+14%,-11%,-11%,17,-7%,D,-7%,['Fauchon'],,"['EMB 64134A', 'Bonloc (Pyrénées-Atlantiques, France)']",,"['Gluten', 'Lait']",4,"['E322 - Lécithines', 'E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E405 - Alginate de propane-1', 'E160 - Caroténoïdes', 'E406 - Agar-agar', 'E440 - Pectines', 'E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E904 - Gomme-laque', 'E428 - Gélatine', 'E153 - Charbon végétal médicinal']",,"['surgelé', 'Carton']",,,,,,,,,['France'],,https://www.boncolac.fr/boncolac/produits-grand-public/fauchon/,,,
1666,Le lait demi écrémé bio,3760043168323,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,
1667,Crema crescita cacao,8002670200423,['France'],[],[],?,123,515 kj(123 kcal),"3,6","2,4","18,9",16,"3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Chocolat au lait,3367279917413,['France'],[],[],?,569,2381 kj(569 kcal),38,23,50,48,"6,7","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Hirondelle vin,3500610081378,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Tarama aux oeufs de truite,3760230862539,['France'],[],[],?,461,1929 kj(461 kcal),45,"3,6",45,"1,9",9,17,"6,8",,"['Produits de la mer', 'Produits à tartiner', 'Produits à tartiner salés', 'Taramas', 'Taramas aux oeufs de truite']",45 g,en quantité élevée,3.6 g,en quantité modérée,1.9 g,en faible quantité,17 g,en quantité élevée,,-10%,-9%,-12%,-14%,+937%,+251%,+25%,+924%,+924%,18,+10%,D,+10%,,,,,,,,B,,66.5%,16.2%,6.9%,6.0%,3.5%,0.9%,82,,,,,,,
1671,Pesto style,8005110001659,['France'],"['onge ganel ey and qpsume win store na col dy bestbele se ip ww,nitipomacn,a solo ponodor o', '9 mutti parma mato purėe 51%', 'sunflower seed oil', 'yellow pepper 13,5%', 'pecuio raman de ee gable fibres ', 'pea', 'carot', 'bambool', 'shallot', 'sugar', 'nalural tarunigs sat i mtatel eion juice', 'black pepper', 'contains milk and almonds', 'may contan tras tder nt', 'nutrition information eings per paclage: approx', '5 serving size: 60 g he tnit suice made in italy aierage quantity average quantity per serving per 100 g eaer 583 kj ', '132 cal', ' 971 kj ', '232 cal', ' 19g protein fa ta 12,6g 3,1g 21g 3,0g 5,8g 4,6g 3,7g 680 mg saurded 1,8g caboshygrae 3,59 sugas 28g detay fore 22g sodum 406 mg eie ho 10 rosebery nsw 1445 free call : 1800 940 a loat fndel lid,,337 lincoln rd', 'henderson 1368595', 'imported in singapore by pem13 keppel road #03-04/05', 'sp p s9565', 'ww,giorgio-ferrari,com 9214/100']",[],?,220,920 kj(220 kcal),21,3,"5,833","4,667","3,167","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Fruits à coque']",,,,,,,,,,,,,,,,,,
1672,Vitamine D3,4041246501063,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,2447142024606,2447142024606,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,,,,,,,,,,,,,,,,
1674,Foie gras de canard,3461952201117,['France'],[],[],?,541,2264 kj(541 kcal),55,23,2,2,8,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,royal crown cola,3434880009209,['France'],[],[],?,45,188 kj(45 kcal),0,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Miel de Paris - 80g,7141263225748,['France'],[],[],?,?,,?,,?,,?,,,80 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,['Miel de Paris'],,,,,,,B,['Verre'],87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
1677,Saucisse au muscadet,3540881009305,['France'],[],[],?,233,975 kj(233 kcal),19,"7,5","0,7","0,7",15,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.026.004 CE', 'Boissière-des-Landes (Vendée, France)']",,,,,,,,,,,,,,,,,,,,
1678,Père Noël chocolat,5400265037035,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,20 GOUGÈRES Comté et Emmental,3033124723705,['France'],[],[],?,387,1619 kj(387 kcal),27,17,19,"0,8",16,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Bloc de foie gras de canard du sud-ouest avec morceaux,3033610033820,['France'],[],[],?,511,2138 kj(511 kcal),53,23,2,"1,6","6,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Pompe a l’huile,3304216000197,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Camembert - Biovillage,8501707092661,['France'],[],[],?,?,,?,,?,,?,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts']",,,,,,,,,,,,,,,,,,,,,,,['Biovillage'],"['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore D', 'AB Agriculture Biologique']",,,,,,C,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1683,Riz au lait coco,3760141320579,['France'],[],[],?,192,803 kj(192 kcal),"11,9","8,9","18,7","11,3","2,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Coquille raisin,3495563911400,['France'],[],[],?,346,1448 kj(346 kcal),"9,2","1,4","58,4","17,7","8,2","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,"Saumon fumé salé sel sec, fumé au bois de hêtre - Labeyrie",3033610067375,['France'],[],[],?,198,828 kj(198 kcal),12,"2,5","0,6","0,6",22,"2,9","1,16",,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,,+7%,+7%,+14%,+21%,+21%,+80%,-0%,+3%,+3%,14,+7%,D,+7%,['Labeyrie'],,"['FR 40.261.001 CE', 'Saint-Geours-de-Maremne (Landes, France)']",,,,,E,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,
1686,Nice & Natural Nut Bar Muesli Bars Yoghurt,9400563440540,['France'],[],[],?,530.6,2220 kj(530 kcal),35,"7,2","33,6","23,2","18,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Lindt pistacchio,8003340007519,['France'],[],[],?,626,2619 kj(626 kcal),48,34,43,42,"5,3","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,
