,name,bar_code,brand,brand_owner,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,generic_name,manufacturing,traceability_code,markets,palm_ingredients,ingredients_origins,link
1833,M&S - 408g,00820837,['M&S'],,,['Point Vert'],"['France', 'Royaume-Uni']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,408 g,,,,['FSC-C023337'],['Marks & Spencer'],,,
1834,Italian plum tomatoes - M&S - 400g,00821926,['M&S'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Tomates']",,"['France', 'Royaume-Uni']",[],,,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,2.6 g,en faible quantité,0.08 g,en faible quantité,?,,19,-34%,79 kj(19 kcal),-32%,"0,1",-77%,"0,1",+42%,"2,7",-35%,"2,6",-17%,"1,3",+2%,"0,08",-67%,"0,032",-67%,-5,,A,,B,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,400g,,,,,['Marks & Spencer'],,,
1835,ITALIAN TOMATO PASSATA,00821933,,,,,['France'],[],,,[],,,,,,,,,,?,,36,,151 kj(36 kcal),,"0,5",,"0,4",,"4,9",,"4,9",,2,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,
1836,Berry medley - M&S,00825436,['M&S'],,,,"['France', 'Royaume-Uni']","['Grapes ', '47%', ' • Strawberries ', '30%', ' • Raspberries ', '10%', ' • Blackberries ', '9%', ' Blueberries ', '496']",,,[],,,,,,,,,,?,,52,,218 kj(52 kcal),,"0,3",,0,,"11,1",,"10,3",,"0,7",,0,,0,,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1837,Fruit Salad - M&S,00826402,['M&S'],,,,"['France', 'Royaume-Uni']","['Pineapple ', '27%', ' · Melon ', '23%', ' · Mango ', '19%', ' · Apples ', '14%', ' · Kiwi ', '11%', 'Blueberries ', '6%']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,47,,197 kj(47 kcal),,"0,3",,"0,1",,"9,7",,"9,6",,"0,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1838,Mixed Pepper Stir - Marks & Spencer,00828178,['Marks & Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,33,,138 kj(33 kcal),,"0,4",,"0,1",,"4,7",,"3,9",,"1,8",,"0,03",,"0,012",,,,,,,,,,,,,,,['mixed plastic-packet'],,,,,,,
1839,Sweet & Sour Stir Fry Sauce - Marks & Spencer - 150g e,00831147,['Marks & Spencer'],,"['Epicerie', 'Sauces']","['Végétarien', 'en:gluten-free', 'Point Vert']","['France', 'Royaume-Uni']","['Eau - Vin Rouge - Vinaigre - Sucre Marron Doux - Sucre - Purée de Tomate ', '7 %', ' - Tomates Coupées - Ananas ', '4 %', "" - Purée de Gingembre - Oignons - Farine de Maïs - Jus d'Ananas - Purée d'Ail - Poivrons Rouges - Vinaigre - Ail - Gingembre - Sel - Paprika moulu - Piment rouge Piment de sol - Clous de girofle - Feuilles de laurier""]",,,['Végétarien'],3,0.8 g,en faible quantité,0.1 g,en faible quantité,20.4 g,en quantité élevée,1 g,en quantité modérée,?,,102,-57%,427 kj(102 kcal),-57%,"0,8",-96%,"0,1",-95%,"22,5",+127%,"20,4",+216%,"0,9",-67%,1,-59%,"0,4",-59%,9,-22%,C,-22%,,,,,,,,,150 g e,"['Doypack', 'Plastique']",,,,['Marks & Spencer'],,,
1840,Mini choc chip cookies - Marks & Spencer,00833332,['Marks & Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,494,,2067 kj(494 kcal),,"23,8",,"14,8",,"63,3",,"36,2",,"5,2",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,
1841,Coconut and Lemongrass - Marks & Spencer,00835534,['Marks & Spencer'],,,,['France'],"['Water Coconut Milk ', '30%', ' ', 'Coconut ? Water', ' ? Sugar ? Comtlour ? Ginger Purée ? Tomato Purée ? Shallots ? Coriander ? Lime Juice ? White Wtne Vineaar ? Anchovies ', 'Fish', "" ? Red Chillies ? Salt ? Lemonarass ? Garlic Purée ? Lime Leaves 'Ground Coriander Turmeric""]",,['Poisson'],[],,,,,,,,,,?,,71,,297 kj(71 kcal),,4,,"3,4",,"7,3",,"4,6",,"1,1",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1842,M&S,00842686,['M&S'],,,,"['France', 'Royaume-Uni']",[],,,[],,,,,,,,,,?,,497,,2079 kj(497 kcal),,"23,7",,"13,1",,64,,"35,9",,"5,6",,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1843,coarse cut vintage marmalade - M&S,00843645,['M&S'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,"['France', 'Royaume-Uni']","['Sugar', 'Seville Oranges', 'Muscovado Sugar ', '9%', ' ', 'Seville orange Peel ', 'Seville Orange Juice from Concentrate ', 'Concentrated Lemon Juice', 'Gelling Agent: Pectin', 'Caramelised Sugar Syrup']",['E440 - Pectines'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.6 g,en faible quantité,0.2 g,en faible quantité,56.2 g,en quantité élevée,0.05 g,en faible quantité,?,,256,+7%,1071 kj(256 kcal),+6%,"0,6",+253%,"0,2",+371%,"61,2",+3%,"56,2",-1%,"0,4",+17%,"0,05",+104%,"0,02",+104%,11,-9%,D,-9%,B,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,,,,,['Marks & Spencer'],,,
1844,Lamb Balti Pastries,00843959,,,,,['France'],[],,,[],,,,,,,,,,?,,232,,971 kj(232 kcal),,"8,5",,"1,1",,"28,2",,"3,7",,"9,3",,"0,77",,"0,308",,,,,,,,,,,,,,,,,,,,,,
1845,Flame grilled tikka chicken - Marks And Spencer,00843966,['Marks And Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,139,,582 kj(139 kcal),,"3,3",,"0,9",,"1,3",,"0,8",,"25,8",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,['FSC-C012938'],,,,
1846,Chicken Tikka pastry - Marks & Spencer,00844000,['Marks & Spencer'],,,,['France'],"['Wheatflour contains Gluten ', 'With Wheatflour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', ' ? Water ? Cooked Chicken Thighs ', '17%', ' ? Onions ? Maize Flour ? Low Fat Yogurt ', 'Milk', ' ? Rapeseed Oil ? Tomato Purée ? Ginger Purée ? Salt ? Garlic Purée ? Ground Spices ', 'Turmeric ? Cumin ? Smoked Paprika ? Paprika ? Cardamom ? Cinnamon', ' ? Coriander ? Sugar ? Cornflour ? Gelling Agent: Pectin ? Honey ? Chilli Powder ? Garam Masala ', 'Roasted Cumin ? Cardamom ? Roasted Coriander ? Black Pepper ? Cassia ? Fennel ? Cloves ? Mace ? Ginger ? Nutmeg ? Bay Leaves', ' ? Paprika Extract ? Cumin Seeds ? Wheat Starch ', 'contains Gluten', ' For altergens see ingredients in bold']",,"['Gluten', 'Lait']",['Non végétalien'],,,,,,,,,,?,,237,,992 kj(237 kcal),,"7,7",,1,,31,,"4,8",,"9,8",,"1,03",,"0,412",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1847,Aubergine Masala - Marks & Spencer,00844017,['Marks & Spencer'],,,"['Végétarien', 'Végétalien']",['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,84,,351 kj(84 kcal),,"5,5",,"0,9",,"5,4",,"4,6",,"1,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1848,Cauliflower aloo -  - 250g,00844062,,,,,['France'],"['Chou-fleur rôti ', '33%', '- Lait de coco ', '21%', ' ', 'Extrait de noix de coco Eau', '-Oignons - Pommes de terre ', '8%', "" - Eau Huile de colza - Jus de citron - Purée d'ail - Farine de pois chiches- Amandes effilées - Purée de piment vert - Noix de coco déshydratée - Sambar masala moulu "", 'Coriandre - Poudre de piment - Farine de pois chiches - Cumin - Fenugrec - Farine de moutarde - Concentré de noix de coco ', 'Extrait de noix de coco - Protéine de lait', ' - Graines de pavot - Cannelle de Chine Curcuma - Ase fétide', ' - Sel - Garam masala moulu ', 'Poivre noir grillé -  Coriandre grillée - Macis - Graines de fenouil grillées - Cannelle de Chine grillée - Gingembre - Clous de girofle', ' - Cannelle moulue - Cumin moulu -  Curcuma - Feuilles de kaloupilé entières - Graines de moutarde noire -  Graines de coriandre - Graines de cumin-Poudre de piment - Paprika moulu - Extrait de piment']",,"['Lait', 'Moutarde']",['Non végétalien'],4,,,,,,,,,?,,126,,527 kj(126 kcal),,"9,4",,"3,4",,"6,7",,"2,9",,"2,7",,"0,35",,"0,14",,,,,,,,,,,,,,250g,,,,,,,,
1849,Berry bircher smoothie - M&S,00845359,['M&S'],,,,"['France', 'Royaume-Uni']",[],,,[],,,,,,,,,,?,,89,,372 kj(89 kcal),,"0,9",,"0,2",,"15,8",,"11,2",,"2,4",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1850,3 Friands à la Saucisse - Marks & Spencer,00846387,['Marks & Spencer'],,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Feuilleté salé', 'Réfrigérés', 'Friands', 'Plats préparés réfrigérés', 'Feuilleté à la viande', 'Friands à la saucisse']",,"['France', 'Royaume-Uni']","[""Porc d'origine britannique "", '30 %', ' - Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', ' - Beurre ', 'Lait', ' ', '18%', ' - Pommes de terre  Oignons - œufs de poules élevées en plein air pasteurisés - Vinaigre de vin blanc - Sel - Huile de colza - Épices moulues ', 'Poivre noir', 'Coriandre', 'Poivre blanc', 'Noix de muscade', ' - Sucre - Sauge déshydratée - Levure - Persil déshydraté  Thym déshydraté - Poivre noir concassé']",,"['Œufs', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",3,23.5 g,en quantité élevée,13.8 g,en quantité élevée,2.2 g,en faible quantité,1.03 g,en quantité modérée,?,,361,+9%,1510 kj(361 kcal),+9%,"23,5",+11%,"13,8",+30%,"25,5",+3%,"2,2",+62%,"11,1",+15%,"1,03",-27%,"0,412",-27%,17,-7%,D,-7%,D,90.4%,4.5%,1.1%,1.2%,0.6%,2.3%,21,,"['Frais', 'Plastique', 'Carton']",,['Royaume-Uni'],,['Marks & Spencer'],,['Royaume-Uni'],
1851,EGG NOODLES - M&S,00846950,['M&S'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles']",,"['France', 'Royaume-Uni']",[],,,[],,6.2 g,en quantité modérée,0.8 g,en faible quantité,0.9 g,en faible quantité,0.95 g,en quantité modérée,?,,143,-52%,598 kj(143 kcal),-53%,"6,2",-10%,"0,8",-73%,"0,9",-98%,"0,9",-57%,0,-100%,"0,95",-38%,"0,38",-38%,5,+920%,C,+920%,,,,,,,,,,,,,,['Marks & Spencer'],,,
1852,Four cheese ravioli - Marks&spencer,00847117,['Marks&spencer'],,,,['France'],"['Cooked Free Range Egg Pasta ', '20%', ' ', 'Durum Wheat Semolina ', 'contains Gluten', ' ? Water ? Wheatflour contains Gluten ', 'With Wheatflour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', ' ? Pasteurised Free Range Egg', ' ? Tomato Paste ', '13%', ' ? Tomatoes ', '12%', ' ? Cheddar Cheese ', 'Milk', ' ', '8%', ' ? Ricotta Cheese ', 'Milk', ' ', '4', '5%', ' ? Mozzarella Cheese ', 'Milk', ' ', '4%', ' ? Regato Cheese ', 'Milk', ' ? Garlic Purée ? Basil ? Red Wine Vinegar ? Cornflour ? Paprika Flakes ? Rapeseed Oil ? Salt ? Stabiliser: Pectin ? Coarse Black Pepper ? Ground Black Pepper', ' For allergens see ingredients in bold']",['E440 - Pectines'],['Lait'],[],4,,,,,,,,,?,,107,,448 kj(107 kcal),,"2,2",,"0,9",,"12,9",,"4,2",,"7,6",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1853,British Summer Berry Soft Set Jam - M&S,00847872,['M&S'],,,,"['France', 'Royaume-Uni']",[],,,[],,,,,,,,,,?,,238,,996 kj(238 kcal),,?,,"0,1",,?,,"53,5",,"0,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1854,Marmelade d'oranges de Seville,00847957,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,['France'],[],,,[],,0.4 g,en faible quantité,0.17 g,en faible quantité,61.3 g,en quantité élevée,0.1 g,en faible quantité,?,,264,+10%,1105 kj(264 kcal),+9%,"0,4",+135%,"0,17",+300%,"65,1",+10%,"61,3",+8%,"0,19",-44%,"0,1",+308%,"0,04",+308%,13,+7%,D,+7%,B,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,,,,,,,,
1855,British Plum and Damson Soft Set Jam - Marks & Spencer - 295g e,00847988,['Marks & Spencer'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes']",['Point Vert'],"['France', 'Royaume-Uni']","['Plums', 'Sugar', 'Damsons', 'Lemon Juice', 'Gelling Agent: Pectin']",['E440 - Pectines'],,[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,55.1 g,en quantité élevée,0.1 g,en faible quantité,1023,+9%,?,,1023 kj(245 kcal),+11%,"< 0,5",+125%,"< 0,1",+116%,"59,2",+11%,"55,1",+8%,"0,4",-1%,"< 0,1",+324%,"0,04",+324%,10,+4%,C,+4%,B,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,295 g e,"['Verre', 'Bocal']",Plum and damson extra jam,['Royaume-Uni'],,['Marks & Spencer'],,,
1856,Soft pink lady apple wedges - Marks&Spencer,00848879,['Marks&Spencer'],,,,['France'],"['Pommes Pink i Lady déshydratées ', '99%', "" • i' Conservateur : E220 "", 'Sulfites', ' ', ' pour les allergènes', ""voir les t,' ingrédients indiqués en gras : Ne convient pas aux persor ves iallergiques aux fruits à coque"", 'al ', 'arachicles', ""au sésame et au soja {en raison des méthodes de 'abrication"", "" CONSERVATION À consommer de pré' tence avant le :"", ' Voir sur le devan4 ae remballage']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],[],,,,,,,,,,?,,202,,845 kj(202 kcal),,"0,2",,"0,1",,"45,3",,"45,3",,2,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,['Marks & Spencer'],,,
1857,Salt & vinegar baked potato crisps - Marks & Spencer,00851268,['Marks & Spencer'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]","[""À l'huile de tournesol""]",['France'],"['Potatoes • Dried Barley Malt Vinegar • Sunflower Oil • Sea Salt • Potassium Chloride • Sugar • Acid: Citric Acid • Yeast Extract', ' For allergens see ingredients in bold', ' 19y!yable for vegetarians and vegans']",['E330 - Acide citrique'],,[],3,2.2 g,en faible quantité,0.3 g,en faible quantité,1.4 g,en faible quantité,1.3 g,en quantité modérée,?,,353,-34%,1477 kj(353 kcal),-34%,"2,2",-93%,"0,3",-90%,71,+40%,"1,4",+9%,"8,6",+46%,"1,3",-2%,"0,52",-2%,-1,-109%,A,-109%,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,['Marks & Spencer'],,,
1858,Beef and ale soup,00851961,,,,,['France'],[],,,[],,,,,,,,,,?,,37,,155 kj(37 kcal),,1,,"0,5",,"5,4",,"2,2",,1,,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,,,
1859,Low Fat Black Cherry Yogurt - Marks & Spencer - 150g,00852104,['Marks & Spencer'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la cerise', 'Yaourts allégés en matière grasse']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Végétarien', 'Allégé en matière grasse']","['France', 'Royaume-Uni']","['Yaourt faible en gras ', 'lait', ' • Cerises noires ', '8 %', ' • Sucre • Purée de cerises ', '4 %', ' • Amidon de riz • Jus de citron concentré • Agent gélifiant : pectine ', 'de fruits', ' • Couleur : anthocyanes ', 'de carottes noires', ' • Arôme']","['E440 - Pectines', 'E163 - Anthocyanes']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,1.5 g,en faible quantité,1 g,en faible quantité,12.8 g,en quantité élevée,0.13 g,en faible quantité,?,,84,-17%,351 kj(84 kcal),-17%,"1,5",-52%,1,-51%,"13,1",-6%,"12,8",-1%,"4,5",+23%,"0,13",+11%,"0,052",+11%,1,-66%,B,-66%,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,150 g,"['Frais', 'Plastique']",Yaourt allégé en matière grasse à la cerise noire - Low Fat Black Cherry Yogurt,,,['Marks & Spencer'],,,
1860,Banana Bread Mix - Trader Joe's,00852180,"[""Trader Joe's""]",Keenway Industries Ltd.,['Aides culinaires'],,"['France', 'États-Unis']","['Sugar', 'unbleached enriched wheat flour ', 'wheat flour', 'niacin', 'reduced iron', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'banana flakes', 'baking powder ', 'sodium acid pyrophosphate', 'sodium bicarbonate', 'cornstarch', 'monocalcium phosphate', 'wheat germ', 'bran', 'salt', 'natural vanilla flavor']","['E450i - Pyrophosphate de sodium acide', 'E341i - Phosphate monocalcique']",['Gluten'],['Sans huile de palme'],4,0 g,en faible quantité,0 g,en faible quantité,48.9 g,en quantité élevée,1.33 g,en quantité modérée,?,,362,+10%,1515 kj(362 kcal),+10%,0,-100%,0,-100%,"82,98",+50%,"48,94",+45%,"6,38",+42%,"1,33",+144%,"0,532",+144%,17,+38%,D,+38%,,,,,,,,,,,,,,"[""Trader Joe's""]",,,
1861,Rasberry Conserve - Marks & Spencer - 340g,00853033,['Marks & Spencer'],,,,['France'],[],,,[],,,,,,,,,,?,,242,,1013 kj(242 kcal),,"0,1",,"0,1",,"58,8",,"57,1",,"0,5",,"0,15",,"0,06",,,,,,,,,,,,,,340 g,,,,,['Marks & Spencer'],,,
1862,Blackcurrant conserve - Marks & Spencer - 340g,00853040,['Marks & Spencer'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,"['France', 'Royaume-Uni']","['Sucre', ' cassis', "" correcteur d'acidité: E331"", 'acide citrique', ' gélifiant: pectines']","['E331 - Citrates de sodium', 'E330 - Acide citrique', 'E440 - Pectines']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.4 g,en faible quantité,0.1 g,en faible quantité,56.8 g,en quantité élevée,0.2 g,en faible quantité,1031,+13%,?,,1031 kj(246 kcal),+7%,"0,4",+42%,"< 0,1",+63%,"58,3",+7%,"56,8",+9%,"0,5",-17%,"0,2",+643%,"0,08",+643%,10,+8%,C,+8%,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,340 g,"['Verre', 'métal']",confiture de cassis,['Royaume-Uni'],,['Marks & Spencer'],,,
1863,SWEET ORANGE MARMALADE - MARKS & SPENCER,00853057,['MARKS & SPENCER'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,['France'],"['Sucre', ""Jus d'orange à base de concentré"", 'Eau', ""Gélifiant : Pectines Correcteur d'acidité : Acide citrique"", ""E331 • Huile d'orange"", ' {Préparé avec 27 grammes de fruits pour 100 grammes', ' Teneur totale en sucre : 66 grammes pour 100 grammes']","['E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",,[],4,0.2 g,en faible quantité,0.1 g,en faible quantité,64.8 g,en quantité élevée,0.13 g,en faible quantité,?,,265,+10%,1109 kj(265 kcal),+10%,"0,2",+18%,"0,1",+135%,"64,8",+9%,"64,8",+14%,"0,3",-12%,"0,13",+431%,"0,052",+431%,12,-1%,D,-1%,B,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,,,,,['Marks & Spencer'],,,
1864,Marmelade Dark Seville Orange Marmalade - Marks & Spencer,00853064,['Marks & Spencer'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,['France'],"['Sucre', 'oranges de Séville', ""jus d'orange à base de concentré"", 'acide citrique', 'e331', 'sucre caramélisé', 'pectines']","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E440 - Pectines']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.37 g,en faible quantité,0.13 g,en faible quantité,59.8 g,en quantité élevée,0.15 g,en faible quantité,?,,269,+12%,1125 kj(269 kcal),+11%,"0,37",+118%,"0,13",+206%,"63,9",+8%,"59,8",+5%,"0,28",-18%,"0,15",+512%,"0,06",+512%,9,-26%,C,-26%,B,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,,,,,['Marks & Spencer'],,,
1865,Strawberry conserve,00853071,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,['France'],[],,,[],,0.1 g,en faible quantité,0.09 g,en faible quantité,57 g,en quantité élevée,0.1 g,en faible quantité,?,,243,+12%,1017 kj(243 kcal),+12%,"0,1",-59%,"0,09",+100%,"59,7",+12%,57,+12%,"0,5",+13%,"0,1",+341%,"0,04",+341%,8,-8%,C,-8%,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,
1866,Seville orange marmalade - Marks And Spencer,00853088,['Marks And Spencer'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,['France'],"[""Sucre • Oranges de Séville Jus d orange à base de concentré • Correcteur d'acidité : :Acidecitrique E331 • Gélifiant : Pectines"", ' Préparé avec grammes de fruits pour 100 arammes', ' Teneur totale ien sucre : 63 grammes pour 100 grammes', "" IMPORTANT iNepas utiliser si le bouton de sécurité peut' être pressé iavantouverture"", ' CONSERVATION']",['E440 - Pectines'],,[],4,0.4 g,en faible quantité,0.17 g,en faible quantité,61.3 g,en quantité élevée,0.1 g,en faible quantité,?,,264,+10%,1105 kj(264 kcal),+9%,"0,4",+135%,"0,17",+300%,"65,1",+10%,"61,3",+8%,"0,19",-44%,"0,1",+308%,"0,04",+308%,12,-1%,D,-1%,B,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,,,,,['Marks & Spencer'],,,
1867,Confiture de mandarines - Marks & Spencer,00853125,['Marks & Spencer'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", 'Confitures de mandarines']",,['France'],"['sucre', 'Mandarines', ""  Antioxydants : Acide ascorbique • Gélifiant : Pectines Correcteur d'acidité : Acide citrique"", 'E311', ' Préparé avec 35 grammes de fruits pour 100 grammes', ' Teneur totale en sucre : 66 grammes pour 100 grammes']","['E300 - Acide ascorbique', 'E440 - Pectines', 'E330 - Acide citrique', ""E311 - Gallate d'octyle""]",,[],4,0.2 g,en faible quantité,0.1 g,en faible quantité,62.2 g,en quantité élevée,0.13 g,en faible quantité,?,,261,+13%,1092 kj(261 kcal),+13%,"0,2",-13%,"0,1",+23%,"63,7",+13%,"62,2",+16%,"0,5",+7%,"0,13",+227%,"0,052",+227%,7,-28%,C,-28%,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,['Marks & Spencer'],,,
1868,Sicilian Blood Orange Marmelade Medium Cut - Marks & Spencer - 340g e,00853149,['Marks & Spencer'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges"", ""Marmelades d'oranges sanguines""]",,['France'],"['Sucre • oranges sanguines de Sicile • Gélifiant : Pectines • Antioxydant : Acide ', ""ascorbique • Correcteur d'acidité : Acide citrique"", 'E331']","['E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",,[],4,0.1 g,en faible quantité,0.1 g,en faible quantité,58.4 g,en quantité élevée,0.08 g,en faible quantité,?,,251,+5%,1050 kj(251 kcal),+4%,"0,1",-41%,"0,1",+135%,"61,8",+4%,"58,4",+3%,"0,4",+17%,"0,08",+227%,"0,032",+227%,12,-1%,D,-1%,A,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,340 g e,"['Verre', 'Bocal']",Marmelade à base d'oranges sanguines de Sicile,['Royaume-Uni'],,['Marks & Spencer'],,['Sicile'],
1869,All butter biscuits,00853194,,,,,['France'],[],,,[],,,,,,,,,,?,,490,,2050 kj(490 kcal),,"18,5",,"11,7",,73,,"27,4",,"6,3",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,
