,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,packaging,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,ingredients_origins,traceability_code,nova_score,markets,additives,allergens,generic_name,brand_owner,palm_ingredients
1695,8437009142028,8437009142028,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Congolais - ? - 400,83205163,['Sans colorants'],['France'],[],[],?,?,?,?,?,400,,['?'],"['Biscuits et gâteaux', 'Pâtisseries']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Sauce Apéro Tomate,3770009392129,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans additifs', 'Sans conservateurs']",['France'],[],[],?,83,"1,2",13,"3,8",,,,,,,,,,,,,,,347 kj(83 kcal),,,"0,6",,,11,,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
1698,Refresco cola spar,8480013232087,,['France'],[],[],?,3,0,"0,1",0,,,['Spar'],,,,,,,,,,,,13 kj(3 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1699,Eve sol,7300106801598,,['France'],[],[],?,541,60,"0,2","0,1",,,,,,,,,,,,,,,2264 kj(541 kcal),,,22,,,"0,2",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,
1700,Galette rustique,3760159103973,,['France'],[],[],?,167,"9,4",15,"4,4",,,,,,,,,,,,,,,699 kj(167 kcal),,,"2,2",,,"2,5",,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,
1701,Lorenz Smoked Almonds,4018077642050,,['France'],[],[],?,638,56,"6,9",22,,,"['Lorenz', 'Bahlsen']",,,,,,,,,,,,2669 kj(638 kcal),,,"5,3",,,"4,6",,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,
1702,Chili Coated Peanuts,00224192,,['France'],[],[],?,547,"37,4","37,3","13,1",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",37.4 g,en quantité élevée,5.3 g,en quantité élevée,4.6 g,en faible quantité,1.53 g,en quantité élevée,,-8%,2289 kj(547 kcal),-8%,-19%,"5,3",-27%,+138%,"4,6",-20%,-46%,"1,53",+61%,"0,612",+61%,8,+33%,C,+33%,D,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,,,,,
1703,Recette de cuisine - GOURMAND - 30g,3264420705137,,['France'],[],[],?,?,?,?,?,30g,,['GOURMAND'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'en:baked-shortcrust-pastry']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Préparation pour liqueur vanille,3114460011319,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Nougat tendre - 100g,3343002110559,['en:gluten-free'],['France'],[],[],?,461,"17,4","66,5",9,100 g,,,,,,,,,,,,,,1929 kj(461 kcal),,,"1,3",,,"41,7",,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,
1706,Lentil and corn cakes,8719153020972,,['France'],[],[],?,353,"2,3",69,12,,,,,,,,,,,,,,,1477 kj(353 kcal),,,"0,6",,,"1,4",,,"0,27",,"0,108",,,,,,,,,,,,,,,,,,,,,,,,
1707,Bio curcuma en poudre,4260593956511,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,1480,"9,9",44,"7,8",,,,,,,,,,,,,,,6192 kj(1480 kcal),,,3,,,3,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1708,Kartoffelrösti mit Speck - St. Alpine - 400g,20161101,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2018 de la Société Allemande d'Agriculture""]","['France', 'Allemagne']",[],[],?,?,?,?,?,400 g,['Karton'],['St. Alpine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Orient hazelnut - Tayaş - 500g,8690997133441,,['France'],[],[],?,?,?,?,?,500g,,['Tayaş'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Petale de rosette,3327750000560,"['en:gluten-free', 'Sans lactose']",['France'],[],[],?,432,32,"0,5",35,,,,,,,,,,,,,,,1807 kj(432 kcal),,,12,,,"0,1",,,"6,3",,"2,52",,,,,,,,,,,,,,,,,,,,,,,,
1711,Muscat de Mireval,20712822,,['France'],[],[],?,?,?,?,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins doux', 'Vins mutés de type vin doux naturel', 'Vins français', 'Muscats', 'Muscat de Mireval']",,,,,,,,,,,,,,,,,,,,,,,,,,,,C,50.3%,7.1%,29.9%,8.8%,2.6%,1.4%,45,,,['France'],,,,,,,,
1712,Chocolats - Suchard,7622210659231,,['France'],[],[],?,554,35,54,"5,5",,,['Suchard'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",35 g,en quantité élevée,18 g,en quantité élevée,52 g,en quantité élevée,0.36 g,en quantité modérée,,+3%,2318 kj(554 kcal),+3%,+4%,18,+2%,+5%,52,+11%,-9%,"0,36",+150%,"0,144",+150%,27,+8%,E,+8%,,,,,,,,,,,,,,,,,,,
1713,Berglinsen Bio - Bio Sonne - 500g,20236618,"['en:German Agricultural Society', 'Bio', 'Bio européen', ""Médaille d'or de la Société Allemande d'Agriculture""]","['France', 'Allemagne']",[],[],?,?,?,?,?,500 g,"['Tüte', 'Packung(en)']",['Bio Sonne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",,,,,,,,,,,,,,,,,,,,,,,,,,,,A,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,,,,
1714,Pistaches grillées - Vico,3336971812104,,['France'],[],[],?,629,53,16,20,,,['Vico'],,,,,,,,,,,,2632 kj(629 kcal),,,0,,,6,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1715,Yogur con castañas - Kalekoi,8436561360161,,"['France', 'Espagne']",[],[],?,120,"3,6","19,2","3,2",,,['Kalekoi'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",3.6 g,en quantité modérée,1.9 g,en quantité modérée,18.1 g,en quantité élevée,0.25 g,en faible quantité,,+30%,502 kj(120 kcal),+31%,+10%,"1,9",-7%,+75%,"18,1",+79%,-15%,"0,25",+117%,"0,1",+117%,6,+96%,C,+96%,,,,,,,,,,,,,,,,,,,
1716,Sorbet Citron Vert - Metro Chef,3439496420028,"['Fabriqué en France', 'Produits destinés aux professionnels']",['France'],"['Eau,sucre', 'jus de citron vert à base de concentré 15%', 'sirop de glucose', 'sirop de glucose-fructose', 'cubes de citron vert 3%', 'gélifiants: pectines - gomme Tara-gomme xanthane - farine de graines de caroube et gomme guar protéines de pois hydrolysées', 'amidon transformé de manioc', 'arôme naturel de citron vert', 'colorants: curcumine et complexes cuivre-chlorophylles et cuivre-chlorophyllines Traces éventuelles de lait', 'de gluten', 'de soja', ""d'oeuf"", ""d'arachides et de fruits à coque""]",[],?,591,"0,7",32,"0,5",,,"['Metro Chef', 'Metro']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron vert']",0.7 g,en faible quantité,0.2 g,en faible quantité,25 g,en quantité élevée,0.05 g,en faible quantité,,+384%,2473 kj(591 kcal),+390%,+170%,"0,2",+153%,+10%,25,+5%,+64%,"0,05",+33%,"0,02",+33%,12,+117%,D,+117%,C,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,"['EMB 29181', 'Plouédern (Finistère, France)']",4,,"['E440 - Pectines', 'E417 - Gomme tara', 'E410 - Gomme de caroube', 'E14XX - Amidons modifiés', 'E100 - Curcumine']",,,,
1717,Cerveza Becks 50 cl - Beck's,42061939,,['France'],[],[],?,?,?,?,?,,,"[""Beck's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Lettre en chocolat - Hema,8718537532520,,['France'],[],[],?,548,"34,3",51,"7,1",,,['Hema'],,,,,,,,,,,,2293 kj(548 kcal),,,"20,6",,,"49,6",,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,
1719,Chilli peppers Green,20175856,,"['France', 'Royaume-Uni']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Gladiator - 60g,5901330064487,,['France'],[],[],?,358,14,27,36,60 g,,,,,,,,,,,,,,1498 kj(358 kcal),,,"6,8",,,"1,5",,,"0,61",,"0,244",,,,,,,,,,,,,,,,,,,,,,,,
1721,Sour licorice mix - Vidal,8413178123365,,['France'],[],[],?,386,4,85,"1,5",,,['Vidal'],,,,,,,,,,,,1615 kj(386 kcal),,,"2,2",,,66,,,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,,
1722,Biere blanche des Plateaux ROUGET DE LISLE,3573470007017,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Compote -,0205300001485,,"['France', 'Nouvelle-Calédonie']",[],[],?,69,"0,4",15,"0,7",,,,['Compote pomme banane vanille'],0.4 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0.01 g,en faible quantité,,,289 kj(69 kcal),,,"0,1",,,13,,,"0,01",,"0,004",,2,,B,,,,,,,,,,,,,,,,,,,,
1724,Haribo Starmix,8691216090477,,"['France', 'Singapour']",[],[],?,367,0,"83,3","6,67",,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",0 g,en faible quantité,0 g,en faible quantité,53.3 g,en quantité élevée,0 g,en faible quantité,,+7%,1530 kj(367 kcal),+6%,-100%,0,-100%,+4%,"53,3",-7%,+81%,0,-100%,0,-100%,9,-36%,C,-36%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
1725,Haribo Worms,8691216090453,,"['France', 'Singapour']",[],[],?,367,0,"83,3","6,67",,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",0 g,en faible quantité,0 g,en faible quantité,46.7 g,en quantité élevée,0 g,en faible quantité,,+7%,1530 kj(367 kcal),+6%,-100%,0,-100%,+4%,"46,7",-19%,+81%,0,-100%,0,-100%,11,-22%,D,-22%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
1726,sour skittles -  - 40g,4897010448061,,"['France', 'Singapour']",[],[],?,395,4,92,0,40g,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons dragéifiés']",4 g,en quantité modérée,2.5 g,en quantité modérée,74.5 g,en quantité élevée,0.0381 g,en faible quantité,,-7%,1660 kj(395 kcal),-5%,-67%,"2,5",-62%,+20%,"74,5",+31%,-100%,"0,038",-65%,"0,015",-65%,16,-17%,D,-17%,,,,,,,,,,,,,,,,,,,
1727,Easter tea - Fortnum & Mason - 100gr,5053826286719,,['France'],"['Black Tea ', '94 %', 'Cornflower Petals', 'Marigold Petals', 'Flavourings']",[],?,?,?,?,?,100 gr,,['Fortnum & Mason'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,4,,,,,,
1728,Pollen sec biologique,8437002378356,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,"Gaufrettes Pur Beurre, 400g+200g Gratuit",5425008080383,,['France'],[],[],?,408,"16,5","57,7","7,6",,,,,,,,,,,,,,,1707 kj(408 kcal),,,"10,9",,,"27,7",,,"0,416",,"0,166",,,,,,,,,,,,,,,,,,,,,,,,
1730,SALADE DE PATES PERLES SURIMI / SAUCE VINAIGRETTE / COMPOTE DE FRUITS - Fleury Michon - 350g,3302749777029,,['France'],"['Pâtes perles et miettes de surimi 230g : Pâtes perles 63% ', 'eau', 'semoule de blé dur', 'curcuma', 'préparation à base de chair de poisson 32%\xa0', 'chair de poisson', 'eau', 'amidon de blé et fécule de pomme de terre', 'lait écrémé réhydraté', 'huile de colza', 'sucre', 'sel', 'arômes naturels ', 'contient crustacés', 'mollusques', 'poissons', ',\xa0colorant : extrait de paprika', ',\xa0huile de colza', 'persil,\xa0coriandre', 'sel', 'Sauce vinaigrette 30g : Huile de colza', 'eau', 'vinaigre de vin blanc 20%,\xa0moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'sel', 'amidon modifié de pommes de terre', 'poivre', 'Spécialité\xa0de fruits pommes\xa0poires\xa090g : pommes 57%,\xa0poires 40%,\xa0acérola', '\xa0% exprimés sur chaque préparation']","['Non végétalien', 'Non végétarien']",599,?,"6,5",17,"3,6",350 g,,['Fleury Michon'],,,,,,,,,,,,599 kj(143 kcal),,,"0,5",,,"3,1",,,"0,67",,"0,268",,,,,,,,,,,,,,,,,,4,,"['E160c - Extrait de paprika', 'E14XX - Amidons modifiés']","['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Mollusques', 'Moutarde', 'Sauce vinaigrette 30g', 'Spécialité\xa0de fruits pommes\xa0poires\xa090g']",,,
1731,Muesli,8019514068705,,['France'],[],[],?,467,19,63,"9,1",,,,,,,,,,,,,,,1954 kj(467 kcal),,,"6,6",,,28,,,"0,28",,"0,112",,,,,,,,,,,,,,,,,,,,,,,,
1732,Vaalia,9310036017691,,['France'],[],[],?,95,"2,6","13,1","4,7",,,,,,,,,,,,,,,397 kj(95 kcal),,,"1,7",,,"9,9",,,"0,048",,"0,019",,,,,,,,,,,,,,,,,,,,,,,,
1733,Blanquette de thon germon,3760000753418,,['France'],[],[],?,606,"8,6","2,8",14,,,,,,,,,,,,,,,2536 kj(606 kcal),,,"0,8",,,"1,3",,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
1734,Muffin Milka,,,['France'],[],[],?,?,?,?,?,,,['Milka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,miel de sapin des vosges - Pascal rzadkiewa - 250grs,3528320003305,,['France'],['pecal hièwa idaiewa Miel de Sapin des Vosges PODS NET 250 a r apicale-S 2 SNABORD BO292511'],[],?,?,?,?,?,250 grs,['Pot'],['Pascal rzadkiewa'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sapin']",,,,,,,0 g,en faible quantité,,,,,,,,,,,,0,-100%,0,-100%,,,,,A,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['st nabord'],,['France'],,,['Leclerc'],,,,,
1736,Bizcocho casero - El Corte Ingles,8433329017824,,['France'],[],[],?,429,22,51,"5,3",,,['El Corte Ingles'],,,,,,,,,,,,1795 kj(429 kcal),,,"3,7",,,31,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1737,Runa,5060232812029,,['France'],[],[],?,18,0,"4,2",0,,,,,,,,,,,,,,,75 kj(18 kcal),,,0,,,"3,9",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1738,Escalope de dinde Maître Coq,0215990022509,,['France'],[],[],?,210,4,0,24,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",4 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,18 g,en quantité élevée,,+74%,879 kj(210 kcal),+74%,+203%,3,+644%,-100%,0,-100%,+5%,18,+3149%,"7,2",+3149%,14,,D,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,
1739,Medusa Vongole Au Naturel 130G,8001115162050,,['France'],[],[],?,142,"1,8","5,9","24,2",,,,,,,,,,,,,,,594 kj(142 kcal),,,"0,3",,,0,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
1740,ROMON NATURE HERBE,3554742902001,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Huile d olive vierge extra,3542330000192,,['France'],[],[],?,900,100,"0,5","0,5",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", ""Huile d'olive verte vierge extra""]",100 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,0.2 g,en faible quantité,,+4%,3766 kj(900 kcal),+4%,+5%,17,+25%,,"0,5",,,"0,2",,"0,08",,7,-10%,C,-10%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
1742,Cheddar - Mlekovita,5900512130040,,['France'],[],[],?,379,31,0,25,,,['Mlekovita'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages du Royaume-Uni', ""Fromages d'Angleterre"", 'Cheddars']",31 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-4%,1586 kj(379 kcal),-4%,-6%,20,-5%,-100%,0,-100%,+6%,"1,7",-4%,"0,68",-4%,16,-5%,D,-5%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
1743,Cuartos Traseros Congelados,8436548780029,,['France'],[],[],?,213,"3,4","0,5","19,1",,,,,,,,,,,,,,,891 kj(213 kcal),,,"1,2",,,"0,5",,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
1744,Biotiful craquines emmental romarin,8710745820871,"['Bio', 'Bio européen', 'NL-BIO-01']",['France'],[],[],?,465,"19,2","53,2","14,1",,,,,,,,,,,,,,,1946 kj(465 kcal),,,12,,,"0,8",,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,
1745,Netto,3250392794736,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Mousse pure canard,0209091012668,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Alpenhain camembert en croute,4003751012120,,['France'],[],[],?,293,17,22,12,,,,,,,,,,,,,,,1226 kj(293 kcal),,,"7,5",,,11,,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,
1748,Poilee legumes verts - Toupargel - 900g,3184034281127,,['France'],"['Haricots verts ', '26,6%', 'petits pois doux ', '25,6%', 'choux-romanesco ', '20%', 'pois croquants ', '17%', 'oignons rouges ', '10%', ""sachet d'assaisonnement "", '0,8%', ' ', 'sel', 'oignon grillé', 'persil', 'huile de tournesol']",[],?,43,"0,5","5,3","2,9",900 g,,['Toupargel'],,,,,,,,,,,,180 kj(43 kcal),,,"0,1",,,"3,2",,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,
1749,Halloween KESSEL CHIPS - 150g,2009010020600,,['France'],[],[],?,490,24,60,"6,3",150 g,,,"[""Aliments et boissons d'Halloween""]",24 g,en quantité élevée,1.9 g,en quantité modérée,1.9 g,en faible quantité,1.5 g,en quantité modérée,,+22%,2050 kj(490 kcal),+22%,+145%,"1,9",-61%,-17%,"1,9",-97%,+67%,"1,5",+520%,"0,6",+520%,13,-26%,D,-26%,,,,,,,,,,,,,,,,,,,
1750,Habanero pepper sauce,7702097057747,,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,,,,
1751,Sol Natural,8435037807377,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",['France'],[],[],?,?,?,?,?,,,['Sol Natural'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Filet de poulet roti - le Gaulois - 274g,2431628041065,"['Sans arômes ajoutés', 'Sans conservateurs']",['France'],"['filets de poulet avec peau origine France', 'eau', 'sel', 'huile de tournesol', 'sucre roux', 'sirop de glucose de blé', 'protéines de pois', 'fibres de carottes', 'épaississant : carraghénanes']",[],?,151,"5,8",0,24,274 g,['sous vide'],['le Gaulois'],"['Viandes', 'Préparations de viande']",5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,-26%,632 kj(151 kcal),-26%,-45%,"1,4",-56%,-100%,0,-100%,+53%,"1,4",-11%,"0,56",-11%,3,-61%,C,-61%,,,,,,,,,,,['France'],"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",4,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,
1753,Soupe fraîche potiron-châtaigne L'Essentiel,3250392806873,,['France'],[],[],?,27,"0,6","4,5","0,5",,,,,,,,,,,,,,,113 kj(27 kcal),,,"0,4",,,"1,9",,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,
1754,Lettre en chocolat - Hema,8718537532490,,['France'],[],[],?,548,"34,3",51,"7,1",,,['Hema'],,,,,,,,,,,,2293 kj(548 kcal),,,"20,6",,,"49,6",,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,
1755,Garbanzo castellano extra - Aliada,8433329078948,,['France'],[],[],?,?,?,?,?,,,['Aliada'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Lasagnes saumon surgelées - 400g,3274470002698,,['France'],[],[],?,120,"5,3","12,8","4,9",400 g,,,,,,,,,,,,,,502 kj(120 kcal),,,"2,1",,,"1,1",,,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,,,
1757,Senape - Bionaturae - 280g,8034063246305,['Bio'],['France'],[],[],?,714,11,11,"7,9",280 g,,['Bionaturae'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",11 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en faible quantité,6.4 g,en quantité élevée,,+320%,2987 kj(714 kcal),+321%,+2%,"0,8",-2%,+59%,"1,8",-53%,+20%,"6,4",+36%,"2,56",+36%,18,+55%,D,+55%,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,
1758,Maïs pour popcorn - 1000g,3700952001151,,['France'],[],[],?,?,?,?,?,1000 g,['Sachet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Frollini croccanti ai cereali - auchan - 250g,8005476622260,['en:palm-oil-free'],['France'],"['Farina e fiocchi di cereali 51% ', 'avena', 'mais', 'riso', 'frumento integrale', 'orzo', 'farina di frumento', 'zucchero', 'olio di girasole alto oleico', ""estratto di malto d'orzo e mais fibra solubile da amido di frumento"", 'amido di mais', 'agenti lievitanti ', 'carbonato acido di sodio', 'carbonato acido di ammonio', 'sciroppo di glucosio - fruttosio', 'emulsionante: lecitina di girasole', 'sale', 'aromi', ' Puo contenere uova', 'latte', 'soia', 'nocciole e altra frutta a guscio', ' Smalliser amoate imaterial']",['Sans huile de palme'],?,445,"14,5","69,1","6,4",250g,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",14.5 g,en quantité modérée,1.7 g,en quantité modérée,18.5 g,en quantité élevée,0.75 g,en quantité modérée,,-1%,1862 kj(445 kcal),-1%,-11%,"1,7",-72%,+4%,"18,5",-42%,-13%,"0,75",+59%,"0,3",+59%,8,-53%,C,-53%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,4,['Auchan'],"['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",['Gluten'],,,
1760,Brie Le Maubert- 500 G,3250550015529,,['France'],[],[],?,375,33,1,18,,,,,,,,,,,,,,,1569 kj(375 kcal),,,23,,,1,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
1761,Panela orgánica,7709903823107,"['Bio', 'Bio européen', 'en:CO-BIO-141']",['France'],[],[],?,15,0,4,0,,,,,,,,,,,,,,,63 kj(15 kcal),,,0,,,4,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1762,Massepain cuit,5411951000172,,['France'],[],[],?,509,26,57,10,,,,,,,,,,,,,,,2130 kj(509 kcal),,,2,,,57,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1763,Pumpkin seeds,5060145051744,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,578,"44,5","14,2","27,6",,,,,,,,,,,,,,,2418 kj(578 kcal),,,"7,7",,,1,,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,
1764,Dried fruit and nut bar,5060623030131,"['en:gluten-free', 'Sans sucre ajouté']",['France'],[],[],?,398,20,"47,7","9,5",,,,,,,,,,,,,,,1665 kj(398 kcal),,,"4,8",,,"36,7",,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,
1765,Trek Oat & Raisin Protein Flapjack - 50g,5060088702321,['en:gluten-free'],['France'],[],[],?,424,"19,1","41,7","20,3",50 g,,,,,,,,,,,,,,1774 kj(424 kcal),,,"6,3",,,"26,6",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1766,Sirop de sucre de canne,3217690045854,['Fabriqué en France'],['France'],[],[],?,330,"0,5","82,5","0,5",,,,,,,,,,,,,,,1381 kj(330 kcal),,,"0,1",,,"82,5",,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,
