,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,additives,eco_score,quantity,packaging,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,palm_ingredients,generic_name,markets,traceability_code,ingredients_origins,link,brand_owner,origin_detail,producer_info
1822,Angelo Semoule - 1kg,5413855000050,,,,"['Belgique', 'France']",[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,1 kg,['Sachet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Pâtes de fruits - Révillon,3110844696141,['Révillon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,['France'],"['Pulpes de fruits mises en oeuvre 55% ', 'påte de fruits mûre: pulpe de mûre 39% et pulpe de pomme 16% ', ' pâte de fruits poire: pulpe de poire 39% et pulpe de pomme 16%', 'sucre', 'sirop de glucose', 'pectine', 'acidifiants : acide citrique', 'tartrique', 'ascorbique', 'arôme naturel de mûre avec autres arômes naturels', 'arôme naturel de poire', "" Présence possible d'arachide"", 'amande', 'noisette', 'noix', 'noix de cajou', 'noix de pécan', 'pistache', 'soja', 'lait', 'oeuf et gluten']",['Non végétalien'],4,?,,294,-7%,1230 kj(294 kcal),-7%,"0,3",-12%,0,-100%,72,-5%,66,-1%,"0,14",-78%,"0,06",-50%,"0,024",-50%,"['E440 - Pectines', 'E330 - Acide citrique']",C,,,0.3 g,en faible quantité,0 g,en faible quantité,66 g,en quantité élevée,0.06 g,en faible quantité,8,-3%,C,-3%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,,,,
1824,Airwaves Green Mint 10 Dragees,42174721,,,,['France'],[],[],,?,,145,,607 kj(145 kcal),,0,,0,,"60,6",,60,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Brousse des Hautes-Alpes,3437050000068,,,,['France'],[],[],,?,,155,,649 kj(155 kcal),,12,,"7,6",,6,,"4,3",,8,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Toast nature tranches epaisses - Harrys - 280g (280g),3228857001057,['Harrys'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']","['Sans huile de palme', 'Nutriscore', 'Nutriscore B']",['France'],"['Farine de BLÉ 64%', 'eau', 'huile de colza', 'sucre', 'arôme ', 'contient alcool', 'sel', 'gluten de BLÉ', 'farine de fèves', 'levure', 'conservateur : propionate de calcium', 'levure désactivée', ""extrait d'acérola"", ' Peut contenir des traces de LAIT', 'OEUF', 'SOJA', 'FRUITS A COQUE', 'GRAINES DE SÉSAME']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1225,+8%,290,+9%,1225 kj(290 kcal),+9%,6,+34%,"0,5",-23%,"48,5",+6%,"4,7",-10%,"8,6",+2%,"1,4",+23%,"0,56",+23%,['E282 - Propionate de calcium'],B,280 g (280 g),,6 g,en quantité modérée,0.5 g,en faible quantité,4.7 g,en faible quantité,1.4 g,en quantité modérée,1,-31%,B,-31%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,['Gluten'],,,Pain de mie rond,,,,,,,
1827,Organic cacao powder - Coles,9310645221366,['Coles'],,['en:gluten-free'],['France'],[],[],,?,,338,,1414 kj(338 kcal),,11,,"6,5",,14,,0,,24,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Huile de coco,4260335832356,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",['Bio'],['France'],[],[],,?,,896,+4%,3749 kj(896 kcal),+4%,99,+2%,93,+10%,0,-100%,0,-100%,"0,1",+227%,"0,03",+479%,"0,012",+479%,,,,,99 g,en quantité élevée,93 g,en quantité élevée,0 g,en faible quantité,0.03 g,en faible quantité,20,+3%,E,+3%,,,,,,,,,,,,,,,,,,
1829,Innocent banane fraise,5038862233934,['Innocent'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",,['France'],[],[],,219,+20%,52,+16%,219 kj(52 kcal),+17%,0,-100%,0,-100%,12,+15%,11,+14%,"0,5",+48%,0,-100%,0,-100%,,C,,,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,16,+137%,E,+137%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,,,,,
1830,Couronne brioché - Sicard,3608733968306,['Sicard'],,['Fabriqué en France'],['France'],[],[],,?,,398,,1665 kj(398 kcal),,"15,8",,"3,7",,"53,2",,"13,2",,"9,9",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Lasagne à la bolognaise - U - 500g,3256227458989,['U'],"['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Plats préparés surgelés', 'Lasagnes à la bolognaise']","['Viande Française', 'Sans arômes artificiels', 'Cuisiné en France', 'Sans colorants', 'Viande-bovine-francaise']",['France'],"['Eau', 'PÂTE ALIMENTAIRE 20% ', 'semoule de BLE dur', 'eau', 'viande de boeuf ', 'origine : France', ' 12%', 'tomates 7,5%', 'concentré de tomates 6,8%', 'jus de tomate 3,2%', 'LAIT ÉCRÉMÉ en poudre', 'EMMENTAL 2%', 'CREME fraîche', 'carotte', 'CELERI en branche', 'amidon de maïs', 'oignon préfrit ', 'oignon', 'huile de tournesol', 'sel', 'huile de colza', 'basilic 0,6%', 'farine de BLE', 'ail 0,3%', 'fond de boeuf ', 'viande et jus de cuisson de boeuf ', 'origine : France', 'sel', 'laurier', 'romarin', 'thym', 'muscade', ' Traces éventuelles de crustacés', 'mollusques', 'moutarde', 'poissons', 'soja', 'graines de sésame et oeuf']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,496,-7%,118,-12%,496 kj(118 kcal),-11%,"4,6",-24%,"1,9",-25%,13,+4%,"3,2",+18%,"5,7",-10%,"0,75",-5%,"0,3",-5%,,D,500 g,['Surgelés'],4.6 g,en quantité modérée,1.9 g,en quantité modérée,3.2 g,en faible quantité,0.75 g,en quantité modérée,1,-57%,B,-57%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,"['Céleri', 'Gluten', 'Lait']",,,,['Magasins U'],,,,,,
1832,Baguette bio,3123456000688,,,['Bio'],['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,dark chocolate cocoa 70% - go*do - 85g,8006070010613,['go*do'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Bio', 'Bio européen', 'Sans gluten', 'IT-BIO-014']",['France'],"['organic cocoa paste*', 'organic cane sugar', 'organic cocoa butter""', 'organic fat reduced cocoa powder', ' Emulsifier: soya lecithin', ' Organic vanilla extract', ' May contain traces of nuts', 'lactose and milk proteins', ' Gluten-free', ' For allergens', 'see ingredients in bold', ' NON-EU farming I']",[],4,?,,577,+4%,2414 kj(577 kcal),+4%,"41,9",+6%,25,+8%,"36,5",-5%,"28,9",-9%,"8,7",+14%,0,-100%,0,-100%,['E322i - Lécithine'],D,85g,,41.9 g,en quantité élevée,25 g,en quantité élevée,28.9 g,en quantité élevée,0 g,en faible quantité,18,-15%,D,-15%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['ICAM Spa'],,,,,['en:No UE'],,,,
1834,Sardinas En Aceite De Girasol Gourmet 88G,8413080152033,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile de tournesol""]",,['France'],[],[],,?,,354,+62%,1481 kj(354 kcal),+63%,"29,5",+112%,6,+83%,0,-100%,0,-100%,22,+3%,1,+10%,"0,4",+10%,,D,,,29.5 g,en quantité élevée,6 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,13,+252%,D,+252%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,,,,,
1835,Olio Extra Vergine di Oliva Il Nobile - carapelli - 1L,8002470027954,['Carapelli'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,"['France', 'Italie']",[],[],,?,,821,-4%,3435 kj(821 kcal),-4%,91,-5%,13,-7%,0,,0,,0,,0,-100%,0,-100%,,C,1 L,,91 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,['Italie'],,,,
1836,kiwi -,3458462045553,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",,['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,B,,,,,,,,,,,,,,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,,,,,,,,,,
1837,Truffes fantaisie macaron framboise - Mathez,3481290020829,['Mathez'],,,['France'],[],[],,?,,589,,2464 kj(589 kcal),,44,,37,,43,,39,,"4,2",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,"Conchiglioni, Natur - Rustichella D'Abruzzo",8009452222116,"[""Rustichella D'Abruzzo""]",,['Fabriqué en Italie'],['France'],[],[],,?,,352,,1473 kj(352 kcal),,"1,5",,"0,3",,71,,4,,"13,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Bacon de dinde - Id Halal - 3378740l,3378740000404,['Id Halal'],,['Halal'],['France'],[],[],,?,,118,,494 kj(118 kcal),,"0,5",,"0,1",,"2,1",,"0,7",,26,,"3,4",,"1,36",,,,3378740 l,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.222.002 CE', 'Saint-Jean-Brévelay (Morbihan, France)']",,,,,
1840,Aceite de Coco Virgen Extra - Sol Natural,8435037801672,['Sol Natural'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']","['Bio', 'Bio européen', 'en:gluten-free']",['France'],[],[],,?,,900,+5%,3766 kj(900 kcal),+5%,100,+3%,91,+8%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,100 g,en quantité élevée,91 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,20,+3%,E,+3%,,,,,,,,,,,,,,,,,,
1841,Pavé d'Agneau Haché,2253789022505,,,,['France'],[],[],,?,,219,,916 kj(219 kcal),,16,,8,,1,,0,,19,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 04.111.001 CE', 'Mane (Alpes-de-Haute-Provence, France)']",,,,,
1842,huile d'olive extra vierge,6191576800010,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],[],,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,15,+7%,0,,0,,0,,0,-100%,0,-100%,,D,,,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
1843,Gianduiottone,8004970112901,,,,['France'],[],[],,?,,420,,1757 kj(420 kcal),,20,,"9,4",,53,,30,,"6,4",,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Barre De Nougat Fraise,3328560408089,,,['en:gluten-free'],['France'],[],[],,?,,453,,1895 kj(453 kcal),,10,,"1,8",,81,,67,,"3,1",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Prosciutto cotto slta qualità - 110g,8007141505250,,,,"['France', 'Suisse']",[],[],,?,,134,,561 kj(134 kcal),,"5,5",,"1,9",,0,,0,,21,,"1,8",,"0,72",,,,110 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Galette des rois pommes morceaux - Aldi - 450g,26082172,['Aldi'],"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,['France'],"['Pommes 32%', 'farine de blé', 'beurre 17,5%', 'eau', 'purée de pommes 5%', 'sucre', 'œuf', 'amidon de maïs', 'sel antioxydant : acide ascorbique', 'Traces éventuelles de soja', 'noisettes', 'amandes', 'noix de pécan', 'pistaches']",[],,?,,324,-23%,1356 kj(324 kcal),-23%,18,-32%,12,-19%,34,-12%,11,-15%,"4,1",-35%,"0,64",-8%,"0,256",-8%,,D,450g,,18 g,en quantité modérée,12 g,en quantité élevée,11 g,en quantité modérée,0.64 g,en quantité modérée,18,-6%,D,-6%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,
1847,Everyday day happiness - Delhaize,5400113614272,['Delhaize'],,,"['Belgique', 'France']",[],[],,?,,545,,2280 kj(545 kcal),,36,,21,,44,,41,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,
1848,Les pavés d'Alsace au caramel - Confiserie Adam,3266054004792,['Confiserie Adam'],,,['France'],[],[],,?,,471,,1971 kj(471 kcal),,23,,14,,63,,56,,"2,8",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Tranches d'oranges confites,3191220016692,,,,['France'],[],[],,?,,300,,1255 kj(300 kcal),,0,,0,,"74,9",,56,,"0,16",,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Sweet mix - Woogie,9002859056871,['Woogie'],,,['France'],[],[],,?,,395,,1653 kj(395 kcal),,0,,0,,98,,93,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Lait entier concentré - Carrefour,5400101162624,['Carrefour'],"['Produits laitiers', 'Laits concentrés']",['Point Vert'],"['Belgique', 'France']",[],[],,?,,590,+137%,2469 kj(590 kcal),+137%,8,+7%,"4,9",+7%,11,-70%,11,-70%,"6,5",-8%,"0,3",+23%,"0,12",+23%,,B,,,8 g,en quantité modérée,4.9 g,en quantité modérée,11 g,en quantité modérée,0.3 g,en quantité modérée,14,+9%,D,+9%,80.3%,6.9%,7.8%,3.3%,1.7%,0.0%,83,,,,,['Carrefour'],['DE RP-254 EG'],,,,,
1852,Galette frangipane pur beurre LECLERC,0208586039036,['Leclerc'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,['France'],[],[],,?,,415,-2%,1736 kj(415 kcal),-1%,25,-5%,16,+8%,31,-20%,"8,1",-37%,"6,1",-4%,"0,59",-15%,"0,236",-15%,,D,,,25 g,en quantité élevée,16 g,en quantité élevée,8.1 g,en quantité modérée,0.59 g,en quantité modérée,18,-6%,D,-6%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,['Leclerc'],,,,,,
1853,6 crumble mince pies - Asda,5054781727712,['Asda'],"['Biscuits et gâteaux', 'Pâtisseries']","['Végétarien', ""À l'huile de tournesol""]",['France'],"['Mincemeat Filling ', '40%', ' [Sultanas', 'Bramley Apple Purée', 'Glucose Syrup', 'Sugar', 'Currants', 'Tapioca Starch', 'Dextrose', 'Raisins', 'Brandy ', '3%', 'Palm Oil', 'Orange Peel', 'Glucose-Fructose Syrup', 'Mixed Spices', 'Acetic Acid', 'Rice Flour', 'Treacle', 'Sunflower Oil', 'Invert Sugar Syrup', 'Acidity Regulator ', 'Citric Acid', 'Cotton Seed Oil', 'Lemon Oil]', 'Wheat Flour', 'Sugar', 'Unsalted Butter ', 'Milk', ' ', '11%', 'Dextrose', 'Glucose Syrup', 'Lemon Peel', 'Raising Agents ', 'Diphosphates', 'Sodium Carbonates', 'Ammonium Carbonates', 'Wheat Starch', 'Soya Flour', 'Palm Oil', 'Emulsifier ', 'Soya Lecithins', 'Salt', 'Egg', 'Flavouring', 'Acidity Regulator ', 'Citric Acid', 'Modified Potato Starch', 'Preservatives ', 'Potassium Sorbate', 'Sodium Propionate']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,?,,401,+6%,1678 kj(401 kcal),+7%,14,-17%,"9,3",+14%,64,+33%,39,+33%,"3,9",-27%,"0,27",-35%,"0,108",-35%,"['E260 - Acide acétique', 'E330 - Acide citrique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E322 - Lécithines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E281 - Propionate de sodium']",,,,14 g,en quantité modérée,9.3 g,en quantité élevée,39 g,en quantité élevée,0.27 g,en faible quantité,23,+35%,E,+35%,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,,,,,
1854,Brioche des rois - Belledonne - 350g,3760109053877,['Belledonne'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,C,350 g,,,,,,,,,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,
1855,Menthe douce feuilles coupées - Sainte Lucie - 15g,3162050040522,['Sainte Lucie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Menthe', 'Menthe verte']",,['France'],['Menthe douce feuilles coupées'],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,A,15 g,['Flacon verre'],,,,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,,,,"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,,
1856,Tortillas tomates et basilic,0626114403300,,,,"['Canada', 'France']",[],[],,?,,315.7895,,1321 kj(315 kcal),,"7,895",,"1,316",,"55,263",,"2,632",,"10,526",,"1,908",,"0,763",,,,,['boîte'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,18 nems poulet halal surgeles,3760168340420,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']",['Halal'],['France'],[],[],,?,,140,-30%,586 kj(140 kcal),-29%,"2,2",-72%,"0,4",-69%,18,-21%,"2,4",-9%,15,+109%,"0,9",-29%,"0,36",-29%,,C,,,2.2 g,en faible quantité,0.4 g,en faible quantité,2.4 g,en faible quantité,0.9 g,en quantité modérée,-1,-124%,A,-124%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,,
1858,Kebab Saporito,8008110105006,,,,['France'],[],[],,?,,161,,674 kj(161 kcal),,"7,5",,"1,7",,"2,4",,0,,21,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Bonbons Ginseng,3700914603829,,,,['France'],[],[],,?,,400,,1674 kj(400 kcal),,"0,5",,"0,1",,98,,65,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Gluten free green pea pasta - SamMills - 250g,5941634003577,['SamMills'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits sans gluten', 'Pâtes alimentaires sans gluten']",['Sans gluten'],"['France', 'Pays-Bas']",[],[],,?,,344,-2%,1439 kj(344 kcal),-3%,"1,6",-23%,0,-100%,63,-7%,"4,5",+333%,20,+79%,"0,036",+60%,"0,014",+60%,,,250 g,"['Paper', 'Plastic']",1.6 g,en faible quantité,0 g,en faible quantité,4.5 g,en faible quantité,0.036 g,en faible quantité,-1,,A,,,,,,,,,,,,,,,,https://www.sammills.eu,,,
1861,Rillettes de canard confites - Cellier Sarlat - 65g,3760190204516,['Cellier Sarlat'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,['France'],"['Viande et graisse de canard 98% ', 'Origine France', 'sel', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,2392,+50%,581.5,+45%,2392 kj(581 kcal),+42%,"62,1",+69%,"20,8",+66%,0,-100%,0,-100%,"7,6",-53%,"1,51",+10%,"0,604",+10%,,C,65g,"['Conserve', 'boîte métal']",62.1 g,en quantité élevée,20.8 g,en quantité élevée,0 g,en faible quantité,1.51 g,en quantité élevée,23,+19%,E,+19%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,Rillettes de canard,['Celler Sarlat'],"['EMB 24577D', 'Vézac (Dordogne, France)']",['France'],http://www.foie-gras-sarlat.com/2511-rillettes-de-canard-65g.html,,,
1862,Flavdrops Weiße Schokolade - MyProtein - 100ml,5055936827677,['MyProtein'],,,['France'],[],[],,?,,1,,4 kj(1 kcal),,0,,0,,0,,0,,0,,0,,0,,,,100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Hazel-dazzle - Prozis - 30g,5600499505199,['Prozis'],,,"['France', 'Espagne']",[],[],,?,,490,,2050 kj(490 kcal),,30,,"8,2",,16,,"4,2",,32,,"0,1",,"0,04",,,,30 g,['Plastique'],,,,,,,,,,,,,,,,,,,,,,,Hazel-dazzle,,,,,,,
1864,Muesli croistillant chocolat et amande,3421557108082,,,,['France'],[],[],,?,,382,,1598 kj(382 kcal),,"9,3",,"2,3",,63,,24,,"7,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Expert’nature - Juvamine - 60,3160920644603,['Juvamine'],,,['France'],"[""Extrait d'Artichaut "", '33,7%', ' extrait de Desmodium ', '23%', 'agent de charge : sorbitol', ' choline ', '12,5%', ' ', ' extrait de Chardon marie ', '8%', ' ', ' extrait de Pissenlit ', '5,7%', ' ', "" antiagglomérant: sels de calcium d'acides gras""]",[],4,?,,?,,,,?,,,,?,,,,?,,,,,,['E420 - Sorbitol'],,60,"['Plastique', 'Etui en carton']",,,,,,,,,,,,,,,,,,,,,['France'],,,['grande surface'],,,,,,
1866,Delizias Avena con Almendra - bio-darma - 125g,8437005927278,['Bio-darma'],['Biscuits et gâteaux'],"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'ES-ECO-020-CV', 'Sans lactose']","['France', 'Espagne']","['ES GALLETAS DE AVENA CON ALMENDRAS INGREDIENTES: Harina integral avena 41%*', 'azúcar de caña""', 'aceite de oliva virgen extra 15%*', 'bebida de soja“', 'almendra 7%*', 'fibra de avena""', 'aromas naturales*', 'gasificante: bicarbonato Sódico', ' ', '*Procedente de agricultura ecológica', ' Contiene gluten', 'soja y almendra y puede contener trazas de sésamo', ' Sin huevo', 'sin lactosa', 'sin trigo', ' Conservar en lugar fresco y seco', 'proteger de la luz solar', ' EN']","['Végétalien', 'Végétarien']",,?,,488,+13%,2042 kj(488 kcal),+13%,24,+26%,"3,1",-64%,57,-0%,19,-35%,"8,4",+42%,"0,3",-47%,"0,12",-47%,,,125 g,,24 g,en quantité élevée,3.1 g,en quantité modérée,19 g,en quantité élevée,0.3 g,en quantité modérée,9,-51%,C,-51%,,,,,,,,,,,,,,,http://facebook.com/biodarma,,,
1867,Croissant - Bauli - 50g,8001720446309,['Bauli'],"['Snacks', 'Snacks sucrés']",,"['France', 'Italie']",[],[],,?,,399,-11%,1669 kj(399 kcal),-11%,18,-11%,"9,2",-8%,51,-11%,25,-30%,"6,7",+12%,"0,42",+10%,"0,168",+10%,,,50 g,,18 g,en quantité modérée,9.2 g,en quantité élevée,25 g,en quantité élevée,0.42 g,en quantité modérée,19,0%,E,0%,,,,,,,,,,,,,,,,,,
1868,Petits pains précuits - 365 - 6x 50g,5400601358275,['365'],,"['Nutriscore', 'Nutriscore B']",['France'],[],[],,?,,228,,954 kj(228 kcal),,"0,8",,"0,2",,"46,6",,"0,9",,"7,6",,"0,97",,"0,388",,,,6 x 50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Lasagne au thon,9551095110354,,"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Lasagnes préparées', 'Lasagnes au poisson', 'Lasagnes au thon']",,['France'],[],[],,?,,122,-12%,510 kj(122 kcal),-11%,5,-22%,"2,6",-7%,12,+1%,"3,1",+44%,"6,7",-1%,1,+34%,"0,4",+34%,,D,,,5 g,en quantité modérée,2.6 g,en quantité modérée,3.1 g,en faible quantité,1 g,en quantité modérée,3,+18%,C,+18%,79.3%,12.2%,2.8%,3.0%,1.6%,1.1%,48,,,,,,"['FR 34.113.500 CE', 'Gigean (Hérault, France)']",,,,,
1870,Galette frangipane-framboise,3461186884841,,,,['France'],[],[],,?,,0,,0 kj(0 kcal),,26,,14,,29,,"6,9",,6,,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Sablé de Wissant,3770001691015,,,,['France'],[],[],,?,,352,,1473 kj(352 kcal),,"28,99",,"21,8",,"1,8",,"0,1",,"21,14",,"1,55",,"0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Pommes de terre à raclette,3560034002311,,,,['France'],[],[],,?,,75,,314 kj(75 kcal),,"0,2",,0,,"15,8",,0,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Farfalle multicolores,3760077536846,,,,['France'],[],[],,?,,371,,1552 kj(371 kcal),,"1,5",,"0,7",,75,,"3,5",,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,"Tomate cerise rouge, orangée allongée -",8412276596897,,,,['France'],[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Mix pour salade aux herbes - 140g,7610184011162,,,,"['France', 'Suisse']",[],[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,140 g,['pot en verre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
