,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,markets,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,allergens,brand_owner,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,producer_info
1522,"Pommes de terre - Allie - 2,5kg",3355911403219,['Allie'],['France'],[],[],?,?,,?,,?,,?,,,,B,"2,5kg","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Pommes de terre']",,,,,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Nougat espagnole,8410223800653,,['France'],[],[],?,160,669 kj(160 kcal),27,2,56,49,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Velouté de saint jacques - Nos Régions ont du Talent,3564709177724,['Nos Régions ont du Talent'],['France'],[],[],?,49,205 kj(49 kcal),"3,2","2,1","3,2","0,5","1,8","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,chocolat noisettes entières - Lindt,8003340097848,['Lindt'],['France'],[],[],?,567,2372 kj(567 kcal),38,16,46,43,"8,2","0,28","0,112",['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Creme De Pamplemouse - Cherry Rocher,3173862620154,['Cherry Rocher'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Special K con chocolate Belga barrita de cereales - Kellogg's,5050083497346,"[""Kellogg's""]","['France', 'Espagne']",[],[],?,388,1623 kj(388 kcal),"9,6","5,1",62,25,7,0,0,,D,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales au chocolat']",,-12%,-51%,+5%,-2%,83.7%,9.1%,3.5%,2.1%,1.6%,0.0%,46,,,,,,9.6 g,en quantité modérée,5.1 g,en quantité élevée,25 g,en quantité élevée,0 g,en faible quantité,-14%,-49%,-22%,-100%,-100%,9,-48%,C,-48%,,,,,,,,
1528,Jardin Bio,3760020509279,['Jardin Bio'],['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Ananas Tranches Entières - Valtonia - 825G,3061435002714,['Valtonia'],['France'],"['Ananas ', ""jus d'ananas""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,825 G,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux']",,,,,,,,,,,,,['Conserve'],,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Fette biscottate integrali,8019730030050,,['France'],[],[],?,380,1590 kj(380 kcal),"5,3","0,6",67,7,12,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Myrtilles - 125g,8718226442239,,['France'],[],[],?,?,,?,,?,,?,,,,,125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Foujou,3332300009900,,['France'],[],[],?,334,1397 kj(334 kcal),"20,5","18,4",2,"1,5","21,4","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,ADONIS - 35g,5060474940221,['ADONIS'],['France'],"['BRAZILNUTS ', '28%', 'COCONUT,CHICORY ROOT FIBRE', 'ALMONDS ', '15%', 'SWEETENER ', 'ERYTHRITOL', 'CHIASEEDS ', 'SALVIA HISPANICA', 'TURMERIC ', '2%', 'EMULSIFIER ', 'SUNFLOWER LECITHIN', ',COCOA BUTTER', 'GINGER ', '1%', 'CHERRY,SEASALT,NATURAL ORANGE FLAVOURING ', '0', '1%', ' FOR ALLERGENS SEE INGREDIENTS IN BOLD', ' MAY CONTAIN TRACES OF OTHER NUTS', ' HIGH IN FIBREAND LOW IN SUGAR', 'CONTAINS NATURALLY OCCURRING SUGAR', ' BEST BEFORE: SEE STAMP', 'STORE IN A COOL,DRY PLACE']",[],?,497,2079 kj(497 kcal),"43,2","17,5","16,7","4,6","9,5","0,42","0,168",['Pur beurre de cacao'],C,35g,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales aux fruits']",,+28%,+346%,-75%,+53%,80.5%,10.3%,4.6%,2.5%,2.1%,0.0%,56,,,,['E968 - Érythritol'],4,43.2 g,en quantité élevée,17.5 g,en quantité élevée,4.6 g,en faible quantité,0.42 g,en quantité modérée,+27%,+539%,-83%,+21%,+21%,13,+43%,D,+43%,['Fruits à coque'],,,,,,,
1534,Not Mayo Garlic,7804659650059,,['France'],[],[],?,578,2418 kj(578 kcal),57,3,10,1,1,"0,256","0,102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,"Crêpes jambon et emmental, surgelées - Monoprix",3350030111687,['Monoprix'],['France'],[],[],?,170,711 kj(170 kcal),"7,3","1,9",19,"4,2","6,1","1,2","0,48",,,,['Crêpes jambon emmental'],,,,,,,,,,,,,,"['EMB 86160A', 'Mirebeau (Vienne, France)', 'FR 86.160.002 CE', 'Mirebeau (Vienne, France)']",['Monoprix'],,,7.3 g,en quantité modérée,1.9 g,en quantité modérée,4.2 g,en faible quantité,1.2 g,en quantité modérée,,,,,,5,,C,,,,,,,,,
1536,3760006950538,3760006950538,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Eat Natural - 3x 45g,5013803000486,['Eat Natural'],['France'],[],[],?,498,2084 kj(498 kcal),"28,5","6,3","31,1","18,4","26,1","0,38","0,152",,,3 x 45 g,,,,,,,,,,,,,,['card-box'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Le chocolat,7613034483317,,['France'],[],[],?,398,1665 kj(398 kcal),"7,9","4,2","70,4","65,8","6,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Grill Végétal Steak Soja et Blé - Céréal,3175681257443,"['Céréal', 'Céréal bio']",['France'],[],"['Végétalien', 'Végétarien']",?,192,803 kj(192 kcal),11,"1,2","3,2","0,7",17,"1,3","0,52","['Bio', 'Végétarien', 'Végétalien', 'Sans colorants', 'Sans conservateurs']",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Steaks végétaux']",,-6%,+23%,-81%,+62%,,,,,,,,,,,,,11 g,en quantité modérée,1.2 g,en faible quantité,0.7 g,en faible quantité,1.3 g,en quantité modérée,-6%,-18%,-70%,+24%,+24%,3,+2090%,C,+2090%,,,,,,,,
1540,Seeberger,31055185,['Seeberger'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Cacahuetes Virginia crudos - El Corte Inglés,8433329020695,['El Corte Inglés'],['France'],[],[],?,625,2615 kj(625 kcal),45,11,23,3,30,0,0,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",,+5%,-3%,+46%,+23%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,45 g,en quantité élevée,11 g,en quantité élevée,3 g,en faible quantité,0 g,en faible quantité,+5%,+52%,-48%,-100%,-100%,7,+17%,C,+17%,,,,,,,,
1542,Galette de ble noir St Malo,3459071220034,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",,,,,,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Soupe de poissons aux Saint-Jacques - La Perle des Dieux - 470g,3760148295382,['La Perle des Dieux'],['France'],"['Eau', 'noix de Saint Jacques 10% ', 'Pecten maximus', 'France', 'poissons 10%', 'crème fraîche', 'concentré de tomates', 'oignons', 'poireaux', 'vin blanc ', 'sulfites', 'carottes', 'huile de tournesol', 'sel', 'épaississants : gomme xanthane et guar', 'paprika', 'poivre']","['Non végétalien', 'Non végétarien']",70,70,70 kj(70 kcal),"4,7","2,8","1,8","1,4","4,4","0,7","0,28",,E,470g,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",-64%,+46%,+147%,-1%,-15%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,['Verre'],,"['Boutiques La Perle des Dieux', 'Web']","['E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,4.7 g,en quantité modérée,2.8 g,en quantité modérée,1.4 g,en faible quantité,0.7 g,en quantité modérée,-65%,+524%,+115%,-21%,-21%,3,+244%,C,+244%,"['Poisson', 'Lait', 'Mollusques', 'Anhydride sulfureux et sulfites']",,,,,https://www.laperledesdieux.com/soupes-et-bisques/451-soupe-de-poissons-aux-saint-jacques.html,,
1544,Joghurt mit der ecke - Muller,42287223,['Muller'],['France'],[],[],?,109,456 kj(109 kcal),"3,1",2,16,"15,6","3,3","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Crozes-Hermitage,3234783183217,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Dominosteine - Zartbitter - Goldlora - 250g,20197636,['Goldlora'],"['Autriche', 'République tchèque', 'France', 'Allemagne']","['Zucker Glukose-Fruktose-Sirup', 'Apfelmark 22 %', 'Kakaomasse,Weizenmehl', 'Aprikosenkerne', 'brauner Zuckersirup', 'Kakaobutter', 'Invertzuckersirup', 'Trinkwasser', 'Roggenmehl', 'Geliermittel: Pektin', ' Feuchthaltemittel: Sorbit', 'Invertase', ' Karamellzuckersirup', 'Rapsöl', 'Weizenstärke', 'Emulgator: Lecithine ', 'Soja', ' Säuerungsmittel: Citronensäure', ' Gewürze', 'Backtriebmittel: Ammoniumcarbonate', 'Kaliumcarbonate', 'Natriumcarbonate', ' Kartoffelstärke', 'natürliches Aroma', 'Mandeln', 'Speisesalz']",[],?,394,1648 kj(394 kcal),"12,5","5,7",64,"50,5","4,6","0,07","0,028","['en:German Agricultural Society', 'Commerce équitable', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2018 de la Société Allemande d'Agriculture"", 'Fairtrade-cocoa-programme']",,250 g,['Biscuits et gâteaux'],,-8%,-35%,+12%,-22%,,,,,,,,['Plastik'],,['NORMA'],"['E440 - Pectines', 'E420 - Sorbitol', 'E1103 - Invertase', 'E322 - Lécithines', 'E330 - Acide citrique', 'E500 - Carbonates de sodium']",4,12.5 g,en quantité modérée,5.7 g,en quantité élevée,50.5 g,en quantité élevée,0.07 g,en faible quantité,-8%,-33%,+74%,-88%,-88%,16,-14%,D,-14%,"['Gluten', 'Fruits à coque', 'Soja']",,,['Deutschland'],,,,
1547,Miel de flores cosechada españa tarro - Salvalu,8411882003799,['Salvalu'],['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,-100%,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,0 g,en faible quantité,-100%,,,-100%,-100%,,,,,,,,,,,,
1548,Madeleines extra moelleuses - 138kg,3259426033605,,['France'],[],[],?,464,1941 kj(464 kcal),27,"4,5",49,27,"5,4","0,81","0,324",,,138 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Poêlée asiatique - Casino - 1kg,06145576,['Casino'],['France'],"['Carottes 25% courgettes 25% - poivrons jaunes 16% pousses de haricots mungo 16% champignons noirs 12% - eau - huile végétale de tournesol - arôme naturel - ail - coriandre 0,1%-sel - arôme naturel - épaississants : gomme xanthane', 'farine de graines de guar - poivre', ' Traces de gluten', 'lait', 'oeufs', 'poisson', 'céleri', 'crustaces et moutarde', ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques']",[],?,31,130 kj(31 kcal),"1,3","0,2","2,4","2,1","1,1","0,59","0,236",,,1kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', ""Mélanges d'aliments à base de plantes surgelés"", 'Mélanges de légumes surgelés']",,-44%,-13%,-58%,-46%,,,,,,,,,,['Casino'],"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,1.3 g,en faible quantité,0.2 g,en faible quantité,2.1 g,en faible quantité,0.59 g,en quantité modérée,-42%,-33%,-20%,+180%,+180%,-5,,A,,,,,,,,,
1550,Vollkorn Sticks - Erdmann Hauser - 100g,4000381070506,['Erdmann Hauser'],"['France', 'Allemagne']","['Weizenvollkornmehl ', '81%', 'Weizenmehl ', '8%', 'Meersalz', 'Palmfett', 'Gerstenmalzextrakt', 'Brezellauge ', 'Natriumhydroxid']",['Huile de palme'],1588,376,1588 kj(376 kcal),"5,6","1,5","64,6","1,7","11,7","4,3","1,72","['Bio', 'Bio européen', 'Agriculture non UE', 'Bio-dynamie', 'DE-ÖKO-001', 'Demeter', 'Agriculture UE', 'Agriculture UE/Non UE', 'Fabriqué en Allemagne']",,100 g,"['Snacks', 'Snacks salés']",-19%,-19%,-77%,+35%,+37%,,,,,,,,['Kunststoff'],,['Bioladen'],['E524 - Hydroxyde de sodium'],3,5.6 g,en quantité modérée,1.5 g,en quantité modérée,1.7 g,en faible quantité,4.3 g,en quantité élevée,-18%,-65%,-48%,+179%,+179%,10,-18%,C,-18%,['Gluten'],,,['Deutschland'],,,,
1551,miel de sapin - Aux Délices de Maya - 250g,3760139810655,['Aux Délices de Maya'],['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,B,250 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['pot en verre'],,['Intermarché'],,2,,,,,,,,,,,,,,,,,,,,['Massif Central Alt 800 à 1300 m'],['Domaine de Villeneuve 34270 CLaret'],,http://www.bienvenue-a-la-ferme.com,,
1552,Sarrasin l'authentique blé noir - Primeal,3380380088797,['Primeal'],['France'],[],[],?,339,1418 kj(339 kcal),3,"0,6",64,"0,8","11,3","0,012","0,005","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Ice tea,7613312030790,,['France'],[],[],?,140,586 kj(140 kcal),"0,5",0,8,8,0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Chocolate a la taza sin leche - San José - 200g,8414306000060,['San José'],['France'],[],[],?,493,2063 kj(493 kcal),21,15,"68,7","21,3","7,3","0,015","0,006",,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Pomette bio - Pommette,3250392794644,['Pommette'],['France'],[],[],?,93,389 kj(93 kcal),"0,5","0,1","20,6","17,3",1,"0,01","0,004","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Geröstete - Farmer,4061458080996,['Farmer'],['France'],[],[],?,644,2694 kj(644 kcal),"56,3","4,7",6,"4,6",24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Carrefour,3585810038780,['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Thé vert Matcha Morning - Celliflore,3160920713620,['Celliflore'],['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,"['EMB 75112W', 'Paris 12e  Arrondissement (Paris, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,kinkeliba - NJ - 50,3760238826656,['NJ'],['France'],"['Feuille de Kinkeliba Originaire du Niger', 'le kinkeliba est également appelé feuille de combretum']",[],?,?,,?,,?,,?,,,['100% naturel'],B,50,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['sachet plastique'],['78358A'],,,,,,,,,,,,,,,,,,,,,,,['Niger'],,,http://www.nj-importexport.com,,
1560,Fourme d Ambert - Franprix - 180g,3263859668617,['Franprix'],['France'],"['lait pasteurisé de vache ', 'Origine : France', ' - sel - présure - ferments lactiques', ' Conditionné dans un atelier utilisant de vache', 'de chèvre et de brebis']",['Non végétalien'],?,500,2092 kj(500 kcal),28,20,"1,5","0,5",20,"2,1","0,84",['AOP'],C,180g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,+46%,-1%,+52%,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['Franprix'],,3,28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,2.1 g,en quantité élevée,+46%,+1%,+44%,-5%,-5%,20,+11%,E,+11%,['Lait'],,,,,,,
1561,Sardines entières de méditerranée - 600g,3760114353603,,['France'],[],[],?,163,682 kj(163 kcal),"9,48","2,4",0,0,"19,5","0,22","0,088",['en:gluten-free'],,600 g,,,,,,,,,,,,,,,"['FR 34.336.503 CE', 'Villeneuve-lès-Béziers (Hérault, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Curry in a naan Chicken Tikka,5060460300091,,['France'],[],[],?,230,962 kj(230 kcal),"9,6","1,93","25,5","2,15","9,68","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Funny croco - Auchan,3596710470143,['Auchan'],['France'],[],[],?,471,1971 kj(471 kcal),21,"2,9",56,"4,7",12,"1,5","0,6",,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Granola tout chocolat,3760211820749,,['France'],[],[],?,435,1820 kj(435 kcal),15,"4,7",63,26,"8,6","0,05","0,02","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'IT-BIO-009', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Mermelada de Frambuesa - Pedro Luis,8425205012108,['Pedro Luis'],['France'],[],[],?,203,849 kj(203 kcal),"0,7","0,4",48,"43,1","1,1",0,0,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",,-9%,+158%,-10%,+63%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,0.7 g,en faible quantité,0.4 g,en faible quantité,43.1 g,en quantité élevée,0 g,en faible quantité,-10%,+764%,-16%,-100%,-100%,6,-32%,C,-32%,,,,,,,,
1566,3492270074039,3492270074039,,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,"1,2,3 soleil - Innocent - 750ml",2048062364508,['Innocent'],['France'],"['31/2 pommes pressées', '1 mange mixée ', '16%', ',1½ banane écrasée', '1 orange pressée,1/4 de fruit de la passion pressé ', '3 %', ',un morceau de péche mixée et une lichette de jus de citron vert', ' Vous allez boire pas de conservateur pas de concentré pas de sucre ajoute de inrdin inn']",[],226,53,226 kj(53 kcal),"0,1","0,1",12,11,"0,43","0,01","0,004",,C,750ml,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Smoothies', 'Smoothies aux fruits']",-3%,-10%,-72%,-2%,-34%,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.01 g,en faible quantité,-9%,-26%,+3%,-21%,-21%,15,+38%,E,+38%,,,,,,,,
1568,Oursons - Monoprix Bio,3350033642027,['Monoprix Bio'],['France'],[],"['Végétalien', 'Végétarien']",?,337,1410 kj(337 kcal),0,0,83,58,"0,5","0,64","0,256","['Bio', 'Végétarien', 'Bio européen', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Pastèque mini - Auchan,3596710419395,['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Treats - 800g,00675666,,['France'],[],[],?,357,1494 kj(357 kcal),"1,1","0,7","86,3","57,4","0,4","0,18","0,072",['Point Vert'],,800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Polpa - Mutti,8005110001369,['Mutti'],['France'],[],[],?,26,109 kj(26 kcal),"0,2","0,1","3,9","2,8","1,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Eau minérale naturelle - Volvic,3057640262623,['Volvic'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,mimolette francaise - isigny ste mere - 200g,10443866,['isigny ste mere'],['France'],"[""Lait pasteurisé issu de L'agriculture biologique"", 'sel', ' ferments Lactiques', 'présure', 'colorant: rocou', 'chlorure de calcium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,373,1561 kj(373 kcal),27,18,"1,5","1,5",31,"2,5",1,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-10', 'AB Agriculture Biologique']",B,200g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache']",,+10%,-1%,+94%,+41%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['FR 50.127.001 CE', 'Chef-du-Pont (Manche, France)']",['Cora'],['E160b - Rocou'],4,27 g,en quantité élevée,18 g,en quantité élevée,1.5 g,en faible quantité,2.5 g,en quantité élevée,+11%,-3%,+247%,+79%,+79%,19,+33%,E,+33%,['Lait'],,['France'],['France'],,,,
1574,Anfosso -  - 250ml,8008378000310,,['France'],[],[],?,?,,?,,?,,?,,,,,250ml,['Huile d’olive italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Miel de chataignier -  - 500g,3760160340046,,['France'],[],[],?,?,,?,,?,,?,,,,B,500 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Huile De Foie De Morue 270 MG - 140 Capsules - MGD,3505631400016,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Matières grasses', 'Produits de la mer', 'Poissons', 'Matières grasses animales', 'Morues', 'Foies de poissons', 'Foies de morue', 'Huiles de poissons', 'Huiles de foie de cabillaud']",,,,,,43.8%,28.4%,11.3%,10.5%,6.0%,0.0%,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Steaks hachés de boeuf - 800g,3565660010211,,['France'],[],[],?,258,1079 kj(258 kcal),20,"9,79",0,0,"16,8","0,16","0,064","['Viande Française', 'Point Vert', 'Viande-bovine-francaise']",,800 g,,,,,,,,,,,,,,,"['FR 44.036.007 CE', 'Châteaubriant (Loire-Atlantique, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Queso parmigiano reggiano d.o.p. cuña - Granarolo - 200g,8002670050202,['Granarolo'],"['France', 'Italie']","['latte', 'sale', 'caglio']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,392,1640 kj(392 kcal),28,19,0,0,33,"1,6","0,64",,D,200 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,-2%,-6%,-100%,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Plastica'],,,,3,28 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,-2%,-4%,,0%,0%,16,-4%,D,-4%,['Lait'],,,,,,,
1579,glace chocolat au lait du ghana - Thiriet,3292590515300,['Thiriet'],['France'],[],[],?,271,1134 kj(271 kcal),18,11,23,23,"3,6","0,1","0,04","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,['Thiriet'],,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Danone & fruits avec morceaux fruits rouges,3330261030704,['Danone'],['France'],[],[],?,93,389 kj(93 kcal),"2,1","1,2",15,14,"3,6","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
