,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,packaging,labels,manufacturing,traceability_code,additives,nova_score,markets,generic_name,link,ingredients_origins,palm_ingredients,brand_owner,origin_detail,producer_info
1421,Chocomousse,2011111111484,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,Turrón duro - Alipende - 250g,8421691815964,E,250 g,['Alipende'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Aliments et boissons de Noël', 'Fruits à coques', 'Confiseries de Noël', 'Amandes', 'Touron']","['France', 'Espagne']","['Almendras tostadas ', '63%', 'miel', 'azúcar', 'oblea ', 'fécula de patata y aceite de girasol', ' y albúmina de huevo']","['Sans huile de palme', 'Non végétalien']",36 g,en quantité élevée,3.7 g,en quantité modérée,36.9 g,en quantité élevée,0 g,en faible quantité,2355,+7%,566,+8%,2355 kj(566 kcal),+8%,36,+15%,"3,7",-30%,40,-12%,"36,9",-4%,"16,9",+41%,0,-100%,0,-100%,3,-82%,C,-82%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,"['Œufs', 'Fruits à coque']","['Cartón', 'Plástico']",['es:Calidad suprema'],['Toledo'],,,3,['Ahorramas'],Turrón duro,,,,,,
1423,Zero 0% - Sanex - 1,8718951133549,,1,['Sanex'],"['Non alimentaire', 'Open Beauty Facts']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,Epices raz el hanout - Horeca - 450g,3439495101010,,450 g,['Horeca'],"['Epicerie', 'Condiments', ""Mélanges d'herbes et d'épices"", 'Ras el hanout']",['France'],[],[],17.1 g,en quantité modérée,1.6 g,en quantité modérée,1.1 g,en faible quantité,0.1 g,en faible quantité,?,,313,+113%,1310 kj(313 kcal),+113%,"17,1",+193%,"1,6",+57%,"54,8",+236%,"1,1",-79%,"12,2",+113%,"0,1",-97%,"0,04",-97%,-1,-116%,A,-116%,,,,,,,,,,,,,,,,,,,,,,
1425,Sparkling Vinegar - Foodspring,4260363483124,,,['Foodspring'],,['France'],[],[],,,,,,,,,?,,7,,29 kj(7 kcal),,"1,4",,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,Le Zuppe fresche pasta e fagioli,8014190008984,,,,,"['France', 'Italie']",[],[],,,,,,,,,?,,80,,335 kj(80 kcal),,"1,1",,"0,2",,13,,"0,5",,"3,8",,"0,2",,"0,08",,,,,,,,,,,,,,['Product'],,,,,,,,,,,,,
1427,Porridge - RUF - 65g,4002809018169,B,65g,['RUF'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons extrudés', 'Flocons laminés', ""Flocons d'avoine""]","['France', 'Allemagne']","['44% Haferflocken', '15% weiße Raspelschokolade ', 'Zucker', 'Kakaobutter', 'Vollmilchpulver', 'Emulgator Lecithine', 'eiweißangereichertes Molkenpulver', 'Laktose', 'modifizierte Stärke', 'Fruchtzucker', 'Stärke', 'Vollmilchpulver', '2% getrocknete Himbeeren', 'Speisesalz', 'natürliches Aroma ', 'Milch']",['Non végétalien'],3 g,en quantité modérée,1.5 g,en quantité modérée,7.4 g,en quantité modérée,0.15 g,en faible quantité,?,,122,-67%,510 kj(122 kcal),-67%,3,-58%,"1,5",+20%,18,-70%,"7,4",+348%,"4,8",-61%,"0,15",+389%,"0,06",+389%,1,,B,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,['Lait'],['Kunststoff'],,,,"['E322 - Lécithines', 'E14XX - Amidons modifiés']",4,,,,,,,,
1428,Cheddar rapé - 150g,3701002402614,,150 g,,,['France'],[],[],,,,,,,,,?,,409,,1711 kj(409 kcal),,"34,1",,"21,5",,1,,"0,5",,"24,8",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,Dark chocolate coconut bar,5051882205705,,,,,['France'],[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,"9,1",,"4,7",,47,,17,,"8,3",,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,Radis Bio - Top Légumes - 250g,3760118128207,B,250 g,['Top Légumes'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Radis', 'Radis rouges', 'Radis roses frais']",['France'],['Radis bio origine France'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,,['sachet plastique'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,1,,,,['France'],,,,
1431,Pipas con sal -,8413164010372,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol', 'Graines de tournesol grillées']","['France', 'Espagne']",[],[],22 g,en quantité élevée,2.4 g,en quantité modérée,0.8 g,en faible quantité,10 g,en quantité élevée,1089,,263,-48%,1089 kj(263 kcal),-49%,22,-46%,"2,4",-41%,"1,4",-89%,"0,8",-62%,13,-34%,10,+180%,4,+180%,11,-19%,D,-19%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,,,,,,
1432,Le zuppe fresche vellutata di zucca e carote,8014190008045,,,,,['France'],[],[],,,,,,,,,?,,49,,205 kj(49 kcal),,"2,6",,"0,4",,"5,4",,2,,"0,5",,"0,32",,"0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,Erbsen und Möhren Groß - Seidel - 660g,40397283,,660 g,['Seidel'],,"['France', 'Allemagne']","['Erbsen und Karotten in veränderlichen Gewichts - anteilen', 'Wasser', 'Zucker', 'Salz']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Konserve'],,,,,,,,,,,,,
1434,Mano Mano Subtil,5411651086650,,,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,
1435,Stollen aux écorces d’agrumes - Monoprix Gourmet - 500g,3350033392991,,500 g,"['Monoprix Gourmet', 'Monoprix']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Stollen']",['France'],"[""Farine de blé - raisins secs 27% - graisse de palme - sucre - dextrose - sirop de glucose-fructose - huile de colza - écorces d'orange 2% - écorces de citron 1,5% - humectant : sorbitols - amidon de blé - levure - émulsifiants : mono - et diglycérides d'acides gras et stéaroyl-2-lactylate de sodium - arôme naturel - sel - graisse de palme totalement hydrogénée"", ' Traces de fruits à coque', ""d'œufs et de lait""]","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",15 g,en quantité modérée,7.4 g,en quantité élevée,37 g,en quantité élevée,0.43 g,en quantité modérée,1634,-4%,?,,1634 kj(391 kcal),-3%,15,-23%,"7,4",-3%,58,+17%,37,+33%,"4,5",-17%,"0,43",-29%,"0,172",-29%,17,-5%,D,-5%,,,,,,,,['Gluten'],"['film plastique', 'à jeter']",,,,"['E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,['Monoprix'],,,,['Huile de palme'],,,
1436,20978631,20978631,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,Emmental Bio - 8 tranches environ - Casino Bio - 200g,3222477161696,D,200 g,"['Casino Bio', 'Casino']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",['France'],"['lait* de vache pasteurisé ', 'origine : ue', ' - sel - ferments lactiques ', 'contient lait', ' - coagulant microbien', '*']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,1558,+1%,375,-0%,1558 kj(375 kcal),-1%,29,-1%,19,-4%,"0,5",-25%,"0,5",+21%,28,+1%,"0,7",+8%,"0,28",+8%,12,+5%,D,+5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Lait'],,['Bio'],,"['FR 62.205.003 CE', 'Campagne-lès-Wardrecques (Pas-de-Calais, France)']",,3,['Casino'],Emmental issu de l'agriculture biologique - Fromage à pâte pressée cuite,,,,,,
1438,Véritable cassoulet de Castelnaudary au canard - Larnaudie,3113010143685,,,['Larnaudie'],['Cassoulet de Castelnaudary au canard'],['France'],"['Haricots lingots 37%', 'saucisses de Toulouse 21% ', 'viande de porc', 'sel', 'poivre', 'boyau naturel de porc', 'bouillon ', 'eau', 'os et couenne de pore concentre de tomates', 'sel', 'manchons de canard 17% ', 'manchons de canard* araise de canard', 'sel', 'eau', 'graisse de canard', 'sel', 'concentré de tomates', 'aromes ', 'dont lait', 'arôme poivre', ""pulpe d'ail "", 'ail', 'sel', 'acidifiant: E330', ' ail', 'muscade', 'girofle', 'hetede Provence', 'arômes naturels', 'dextrose', ""extrait d'épice"", ' *Origine: France', ' Traces éventuelles de céleri', 'soja', 'gluten et oeuf', ' Malgré tout le soin apporté à la fabrication de nos produits', ""nous ne pouins garantir labsence d'esquille d'os"", ' Pren']","['Non végétalien', 'Non végétarien']",7 g,en quantité modérée,2.6 g,en quantité modérée,0.5 g,en faible quantité,0.82 g,en quantité modérée,?,,144,-3%,602 kj(144 kcal),-3%,7,-3%,"2,6",-5%,"7,5",-7%,"0,5",0%,11,+5%,"0,82",+3%,"0,328",+3%,1,,B,,,,,,,,,,,,,,['E330 - Acide citrique'],4,,,,,,,,
1439,Oreo crispy & thin,7622210737557,D,,['Oreo'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés', 'Biscuits cacaotés fourrés goût vanille']",['France'],[],[],21 g,en quantité élevée,10 g,en quantité élevée,39 g,en quantité élevée,0.83 g,en quantité modérée,?,,490,+2%,2050 kj(490 kcal),+2%,21,+2%,10,+11%,69,+2%,39,+8%,"4,8",-3%,"0,83",+7%,"0,332",+7%,26,+15%,E,+15%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,,,,,,,,
1440,Auchan Sterling - 25cl,3596710377909,C,25 cl,"['Auchan', 'Auchan Sterling']","['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['Bouteille', 'Verre']",,,"['EMB 62765', 'Saint-Omer (Pas-de-Calais, France)']",,,['Auchan'],,,,,,,
1441,"Carotte/courgette rapée, barquette 250g",3570250002835,,,,,['France'],[],[],,,,,,,,,?,,34,,142 kj(34 kcal),,0,,0,,"6,2",,"3,2",,1,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,Jnane - Chergui,6111126004590,,,['Chergui'],,['France'],[],[],,,,,,,,,?,,103,,431 kj(103 kcal),,"3,9",,0,,"14,7",,"14,7",,"3,9",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,19010854,19010854,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Demi-crème acidulée - Philadelphia - 200g,7610900141067,,200 g,['Philadelphia'],,"['France', 'Suisse']",[],[],,,,,,,,,?,,163,,682 kj(163 kcal),,15,,9,,4,,"3,5",,3,,"0,1",,"0,04",,,,,,,,,,,,,,['pot plastique'],,,,,,,,,,,,,
1445,Museau boeuf vinaigrette -,3521420290118,,,,"['Viandes', 'Préparations de viande']",['France'],[],[],23.7 g,en quantité élevée,4.73 g,en quantité modérée,0.26 g,en faible quantité,4.11 g,en quantité élevée,?,,271,+33%,1134 kj(271 kcal),+32%,"23,71",+124%,"4,73",+48%,"0,35",-96%,"0,26",-79%,"14,23",-9%,"4,11",+160%,"1,644",+160%,17,+123%,D,+123%,,,,,,,,,,,,"['FR 03.185.006 CE', 'Montluçon (Allier, France)', 'EMB 03185A', 'Montluçon (Allier, France)']",,,,,,,,,,
1446,Filet de poulet - La Nouvelle Agriculture,0213400032544,D,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,?,,440,+236%,1841 kj(440 kcal),+239%,"1,3",-55%,"0,4",-46%,0,-100%,0,-100%,23,+1%,"0,11",-85%,"0,044",-85%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Barquette'],,,,,,,,,,,,,
1447,Kefir au letchi - Vimaflore - 50cl,3770003933090,,50cl,['Vimaflore'],"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Kéfir']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,0 g,en faible quantité,?,,28,-49%,117 kj(28 kcal),-51%,0,-100%,0,-100%,7,+36%,7,+55%,0,-100%,0,-100%,0,-100%,9,-21%,D,-21%,,,,,,,,,,,,,,,,,,,,,,
1448,Crêpes dentelles enrobées de chocolat au lait,3431410116604,,,,,['France'],[],[],,,,,,,,,?,,487,,2038 kj(487 kcal),,20,,13,,69,,50,,6,,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,Le Yaourt nature - Cant'Avey'Lot,3760072800041,B,,"[""Cant'Avey'Lot"", 'Franprix']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",['France'],[],[],3.4 g,en quantité modérée,1.9 g,en quantité modérée,3.5 g,en faible quantité,0.1 g,en faible quantité,?,,67,-7%,280 kj(67 kcal),-6%,"3,4",-5%,"1,9",-18%,"5,5",+13%,"3,5",-21%,"3,5",-15%,"0,1",-17%,"0,04",-17%,-1,-277%,A,-277%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,['Frais'],['Bleu Blanc Cœur'],,,,,['Franprix'],,,,,,,
1450,Ravioli alla napolitana - Coop - 430g,7610800016625,,430 g,"['Coop', 'Qualité & Prix']","['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli']","['France', 'Suisse']","['eau', 'semoule de blé dur', 'purée de tomates 8% viande de poulet 7% ', 'Suisse', 'farine de froment', ""œufs d'élevage au sol"", 'sel de cuisine', 'sucre', 'huile de colza', 'arôme ', 'avec froment', 'farine de riz', 'acidifiant ', 'E 330', 'concentré de jus de froment', 'épices ', 'avec céleri', 'levure', 'fécule de pomme de citron', ""extrait d'oignon""]",[],23 g,en quantité élevée,0.4 g,en faible quantité,3.4 g,en faible quantité,1.3 g,en quantité modérée,383,-50%,91,-51%,383 kj(91 kcal),-51%,23,+328%,"0,4",-80%,13,-48%,"3,4",+28%,"4,1",-45%,"1,3",+31%,"0,52",+31%,4,-2%,C,-2%,,,,,,,,,['boite de conserve acier'],,['Liechtenstein'],,,,['Coop'],,,,,,,
1451,Emmental degustation - Auchan - 350g,3596710462742,D,350 g,['Auchan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",['France'],"['Lait de vache pasteurisé ', 'origine : France [Franche-Comté]', 'sel', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,?,,380,+2%,1590 kj(380 kcal),+2%,30,+4%,21,+7%,"0,5",-45%,"0,5",+24%,27,-1%,"0,64",-16%,"0,256",-16%,11,-8%,D,-8%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Lait'],['Sachet'],"['Nutriscore', 'Nutriscore D']",['France'],"['EMB 62907D', 'Libercourt (Pas-de-Calais, France)']",,3,['Auchan'],,,['Lait de Franche-Comté'],,,,
1452,Le jambon supérieur avec couenne - Le Grand Charcutier,3180940086740,E,,['Le Grand Charcutier'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['France'],[],[],6 g,en quantité modérée,2.2 g,en quantité modérée,0.8 g,en faible quantité,1.9 g,en quantité élevée,?,,137,+4%,573 kj(137 kcal),+5%,6,+25%,"2,2",+20%,"0,8",+20%,"0,8",+34%,20,-5%,"1,9",+2%,"0,76",+2%,11,+56%,D,+56%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,"['Viande Française', 'Viande Porcine Française', 'Qualité supérieure']",,,,,,,,,,,,
1453,Fun roll flautas de bacon y quesos - La Broche - 275g,8414696013527,,275 g,['La Broche'],"['Plats préparés', 'Frais', 'Plats préparés frais']","['France', 'Espagne']",[],[],15 g,en quantité modérée,6.1 g,en quantité élevée,2.3 g,en faible quantité,2.55 g,en quantité élevée,?,,306,+65%,1280 kj(306 kcal),+69%,15,+81%,"6,1",+141%,"31,9",+90%,"2,3",+2%,"10,9",+45%,"2,55",+152%,"1,02",+152%,19,+360%,E,+360%,,,,,,,,,,,,,,,,,,,,,,
1454,Les petits zounours,3770009551243,,,,,['France'],[],[],,,,,,,,,?,,389,,1628 kj(389 kcal),,11,,"6,6",,69,,68,,"3,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Petits pois carottes à l'étuvée extra fins - Auchan - 400g (265g égoutté),3596710467716,B,400 g (265 g égoutté),['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",['France'],"['Légumes en proportions variables ', 'petits pois', 'carottes', 'eau', 'sucre', 'sel', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.6 g,en faible quantité,0.2 g,en faible quantité,3.7 g,en faible quantité,0.6 g,en quantité modérée,?,,59,+2%,247 kj(59 kcal),+2%,"0,6",+21%,"0,2",+59%,"7,6",-6%,"3,7",+9%,"3,4",+10%,"0,6",+2%,"0,24",+2%,-9,,A,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,['Conserve'],"['Nutriscore', 'Nutriscore A', 'Triman']",['France'],"['EMB 56119B', 'Locoal-Mendon (Morbihan, France)']",,4,['Auchan'],,,,,,,
1456,Arôme naturel de vanille - La Pateliere,3278581051019,,,['La Pateliere'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,Purée de pommes de terre - Qualité & Prix - 324g,7613356147515,B,324 g,"['Qualité & Prix', 'Coop']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Purées de pommes de terre en flocons']","['France', 'Suisse']",[],[],,,,,,,,,?,,371,+18%,1552 kj(371 kcal),+18%,"1,5",-6%,1,+8%,79,+25%,"0,5",-81%,7,-0%,"0,2",-70%,"0,08",-70%,,,,,59.9%,18.8%,8.6%,5.6%,5.0%,2.0%,90,,,,,,,,,,,,,,,
1458,Gaufre à la farine d'épeautre -,5051882203008,C,,,"['Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']",['France'],"[""Farine d'épeautre complète "", '30%', 'margarine ', 'huile de palme et de coco', 'huile de colza', ""émulsifiant : mono - et diglycérides d'acides gras"", 'sucre de coco ', '14%', 'oeufs', 'eau', ""sirop d'agave"", 'amidon de maïs', 'farine de soja', 'stabilisant : glycérol ', 'agents levants : diphosphates', 'carbonates de sodium', 'phosphates de calcium', 'stabilisant : gomme arabique', 'sel', 'émulsifiant : lécithine de soja', 'arôme naturel', ' \rPeut contenir des traces de lait et de sésame']","['Huile de palme', 'Non végétalien']",21.2 g,en quantité élevée,9.7 g,en quantité élevée,17.4 g,en quantité élevée,0.36 g,en quantité modérée,?,,400,-11%,1674 kj(400 kcal),-11%,"21,2",-1%,"9,7",-7%,55,-4%,"17,4",-43%,"7,1",+18%,"0,36",-49%,"0,144",-49%,17,-22%,D,-22%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,"['Œufs', 'Soja']",,"['Sans arômes artificiels', 'Sans édulcorant artificiel', 'Sans colorants artificiels']",,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E414 - Gomme d'acacia"", 'E322i - Lécithine']",4,,,,,,,,
1459,Dyno-Mins - Nature Plus Calcium Magnésium - 90comprimés,0807205106564,,90 comprimés,['Nature Plus Calcium Magnésium'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,
1460,Biscuit - Eti Crax Extra Spicy 45 G,8690533034089,,,,,['France'],[],[],,,,,,,,,?,,457,,1912 kj(457 kcal),,"33,5",,"7,9",,"3,4",,0,,"7,9",,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Vintersaga chocolat lait avec éclats de pain d'épice -,1704247360000,E,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['France'],[],[],28 g,en quantité élevée,17 g,en quantité élevée,55 g,en quantité élevée,0.4 g,en quantité modérée,?,,503,-9%,2105 kj(503 kcal),-9%,28,-19%,17,-13%,55,+6%,55,+12%,"7,3",+2%,"0,4",+72%,"0,16",+72%,27,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,
1462,L'atelier Apero - Petitgas,3275461006510,,,['Petitgas'],,['France'],[],[],,,,,,,,,?,,263,,1100 kj(263 kcal),,"16,5",,"6,4",,"1,2",,"1,2",,"27,5",,"4,5",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,24 Mini Bouchées,3255140002576,,,,,['France'],[],[],,,,,,,,,?,,545,,2280 kj(545 kcal),,35,,18,,48,,"1,1",,8,,"1,4",,"0,56",,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,
1464,Crousty Salade au Piment de Cayenne,3770008206199,,,,,['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,425,,1778 kj(425 kcal),,"19,2",,"2,5",,"49,5",,"9,8",,"9,7",,0,,0,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'Sans conservateurs', 'en:palm-oil-free', 'AB Agriculture Biologique']",,,,,,,,,,,,
1465,gel d' aloe vera - lily of the desert - 120ml,0026395001163,,120 ml,['lily of the desert'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,Aceite de oliva virgen extra - German Baena,8429547401057,D,,['German Baena'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
1467,Phosphatine Nutrijoy -  - 200g,3041091296191,,200 g,,,['France'],[],[],,,,,,,,,?,,395,,1653 kj(395 kcal),,4,,"1,7",,"74,5",,"34,8",,"14,6",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Cruzilles - Cruz il les - 300gr,3339901000558,,300gr,['Cruz il les'],,['France'],[],[],,,,,,,,,?,,1484,,6209 kj(1484 kcal),,"2,2",,2,,81,,72,,"0,6",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Émincé de poulet crème avec nouilles - Migros,7613269635451,,,['Migros'],,['France'],[],[],,,,,,,,,?,,157,,657 kj(157 kcal),,"8,4",,"3,2",,13,,"1,4",,"7,2",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Pilztoph,24047036,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Nespresso Decaffeinato intenso,7630047652813,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
