,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,quantity,packaging,brand,categories,manufacturing,link,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,ingredients_origins,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,additives,labels,palm_ingredients
1623,Oignon Jaune - Origine France,3593241041194,['France'],[],[],?,31,130 kj(31 kcal),"5,7",0,"5,7","1,6","1,4",0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons', 'Oignons jaunes']",,,,,,5.7 g,en quantité modérée,0 g,en faible quantité,1.6 g,en faible quantité,0 g,en faible quantité,,+41%,+37%,+137%,-100%,+27%,+23%,-53%,-100%,-100%,-5,,A,,B,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,
1624,Les petits calins de Pont-Aven,3106130021001,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Fromage de chevre fermier,0210514017054,['France'],[],[],?,288.7,1208 kj(288 kcal),23,16,1,1,20,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Chorizo doux au piment d'Espagne,3218856922125,['France'],[],[],?,411,1720 kj(411 kcal),36,16,2,2,19,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 60612', 'Senlis (Oise, France)']",,,
1627,Banane,0208634007154,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Ginseng,5411386891642,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],
1629,Danette,2952768855823,['France'],[],[],?,111,464 kj(111 kcal),"3,6","0,7","17,6","12,3","1,4","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Merguez x8 a griller - BBQ,170530000008,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,,,,
1631,Le Villiers,3369640015667,['France'],[],[],?,743,3109 kj(743 kcal),82,56,"0,5","0,5","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Fromage de chèvre au lait cru,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 41.043.002 CE', 'Châtillon-sur-Cher (Loir-et-Cher, France)']",,,
1633,gaspacho à l'andalouse - liebig - 1L,112307247,['France'],"['Jus de tomates à base de concentré', 'eau', 'concombre', 'poivron rouge', 'oignon', 'vinaigre de vin', ""huile d'olive vierge extra 1,2%"", 'sel', 'ail', 'jus concentré de citron', 'sucre', 'arôme naturel', 'piment de Cayenne']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",111,27,111 kj(27 kcal),"1,3","0,2","2,6","2,2","0,7","0,67","0,268",,1L,['brick en carton'],['Liebig'],"['Plats préparés', 'Soupes', 'Soupes froides']",,,,,4,1.3 g,en faible quantité,0.2 g,en faible quantité,2.2 g,en faible quantité,0.67 g,en quantité modérée,-39%,-37%,-39%,-49%,-52%,-26%,-12%,-15%,-0%,-0%,2,+65%,B,+65%,,,,,,,,,,,,,
1634,Bonbon goût fruité,6191485200017,['France'],[],[],?,3,13 kj(3 kcal),0,0,100,100,0,0,0,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,,-99%,-99%,-100%,-100%,+20%,+72%,-100%,-100%,-100%,10,-31%,C,-31%,E,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,
1635,Uludag frutti,8690723611830,['France'],[],[],?,44,184 kj(44 kcal),0,0,"10,9","9,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Confiture de cerises,3560000415039,['France'],[],[],?,236,987 kj(236 kcal),"0,3",0,56,"54,3","1,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Abondance au lait cru,2215189016737,['France'],[],[],?,393,1644 kj(393 kcal),"30,3","20,1","3,7","0,1","26,6","1,3","0,52",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Abondance']",,,,,,30.3 g,en quantité élevée,20.1 g,en quantité élevée,0.1 g,en faible quantité,1.3 g,en quantité modérée,,-2%,-2%,-8%,-7%,+479%,-64%,+6%,-18%,-18%,14,-11%,D,-11%,D,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,
1638,Curcuma moulu,4027900541460,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Foiled solid milk chocolate balls,00934749,['France'],[],[],?,563,2356 kj(563 kcal),"32,6",20,"58,8","58,8","7,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,"Jambon a l'ancienne cuit au torchon - U Saveurs - 0,243kg",0253028029526,['France'],"['Jambon frais de porc ', 'France', 'bouillon ', 'eau', 'carottes', 'poireaux', 'plantes aramatiques', 'gélatine de porc', ' sel', 'dextrose', 'plantes aromatiques', 'sucre', 'conservateurs érythorbate de sodium et nitrite de sodium', ' Traces éventu - elles de gluten']","['Non végétalien', 'Non végétarien']",?,198,828 kj(198 kcal),12,"2,3","0,6","0,6",21,2,"0,8",,"0,243 kg",['Barquette'],['U Saveurs'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,,,,4,12 g,en quantité modérée,2.3 g,en quantité modérée,0.6 g,en faible quantité,2 g,en quantité élevée,,+30%,+30%,+95%,-5%,+21%,+23%,-6%,+3%,+3%,12,+23%,D,+23%,D,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['EMB 29004D', 'Bannalec (Finistère, France)']","['E428 - Gélatine', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Viande Française', 'Viande Porcine Française']",
1641,Tomme blanche,2487998017452,['France'],[],[],?,327,1368 kj(327 kcal),27,19,"1,5","0,5",19,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Jasmine broken rice,8853969001555,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,migreline de canard,3760225080191,['France'],[],[],?,359,1502 kj(359 kcal),34,"13,1",0,0,15,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Confiseries gélifié,2608233012869,['France'],[],[],?,361,1510 kj(361 kcal),"0,5","0,1",87,74,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Filetti di sgombro alla siciliana con sughetto,8004030623026,['France'],[],[],?,225,941 kj(225 kcal),16,4,2,1,18,"1,3","0,52",,,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,,,,,16 g,en quantité modérée,4 g,en quantité modérée,1 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+2%,-2%,+8%,+85%,+88%,+10%,+17%,+17%,5,-20%,C,-20%,D,,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,
1646,Pâte campagne supérieur,2212400014961,['France'],[],[],?,306,1280 kj(306 kcal),26,10,4,1,14,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Moutarde basilic,3770004615049,['France'],[],[],?,154,644 kj(154 kcal),10,"0,7",8,"2,3","7,2","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,8225772415018,8225772415018,['France'],"['Thon albacore', 'huile d\'olive vierge extra""', 'sel', "" * 34% des ingrédients d'origine agricole sont issus de l'agriculture biologique"", ' Certifié par FR-BIO 10']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,"Pessac Léognan Le Louvetier rouge 12,5°",3338835605105,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,cuvée les trois sœurs,3760044891008,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Trio mangue pomelos kiwi,2420589019749,['France'],[],[],?,38,159 kj(38 kcal),"0,63","0,04","9,46","8,3","0,73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Basil seed passion fruit,8936121118442,['France'],[],[],?,38,159 kj(38 kcal),0,0,"9,5",9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Filet de canard,2461090025713,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,
1654,Pronto fresco,8004980040409,['France'],[],[],?,171,715 kj(171 kcal),"4,9","0,4","21,4","1,2","10,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Le Paris zéro nitrite - fleury michon - 120g,0205750009185,['France'],"['Jambon de porc', 'sel', 'bouillons ', 'eau', ""jus concentrés de carotte et d'oignon"", 'échalote', 'ail', 'plantes aromatiques', 'épices', 'sucre', 'antioxydants : ascorbate de sodium - extraits de romarin', ' Traces éventuelles de céleri', ' Une allergie', ""une intolérance ? Plus d'infos sur : www"", 'fleurymichon', 'fr']","['Non végétalien', 'Non végétarien']",490,116,490 kj(116 kcal),"2,8",1,"0,7","0,7",22,2,"0,8",,120g,['Plastique'],['fleury michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,http://www.fleurymichon.fr,,,3,2.8 g,en faible quantité,1 g,en faible quantité,0.7 g,en faible quantité,2 g,en quantité élevée,-3%,-12%,-10%,-42%,-46%,+5%,+18%,+4%,+7%,+7%,4,-43%,C,-43%,E,['Porc français'],80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['EMB 0902830', 'Aulos (Ariège, France)']","['E301 - Ascorbate de sodium', 'E392 - Extrait de romarin']","['Nutriscore', 'Nutriscore C']",
1656,Soda Cola from new york,3760279200552,['France'],[],[],?,1.373,6 kj(1 kcal),0,0,76,52,6,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Infusion joie miel citron,3760199620539,['France'],[],[],?,10,42 kj(10 kcal),0,0,"2,6","2,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",
1658,Nutraceutica bio gli infusi mango & melograno filtri,8017331058916,['France'],[],[],?,0.6,3 kj(0 kcal),0,0,"0,1",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",
1659,Le petit pot de crème chocolat,3263858757817,['France'],[],[],?,187,782 kj(187 kcal),12,"6,3",15,14,"4,3","0,12","0,048",,,['Pot en verre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Pois chiche,5603670118058,['France'],[],[],?,106,444 kj(106 kcal),1,"0,5",12,"0,5","5,9","0,46","0,184",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,,,,,1 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.46 g,en quantité modérée,,-44%,-44%,-67%,+28%,-49%,-70%,-42%,-4%,-4%,0,,B,,B,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,
1661,Pop corn salé,3520611200233,['France'],[],[],?,519,2171 kj(519 kcal),32,3,43,"0,4","8,3","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,E-liquide - Bonbon Citron,3700369000907,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Torpedo,5414818037670,['France'],[],[],?,135,565 kj(135 kcal),"0,6","0,3","22,9","2,8","9,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Yaourt fermier,3760266469993,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Vegusto french-Dressing,7640144050771,['France'],[],[],?,217,908 kj(217 kcal),22,"1,77","4,06","0,86","1,08","1,77","0,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Huile à la truffe,8025386005953,['France'],[],[],?,825,3452 kj(825 kcal),"13,6",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Coulis Fruits Rouge,3760143166014,['France'],[],[],?,238,996 kj(238 kcal),"0,1",0,58,58,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Speck alto adige i p,8019315050640,['France'],[],[],?,282,1180 kj(282 kcal),"18,5","8,8","0,5","0,3","28,4","3,72","1,488",,,,,"['Produits à la viande', 'Produits carnés italiens', 'it:Speck Alto Adige']",,,,,,18.5 g,en quantité modérée,8.8 g,en quantité élevée,0.3 g,en faible quantité,3.72 g,en quantité élevée,,+10%,+10%,+14%,+56%,+51%,+148%,+5%,-23%,-23%,21,+17%,E,+17%,,,,,,,,,,,,,
1669,Ginkgo biloba,3401561477213,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Jambon sec,2489073036013,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,
1671,Saucisses au muscadet,3485310008118,['France'],[],[],?,223,933 kj(223 kcal),17,"6,4","1,2","0,8",15,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,100% pur jus bio de pomme - Greenweez,3701269701048,['France'],[],[],?,39,163 kj(39 kcal),"0,1","0,02","9,6","8,1","0,1",,,,,,['Greenweez'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,,,,,0.1 g,en faible quantité,0.02 g,en faible quantité,8.1 g,en quantité élevée,,,,-15%,-15%,-44%,-41%,-13%,-22%,-54%,,,,,,,B,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,"['Bio', 'Bio européen']",
1673,Morilles - Auchan,3596710455089,['France'],[],[],?,26,109 kj(26 kcal),"0,8","0,1","0,5","0,5","4,2","0,98","0,392",,,,['Auchan'],,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Le lapin de nos campagnes,2637474033586,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Juvamine Boost,3160920651922,['France'],[],[],?,?,,?,,?,,?,,,,,,['Juvamine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Allumettes fumées TSR - Fleury Michon,13421014,['France'],[],[],?,?,,?,,?,,?,0,0,,,,['Fleury Michon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Magic Zim,4306188429470,"['France', 'Allemagne']",[],[],?,434,1816 kj(434 kcal),"9,4",4,78,25,"7,1","0,38","0,152",,,['Produkt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Allumettes fumées -25% de sel,5205948418626,['France'],[],[],?,296,1238 kj(296 kcal),25,11,"0,8","0,8",17,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore E']",
1679,0213322029851,0213322029851,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,
1680,L'enclos des charmes (Vin Rouge),3701267910008,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,
1681,Princes etoiles chocolat blanc,68111038,['France'],[],[],?,515,2155 kj(515 kcal),25,11,66,37,6,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Sirop d'agave,14596582,['France'],[],[],?,318,1331 kj(318 kcal),"0,5","0,1",77,71,"0,5",,,,,['Opercule en plastique'],,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,71 g,en quantité élevée,,,,+3%,+2%,+114%,+485%,+0%,-3%,+568%,,,,,,,,,,,,,,,,,,,
1683,Babka cytrynowa,5900552020639,['France'],[],[],?,351,1469 kj(351 kcal),"13,7","6,4","50,8","28,1",6,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Tahini cream with halvah,8690120065687,['France'],[],[],?,113,473 kj(113 kcal),"37,3","15,3","48,2",18,"7,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Crêpe Nutella,0209775036089,['France'],[],[],?,267,1117 kj(267 kcal),"8,7","3,6",41,23,"5,9","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Souris agneau confite,202010270945002500801480,['France'],[],[],?,125,523 kj(125 kcal),5,"1,9","1,9",0,18,"0,96","0,384",,,"['Sachet en plastique', 'Etui en carton']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Compotée  pomme-myrtille,3557570010276,['France'],[],[],?,71,297 kj(71 kcal),"0,2",0,16,16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 13089H', 'Saint-Andiol (Bouches-du-Rhône, France)']",,['Bio'],
1688,Fromage de chevre de Vendee,3292992005331,['France'],[],[],?,226,946 kj(226 kcal),18,13,4,"2,5",12,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Osso bucco- de veau,2424271037721,['France'],[],[],?,127,531 kj(127 kcal),"2,8","0,9",9,"3,6",16,"1,1","0,44",,,['Sachet en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Bonbon fraise,0285234033196,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Vinaigre de table aromatisé,6111069012379,['France'],[],[],?,1.12,5 kj(1 kcal),0,0,"0,14",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Pret a deguster salade de fruits,2868730026114,['France'],[],[],?,46.86,196 kj(46 kcal),"0,41","0,2","8,86","6,84","0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Figues sechees,9780201380569,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Iced tea Lemon,5400606006904,['France'],[],[],?,27,113 kj(27 kcal),0,0,"6,7","6,6","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Lasagnes viande hachée,3760258228812,['France'],[],[],?,112,469 kj(112 kcal),"5,8","2,4",9,"2,7","4,6","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Brandade à Tartiner 120 ML,3288371110369,['France'],[],[],?,363,1519 kj(363 kcal),33,"2,57","0,74","0,37","15,75","1,52","0,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Wok aux légumes et au poulet,3760258228799,['France'],[],[],?,120.2,503 kj(120 kcal),"2,6","0,4",17,"0,91","6,39","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Tortillas,5420038409128,['France'],[],[],?,310,1297 kj(310 kcal),"6,9",3,52,3,"8,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Recette macaron,9782035890382,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,huile de tournesol,3237580190198,['France'],[],[],?,828,3464 kj(828 kcal),92,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 59155', 'Coudekerque-Branche (Nord, France)']",,,
1701,Ail,3326505390109,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Foie gras d’oie entier,3274760812549,['France'],[],[],?,456,1908 kj(456 kcal),46,19,1,1,8,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Foie gras de canard entier mi cuit,3443705068383,['France'],[],[],?,550,2301 kj(550 kcal),57,24,"2,2","1,8","7,1","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,4061458004626,4061458004626,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Green superfood blend,5056185785312,['France'],[],[],?,396,1657 kj(396 kcal),"3,4","0,8",70,11,15,"0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Bio Nutrisanté minceur,6920979419723,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],
1707,Tete roulee pistachee bloc,2489987022836,['France'],[],[],?,212,887 kj(212 kcal),"15,89","0,9","0,29","0,069","17,089","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,chatar,5411123903263,['France'],[],[],?,240,1004 kj(240 kcal),20,7,71,"0,2",11,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Pearce Duff's ready mix vanilla blancmange,5056036504765,['France'],[],[],?,372,1556 kj(372 kcal),"1,8","1,1",15,"7,3","3,1","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Escalopes de dinde extra fine,2418304012595,['France'],[],[],?,100,418 kj(100 kcal),5,0,0,0,0,0,0,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,5 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-17%,-17%,+279%,-100%,-100%,-100%,-100%,-100%,-100%,1,,B,,D,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['FR 61.096.020 CE', ""Chapelle-d'Andaine (Orne, France)""]",,,
1711,Le petit beurre tablette,2245445058881,['France'],[],[],?,515,2155 kj(515 kcal),26,16,63,43,"6,3","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Tisane digestion,5051089982133,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Charbon végétal,3664788000354,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Tomme noire pyren. IGP,2823344022174,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,"Lieu au gingembre et citron vert, riz coco et poireaux",0748367060847,['France'],[],[],?,136,569 kj(136 kcal),3,2,19,2,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Gougères a l'emmental,3033124723804,['France'],[],[],?,343,1435 kj(343 kcal),23,14,18,"1,8",14,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,MENU 16,3760282081384,['France'],[],[],?,?,,?,,?,,?,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Cantal vieux,2485718048878,['France'],[],[],?,371,1552 kj(371 kcal),"30,3",19,"0,18","0,001","24,7","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
