,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,additives,allergens,nova_score,quantity,packaging,traceability_code,generic_name,ingredients_origins,manufacturing,link,brand_owner,palm_ingredients
1720,Panés de colin d'Alaska - Marque Repère - 5x 100g,3564700700051,"['Marque Repère', 'Ronde des Mers']",['Leclerc'],['France'],"[""Colin d'Alaska 59%"", 'chapelure ', 'farine de blé', 'levure', 'sel', 'épices', 'eau', 'huile de tournesol', 'farine de blé', 'amidon modifié de manioc', 'gluten de blé', 'sel', 'dextrose', 'arômes ', 'dont crustacés et poisson', 'maltodextrine', 'tomate', 'oignon', 'poudre de crevette', 'épices', 'Traces de lait', 'mollusques', 'œuf et soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",856,?,856 kj(205 kcal),"8,7","1,1","19,3","2,7","11,5","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E14XX - Amidons modifiés'],"['Poisson', 'Gluten']",4,5 x 100 g,,,,,,,,
1721,Tarte normande - Marque Repère - 500g,3564700700815,"['Marque Repère', 'Autour du Dessert']",['Leclerc'],['France'],"['Garniture 71,2% : pommes 41% ', ' sucre ', ' œufs 5,6% ', ' lait entier reconstitué ', ' eau ', ' nappage ', 'sirop de glucose ', ' eau ', ' gélifiant : pectines ', "" correcteurs d'acidité : acide citrique"", 'E331 ', ' arôme naturel', ' ', ' beurre concentré ', ' préparation pour garniture pâtissière ', 'amidon de maïs ', ' colorants : rocou', 'E101 ', ' arôme', ' ', ' sel ', ' antioxydants : acide citrique', 'acide ascorbique ', ' colorant : caroténoïdes', 'Pâte sablée 28,8% : farine de blé 14% ', ' sucre ', ' beurre concentré 5% ', ' œufs 2,6% ', ' eau ', ' poudres à lever ', 'dont blé', ' : E450', 'E500', 'Traces de fruits à coque', 'Les pourcentages sont exprimés sur le produit total']",['Non végétalien'],1100,?,1100 kj(263 kcal),"9,6","6,4","39,8","24,6","3,4","0,1","0,04",,"['Tartes', 'Tartes sucrées', 'Tartes normandes']",9.6 g,en quantité modérée,6.4 g,en quantité élevée,24.6 g,en quantité élevée,0.1 g,en faible quantité,,,-3%,-19%,-13%,+14%,+22%,-6%,-50%,-50%,12,-12%,D,-12%,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E160b - Rocou', 'E101 - Riboflavine', 'E300 - Acide ascorbique', 'E160 - Caroténoïdes', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']","['Œufs', 'Lait']",4,500 g,,,,,,,,
1722,Dosettes café pur arabica origine Ethiopie x 18 - Marque Repère - 125g,3564700702451,"['Marque Repère', 'Plantation']",['Leclerc'],['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,
1723,Tartelettes caramel au beurre salé et chocolat éclats de caramel - Marque Repère - 125g,3564700705278,"['Marque Repère', ""P'tit Déli""]",['Leclerc'],['France'],"['Farine de blé ', ' nappage au caramel au beurre salé 26% ', 'sirop glucose-fructose', 'lait concentré sucré', 'beurre salé 15%*', 'humectant: glycérol', 'sucre', 'eau', 'caramel aromatique 1,5%*', 'sucre', 'eau', 'arômes', 'gélifiant: alginate de sodium', ""correcteur d'acidité: E331"", 'gélifiant: pectines', 'acidifiant: acide citrique', ' ', ' sucre ', ' chocolat au lait 10% ', 'sucre', 'beurre de cacao', 'lait en poudre entier', 'pâte de cacao', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', ' ', ' beurre concentré ', ' oeufs frais ', ' éclats de caramel aromatique à la crème et au beurre salé 2%', 'sucre', 'sirop de glucose', 'beurre salé 15%**', 'crème 6%**', 'eau', ' ', ' huile de colza ', ' lait en poudre entier ', ' huile de coprah ', ' sel ', ' poudres à lever: E500', 'E341', 'Traces de fruits à coque', '* Pourcentages exprimés sur le nappage', '** Pourcentages exprimés sur les éclats de caramel']",['Non végétalien'],2122,?,2122 kj(507 kcal),"26,1","15,4","61,1","34,7",6,"0,6","0,24",,"['Tartes', 'Tartelettes', 'Tartelettes au caramel']",26.1 g,en quantité élevée,15.4 g,en quantité élevée,34.7 g,en quantité élevée,0.6 g,en quantité modérée,,,+8%,+11%,+10%,+6%,+1%,+6%,+4%,+4%,23,-3%,E,-3%,,,,,,,,,"['E422 - Glycérol', 'E401 - Alginate de sodium', 'E331 - Citrates de sodium', 'E440 - Pectines', 'E330 - Acide citrique', 'E322i - Lécithine', 'E500 - Carbonates de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,125 g,,,,,,,,
1724,Asperges vertes - Marque Repère - 450g,3564700708132,"['Marque Repère', 'Notre Jardin']",['Leclerc'],['France'],[],[],110,?,110 kj(26 kcal),"0,5","0,5","2,8","1,6","2,7","0,7","0,28",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Asperges', 'Asperges vertes']",0.5 g,en faible quantité,0.5 g,en faible quantité,1.6 g,en faible quantité,0.7 g,en quantité modérée,+36%,,+21%,+83%,+658%,+50%,+74%,+35%,+7%,+7%,-5,,A,,87.5%,0.0%,0.0%,5.2%,5.7%,1.5%,80,,,,,450 g,,,,,,,,
1725,Chouchous - Marque Repère - 250g,3564700709672,"['Marque Repère', 'Couleurs Vives']",['Leclerc'],['France'],"['Arachides décortiquées 55%', 'sucre 44%', ""agent d'enrobage : gomme arabique"", 'Traces de fruits à coque']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2113,?,2113 kj(505 kcal),26,"3,4","50,1",44,15,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Cacahuètes caramélisées']",26 g,en quantité élevée,3.4 g,en quantité modérée,44 g,en quantité élevée,0 g,en faible quantité,-4%,,-6%,-20%,-27%,+17%,+23%,-7%,-100%,-100%,12,-10%,D,-10%,,,,,,,,,"[""E414 - Gomme d'acacia""]",,4,250 g,,,,,,,,
1726,Coeur de filet de saumon fumé - Marque Repère - 150g,3564700710760,"['Marque Repère', 'Ronde des Mers']",['Leclerc'],['France'],"['Saumon Atlantique ', 'Salmo salar', ' 97%', 'sel 3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",767,?,767 kj(183 kcal),"9,6","2,7","1,5","0,3","22,7","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,
1727,Bouchées de poulet nature - Marque Repère - 200g,3564700713464,"['Marque Repère', ""Pic'Express""]",['Leclerc'],['France'],"['Viande de haut de cuisse de poulet sans peau 79%', 'eau', 'dextrose', ""extrait d'oignon"", 'amidon modifié de manioc', 'protéines de pois', 'arômes naturels', 'sel', ' Traces de céleri', 'de gluten', 'de lait et de soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",635,?,635 kj(152 kcal),"5,8","1,7","2,2","1,2","22,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E14XX - Amidons modifiés'],,4,200 g,,,,,,,,
1728,Bouchées de poulet goût barbecue - Marque Repère - 200g,3564700713501,"['Marque Repère', ""Pic'Express""]",['Leclerc'],['France'],"['Viande de haut de cuisse de poulet sans peau 77%', 'eau', 'marinade 8% ', 'eau', 'sucre', 'purée de tomates concentrée', 'arômes et arômes de fumée', 'plantes aromatiques', 'tomate en poudre', ""extrait d'oignon"", 'sel', 'colorant : extrait de paprika', ""extrait d'oignon"", 'amidon modifié de manioc', 'protéines de pois', 'sel', 'Traces de céleri', 'de gluten', 'de lait et de soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",725,?,725 kj(173 kcal),"6,9","1,8","3,9","1,9","23,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E160c - Extrait de paprika', 'E14XX - Amidons modifiés']",,4,200 g,,,,,,,,
1729,"London dry gin 37,5° - Marque Repère - 20cl",3564700715185,"['Marque Repère', ""Brighton's""]",['Leclerc'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 cl,,,,,,,,
1730,"Bière blonde 4,2% vol - Marque Repère - 6x 33cl",3564700719060,"['Marque Repère', 'Falsbourg']",['Leclerc'],['France'],"[""Contient du malt d'orge""]",[],150,?,150 kj(36 kcal),"0,5","0,1","2,8","0,5","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,6 x 33 cl,,,,,,,,
1731,Bière blanche rosée 3% vol - Marque Repère - 6x 25cl,3564700721377,"['Marque Repère', 'Hilborg']",['Leclerc'],['France'],"['Bière 66 % ', 'eau', ""malt d'orge"", 'blé', ""écorce d'orange"", 'coriandre', 'extrait de pomme', 'extrait de houblon', ' ', ' jus de fruits à base de concentrés 10 % ', 'framboise 6 %', 'pomme ', 'sureau', ' ', ' sirop de sucre inverti ', ' acidifiant : acide citrique ', ' arôme naturel ', ' antioxydant : acide ascorbique ', ' édulcorant : acésulfame-K']",['Sans huile de palme'],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E950 - Acésulfame K']",['Gluten'],4,6 x 25 cl,,,,,,,,
1732,Fromage au lait pasteurisé 'le fruité' 27.1% Mat. Gr. x 8 tranches - Marque Repère - 200g,3564700723364,"['Marque Repère', 'Les Croisés']",['Leclerc'],['France'],"['Lait pasteurisé de vache', 'sel', 'ferments lactiques ', 'dont lactose', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1435,?,1435 kj(343 kcal),"27,1","18,1","0,1","0,1","25,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],4,200 g,,,,,,,,
1733,Pomme de terre blanche - Priméale,3760032210842,['Priméale'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Coquelet blanc certifié - Marque Repère - 550g,3564700735770,"['Marque Repère', 'Volandry']",['Leclerc'],['France'],[],[],677,?,677 kj(162 kcal),"8,5","1,8","0,1",,"21,2","0,2","0,08",,['Coquelets'],8.5 g,en quantité modérée,1.8 g,en quantité modérée,,,0.2 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,,,,,550 g,,,,,,,,
1735,A.O.C. saumur - Bag-in-Box® - Marque Repère - 3l,3564700739594,"['Marque Repère', 'Les Caractères']",['Leclerc'],['France'],['Contient des sulfites'],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,3 l,,,,,,,,
1736,Pizza généreuse jambon emmental - Marque Repère - 220g,3564700741238,"['Marque Repère', 'Turini']",['Leclerc'],['France'],"['Pâte 43% ', 'farine de blé', 'huile de colza', 'sel', 'levure boulangère', 'eau', 'poudre à lever : E500', 'sauce tomate 16% ', 'purée de tomates mi-réduite', 'farine de blé', 'eau', ""huile d'olive vierge extra"", ""pulpe d'ail"", 'basilic en poudre', 'origan en poudre', 'jambon cuit choix 14,5% ', 'jambon de porc 12%', 'eau', 'sel', 'dextrose', 'arôme naturel', 'antioxydant : ascorbate de sodium', 'conservateur : E250', 'mozzarella 13,5%', 'emmental 8,3%', 'préparation de tomates décongelée 4,5% ', 'tomates mi-séchées', 'huile de colza', 'sel', 'origan', 'ail', 'origan et basilic', 'Traces de crustacés', 'fruits à coque', 'mollusques', 'œuf et poisson']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1001,?,1001 kj(239 kcal),"7,9","3,1","29,1","3,2","11,7","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E500 - Carbonates de sodium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,220 g,,,,,,,,
1737,Pizza chorizo poivrons - Marque Repère - 220g,3564700741313,"['Marque Repère', 'Turini']",['Leclerc'],['France'],"['Pâte 43% ', 'farine de blé', 'huile de colza', 'sel', 'levure boulangère', 'eau', 'poudre à lever : E500', 'mozzarella 17,9% ', 'lait de vache pasteurisé', 'ferments lactiques ', 'dont lait', 'sel', 'coagulant', 'sauce tomate 16% ', 'purée de tomates mi-réduite', 'farine de blé', 'eau', ""huile d'olive vierge extra"", ""pulpe d'ail"", 'basilic en poudre', 'origan en poudre', 'chorizo 9% ', 'viande de porc', 'piments', 'sel', 'dextrose', 'conservateur : E250', 'plantes aromatiques', 'arômes naturels', 'stabilisant : E451', 'antioxydant : ascorbate de sodium', 'emmental 4', '3% ', 'lait de vache pasteurisé', 'sel', 'ferments lactiques ', 'dont lait', 'coagulant', 'poivrons rouges grillés décongelés 2,4%', 'poivrons jaunes grillés décongelés 2,4%', 'poivrons verts grillés décongelés 2,4%', 'préparation de tomates décongelée ', 'tomates mi-séchées', 'huile de colza', 'sel', 'origan', 'ail', 'origan', 'basilic 0', '11%', 'Traces de crustacés', 'fruits à coque', 'mollusques', 'œuf et poisson']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1094,?,1094 kj(261 kcal),"10,3",4,"29,6","3,2","11,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E500 - Carbonates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']","['Gluten', 'Lait']",4,220 g,,,,,,,,
1738,Saucisson sec - Marque Repère - 400g,3564700745045,"['Marque Repère', 'Saint-Azay']",['Leclerc'],['France'],"['Viande de porc ', 'origine : france', ' sel ', ' lactose ', ' dextrose', ' sucre ', ' épices ', ' ail ', ' conservateurs : e252', 'e250 ', ' ferments', ' 145 g de viande ont été utilisés pour fabriquer 100 g de saucisson sec', 'traces de fruits à coque et de lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1842,?,1842 kj(440 kcal),37,15,"2,8","2,3",25,"4,6","1,84",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",37 g,en quantité élevée,15 g,en quantité élevée,2.3 g,en faible quantité,4.6 g,en quantité élevée,+6%,,+9%,+17%,+22%,+26%,+68%,-9%,-1%,-1%,25,+4%,E,+4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],4,400 g,,,,,,,,
1739,Saucisson sec en tranche - format pocket - Marque Repère - 50g,3564700745205,"['Marque Repère', 'Saint-Azay']",['Leclerc'],['France'],"['Viande de porc ', ' sel ', ' lactose ', ' épices ', ' arômes naturels ', ' dextrose ', ' ail ', ' conservateurs : E300', 'E252 ', ' ferments', '165 g de viande de porc ont été utilisés pour fabriquer 100 g de saucisson', ' Traces de fruits à coque et de lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1778,?,1778 kj(425 kcal),35,15,"3,4","2,8",25,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E300 - Acide ascorbique', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,50 g,,,,,,,,
1740,Jambon sec en tranche - format pocket - Marque Repère - 50g,3564700745243,"['Marque Repère', 'Saint-Azay']",['Leclerc'],['France'],"['Jambon de porc', 'sel', 'conservateur : E252', ' Traces de fruits à coque et de lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",974,?,974 kj(233 kcal),13,"5,3",1,"0,8",28,"6,5","2,6",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",13 g,en quantité modérée,5.3 g,en quantité élevée,0.8 g,en faible quantité,6.5 g,en quantité élevée,-4%,,-1%,+2%,+9%,+70%,+113%,-3%,+29%,+29%,17,+2%,D,+2%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,3,50 g,,,,,,,,
1741,Coquelet jaune certifié - Marque Repère - 550g,3564700747834,"['Marque Repère', 'Volandry']",['Leclerc'],['France'],[],[],670,?,670 kj(160 kcal),"8,6","1,8","0,4",,"20,3","0,2","0,08",,['Coquelets'],8.6 g,en quantité modérée,1.8 g,en quantité modérée,,,0.2 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,,,,,550 g,,,,,,,,
1742,Chips saveur fromage - Marque Repère - 135g,3564700749876,"['Marque Repère', ""Pom'Lisse""]",['Leclerc'],['France'],"['Pommes de terre 58,9%', 'huile de tournesol 34%', 'assaisonnement saveur emmental ', 'lactosérum en poudre', 'arômes naturels ', 'dont lait', 'fromages fondus en poudre ', 'dont emmental 0,6%', 'sucre', 'sel', 'Traces de gluten', 'de céleri et de moutarde']",['Non végétalien'],2250,?,2250 kj(538 kcal),34,"3,1",50,2,6,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,135 g,,,,,,,,
1743,Liqueur amaretto 25° - Marque Repère - 35cl,3564700751442,"['Marque Repère', 'Auguste Mugniot']",['Leclerc'],['France'],"['Eau', 'sucre', 'alcool', 'arômes', 'Kirsch', 'colorant : caramel ordinaire', ""arôme naturel d'amande amère 0,1%""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E150a - Caramel E150a'],,4,35 cl,,,,,,,,
1744,Liqueur limoncello 25° - Marque Repère - 35cl,3564700751527,"['Marque Repère', 'Auguste Mugniot']",['Leclerc'],['France'],"['Eau', 'sucre', 'alcool', 'arômes naturels de citron 1,2%', 'arôme naturel de carthame']",[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35 cl,,,,,,,,
1745,Liqueur de banane 15° - Marque Repère - 35cl,3564700751602,"['Marque Repère', 'Auguste Mugniot']",['Leclerc'],['France'],"['Eau ', ' sucre ', ' alcool ', ' arômes ', ' caramel ', 'sucre', 'eau', ' ', ' arôme naturel de banane 0,09% ', ' colorants : caramel ordinaire', 'E102', 'E133']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E150a - Caramel E150a', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,4,35 cl,,,,,,,,
1746,Sablés gourmands au café - Marque Repère - 120g,3564700752234,"['Marque Repère', ""P'tit Déli""]",['Leclerc'],['France'],"['Farine de blé ', ' sucre ', ' beurre pâtissier 24% ', ' oeufs frais 6,9% ', ' pâte au café ', 'concentré de café ', 'soit équivalent café 5,3%', 'eau', 'sucre', ' ', ' sel ', ' poudres à lever : E450', 'E500', 'E503', ' Traces de fruits à coque']",['Non végétalien'],2155,?,2155 kj(515 kcal),"25,6","16,7","64,7","31,3","5,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]","['Œufs', 'Gluten', 'Lait']",4,120 g,,,,,,,,
1747,Crème fraîche au citron et aneth 15% Mat. Gr. - Marque Repère - 20cl,3564700752821,"['Marque Repère', 'Délisse']",['Leclerc'],['France'],"['Crème légère fraîche 90% ', ' aneth 2% ', ' purée de citron 2% ', ' amidon modifié de maïs ', ' sel ', ' zeste de citron 0,4% ', ' stabilisants : pectines', 'gomme xanthane ', ' ferments lactiques ', 'dont lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",654,?,654 kj(156 kcal),14,"9,7","5,3","4,1","2,7","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E415 - Gomme xanthane']",['Lait'],4,20 cl,,,,,,,,
1748,Crème fraîche à la tomate et basilic 15% Mat. Gr. - Marque Repère - 20cl,3564700752869,"['Marque Repère', 'Délisse']",['Leclerc'],['France'],"['Crème légère fraîche 91% ', ' tomate 2% ', ' amidon modifié de maïs ', ' concentré de tomate 1,1% ', ' basilic 1,1% ', ' sel ', ' sucre ', ' ail ', ' stabilisants : pectines', 'gomme xanthane ', ' jus de citron concentré ', ' ferments lactiques ', 'dont lait', ' ', ' colorant : extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",663,?,663 kj(158 kcal),14,"9,8","5,8",4,"2,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika']",['Lait'],4,20 cl,,,,,,,,
1749,Crème fraîche à l'ail et fines herbes 15% Mat. Gr. - Marque Repère - 20cl,3564700752906,"['Marque Repère', 'Délisse']",['Leclerc'],['France'],"['Crème légère fraîche 90% ', ' fines herbes 2,5% ', 'persil plat', 'ciboulette', 'cerfeuil', ' ', ' amidon modifié de maïs ', ' sel ', ' ail 0,6% ', ' stabilisants : pectines', 'gomme xanthane ', ' poivre ', ' ferments lactiques ', 'dont lait', ' ', ' acidifiant : acide citrique']",['Non végétalien'],651,?,651 kj(156 kcal),14,"9,7","5,1","3,4","2,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E330 - Acide citrique']",['Lait'],4,20 cl,,,,,,,,
1750,Olives vertes tranchées - Marque Repère - 110g,3564700753835,"['Marque Repère', 'Rustica']",['Leclerc'],['France'],"['Olives vertes ', ' sel ', "" huile d'olive "", ' acidifiants : acide lactique', 'acide citrique ', ' conservateur : E202']","['Sans huile de palme', 'Végétalien', 'Végétarien']",777,?,777 kj(186 kcal),19,"2,7","2,2","0,5","1,2","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E270 - Acide lactique', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,110 g,,,,,,,,
1751,Olives violettes en rondelles - Marque Repère - 110g,3564700753965,"['Marque Repère', 'Rustica']",['Leclerc'],['France'],"['Olives ', ' sel ', "" huile d'olive "", 'acidifiants : acide lactique', 'acide citrique ', ' conservateur : E202']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1100,?,1100 kj(263 kcal),"28,5","3,4","0,5","0,5",1,"3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E270 - Acide lactique', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,110 g,,,,,,,,
1752,Préparation gâteau fondant caramel - Marque Repère - 500g,3564700756331,"['Marque Repère', 'Tablier Blanc']",['Leclerc'],['France'],"['Œuf entier ', ""reconstitué à partir de poudre d'œuf"", ' ', ' sucre ', ' huile de colza ', ' farine de blé ', ' caramel aromatique goût beurre salé 10% ', 'sirop de glucose', 'sucre', 'beurre 1,1%', 'eau', 'crème', 'sel de Guérande 0,1%', ' ', ' chocolat blanc ', 'sucre', 'beurre de cacao', 'lait en poudre entier', 'lait en poudre écrémé', 'lactosérum en poudre', ' ', ' stabilisants : glycérol', 'gomme xanthane ', ' caramel aromatique 3% ', 'sucre', 'sirop de glucose', 'eau', ' ', ' arômes ', ' émulsifiant : E471 ', ' colorant : caramel ordinaire ', ' sel 0,3% ', ' conservateur : E202']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1632,?,1632 kj(390 kcal),"19,2",4,"49,7","31,2","4,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E422 - Glycérol', 'E415 - Gomme xanthane', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E150a - Caramel E150a', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,500 g,,,,,,,,
1753,Eau minérale gazéifiée san francesco 6x1l unité - Marque Repère - 6000g,3564700757673,"['Marque Repère', 'Eaux Mr']",['Leclerc'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000 g,,,,,,,,
1754,Chocolat lait aux éclats de caramel craquants - Marque Repère - 2x 100g,3564700759103,"['Marque Repère', ""Tablette d'Or""]",['Leclerc'],['France'],"['Sucre ', ' éclats de caramel 18% ', 'sucre', 'sirop de sucre inverti', 'beurre', 'sirop de glucose', 'sel', 'poudre de lait écrémé', ""correcteur d'acidité : E500"", 'émulsifiant: lécithines ', 'tournesol', ' ', ' beurre de cacao ', ' poudre de lait écrémé ', ' pâte de cacao ', ' lactosérum en poudre ', ' matière grasse de lait anhydre ', ' pâte de noisettes ', ' émulsifiant: lécithines ', 'tournesol', ' ', ' arôme', ""Traces d'autres fruits à coque et de gluten"", 'Cacao: 30% minimum dans le chocolat au lait']","['Sans huile de palme', 'Non végétalien']",2163,?,2163 kj(517 kcal),"27,6","17,4","60,1",54,"6,2","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E500 - Carbonates de sodium', 'E322i - Lécithine']",['Lait'],4,2 x 100 g,,,,,,,,
1755,Vin de Pays d'Oc Grenache Cinsault I.G.P. - Bag-in-Box® - Marque Repère - 5l,3564700759790,"['Marque Repère', 'Vieux Carion']",['Leclerc'],['France'],['Contient des sulfites'],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,5 l,,,,,,,,
1756,Vin de Pays d'Oc Grenache Cinsault I.G.P. - Bag-in-Box® - Marque Repère - 10l,3564700759837,"['Marque Repère', 'Vieux Carion']",['Leclerc'],['France'],['Contient des sulfites'],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Anhydride sulfureux et sulfites'],,10 l,,,,,,,,
