,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,markets,ingredients_origins,labels,generic_name,manufacturing,traceability_code,link,additives,palm_ingredients,origin_detail,producer_info,brand_owner
1090,Crêpe - Loheac - 12,3591660000099,['France'],[],[],?,?,?,?,?,B,12,['Loheac'],"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,,,,,,,,,,,
1091,Nestle Nesquik Cereal,3387390320916,['France'],[],[],?,369,"1,7","75,8","8,4",,,['Nesquik'],,,,,,,,,,,,,,1544 kj(369 kcal),,,"0,6",,,"24,9",,,"0,44",,"0,176",,,,,,,,,,,,,,,,,,,,,,,,,
1092,Pain BOULE Carrefour - 400g,3123456000251,['France'],"['farine de blé ', 'farine de blé', 'gluten de blé', 'farine de blé malté ', 'eau', 'sel', 'levure', 'antioxydant: acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,400g,['Carrefour'],,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,['E300 - Acide ascorbique'],,,,
1093,Beurre doux non lactose! - Carrefour,3560071018214,['France'],[],[],?,744,82,"0,9","0,7",E,,['Carrefour'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,,82 g,en quantité élevée,53 g,en quantité élevée,0.6 g,en faible quantité,0.04 g,en faible quantité,,+2%,3113 kj(744 kcal),+2%,+1%,53,-4%,+21%,"0,6",-12%,+2%,"0,04",-35%,"0,016",-35%,19,+2%,E,+2%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,['Carrefour'],,['Sans lactose'],,,,,,,,,
1094,La mère Poulard - le mont Saint-Michel - 450gr,3472860001034,['France'],"['Farine de Froment', 'beurre frais 30%', 'sucre,oeufs,sel', 'vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,,450gr,['le mont Saint-Michel'],['Galettes sablées'],"['Œufs', 'Gluten']",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,pom'potes - materne - 90g,11413653,['France'],[],[],?,?,?,?,?,,90g,['Materne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gourde'],,,,,,,,,,,,
1096,Multigenics senior - Metagenics - 30sachets,5400433180945,['France'],[],[],?,?,?,?,?,,30 sachets,['Metagenics'],['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,"Pave Tradition - E.Leclerc - 0,436kg",0255077010890,['France'],"['Farine de Blé ""LABEL ROUGE"" T65', 'malt de BLE', 'enzymes:alpha-amylases', 'GLUTEN', 'eau', 'sel', 'levure fraîche boulangere']",[],?,?,?,?,?,,"0,436 kg",['E.Leclerc'],,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E.Leclerc'],,,,,,,['E1100 - Amylases'],,,,
1098,Coquillages Pâtes d'Alsace - Valfleuri - 250g,3264963001369,['France'],"['Semoule de blé dur de qualité supérieure', ""30% d'œufs frais de poules élevées en plein air soit 320 g par kilo de semoule""]",[],?,363,"4,6",64,15,,250g,['Valfleuri'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']","['Œufs', 'Gluten']",1,4.6 g,en quantité modérée,1.2 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,,+9%,1519 kj(363 kcal),+9%,+78%,"1,2",+72%,+4%,3,+8%,+29%,"0,1",-53%,"0,04",-53%,-3,,A,,,,,,,,,['Sachet plastique'],,['France'],['IGP'],,['France'],,http://www.valfleuri.fr,,,,,
1099,thé noir darjeeling - naturela - 100g,3700110014504,['France'],[],[],?,?,?,?,?,,100 g,['Naturela'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,
1100,Mon granola bio amandes et miel,85983465,['France'],[],[],?,53,"30,5","41,1","12,2",,,,,,,,,,,,,,,,,222 kj(53 kcal),,,5,,,"7,6",,,"0,011",,"0,004",,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1101,Croissant au tournesol - Leclerc - 1,0207829013789,['France'],[],[],?,?,?,?,?,,1,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Valley of kings - ceylon tea - Dilmah exceptional - 100g,9312631764451,['France'],[],[],?,?,?,?,?,,100g,['Dilmah exceptional'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Blinis - horeca - 600g,3439496604206,['France'],[],[],?,?,?,?,?,B,600 g,['Horeca'],"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,,['Metro'],,['Produits destinés aux professionnels'],,,"['EMB 56119D', 'Locoal-Mendon (Morbihan, France)']",,,,,,
1104,3595890242137,3595890242137,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Beurre moulé doux bio - Auchan bio - 500g,0070703411625,['France'],[],[],?,?,?,?,?,D,500 g,['Auchan bio'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Papier'],['Auchan'],['Union européenne'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Nutriscore']",,['conditionné en france'],"['EMB 59462', 'Phalempin (Nord, France)']",,,,,,
1106,High protein super spoon - Kri kri - 170g,5202234630373,"['France', 'Grèce']",[],[],?,83,0,12,"8,8",,170g,['Kri kri'],,,,,,,,,,,,,,347 kj(83 kcal),,,0,,,11,,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,
1107,Bijou,000208,['France'],[],[],?,?,?,?,?,,,['Bijou'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Smoothie apfel-pfirsich- mango,4305615445502,['France'],[],[],?,51,"0,5","12,5","0,5",,,,,,,,,,,,,,,,,213 kj(51 kcal),,,"0,1",,,"12,5",,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1109,"thé noir fruits exotiques, cacao, noix de coco - destination - 100g",3700112058445,['France'],[],[],?,?,?,?,?,A,100g,['Destination'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['sachet vrac'],,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,
1110,"Vinaigre D'alcool Incolore 8%, 100cl - 100cL",3104180624012,['France'],[],[],?,?,?,?,?,,100 cL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Queijo,5602384000024,['France'],[],[],?,135,"6,3",0,"11,6",,,,,,,,,,,,,,,,,565 kj(135 kcal),,,"4,6",,,0,,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,
1112,Confiture tomate - Prisca,5605466915292,['France'],[],[],?,223,0,"24,3","0,58",D,,['Prisca'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Tomates et dérivés', 'Confitures et marmelades', 'Confitures', 'Confitures de tomates']",,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+4%,933 kj(223 kcal),+4%,-100%,0,-100%,-55%,0,-100%,+16%,0,-100%,0,-100%,-3,-139%,A,-139%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
1113,Crema di nocciole,8032700031529,['France'],[],[],?,527,36,46,13,,,,['it:Crema di nocciole'],,,36 g,en quantité élevée,4.4 g,en quantité modérée,30 g,en quantité élevée,0.8 g,en quantité modérée,,,2205 kj(527 kcal),,,"4,4",,,30,,,"0,8",,"0,32",,19,,E,,,,,,,,,,,,,,,,,,,,,
1114,Freshly Squeezed Orange Juice with Bits - Waitrose - 1l,5000169020227,"['France', 'Royaume-Uni']",[],[],?,43,"0,1","9,5","0,7",D,1l,['Waitrose'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,,0.1 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité élevée,0 g,en faible quantité,,0%,180 kj(43 kcal),-1%,-40%,0,-100%,-2%,"9,3",+2%,+12%,0,-100%,0,-100%,3,0%,C,0%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Plastic Bottle'],['Waitrose'],,,,,,,,,,,
1115,Pure miel - Mine atevA - 500g,7290012359613,['France'],[],[],?,?,?,?,?,,500 g,['Mine atevA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Cerneaux de noix extra - le diamant noir - 125g,3452552010179,['France'],[],[],?,?,?,?,?,D,125g,['le diamant noir'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,['Quercy'],,,,,,,,,,
1117,croissant amande - auchan - 4,2030502185491,['France'],[],[],?,?,?,?,?,B,4,['Auchan'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2%,17.2%,8.1%,4.9%,0.6%,0.0%,86,,['Auchan'],,,,,,,,,,,
1118,Biscuit sesame vanille -,,['France'],[],[],?,444,18,67,"8,1",C,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",,,18 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,0.73 g,en quantité modérée,,-1%,1858 kj(444 kcal),-1%,+10%,"1,7",-72%,+0%,"0,5",-98%,+10%,"0,73",+55%,"0,292",+55%,4,-76%,C,-76%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,
1119,Curcuma moulu bio - Sainte Lucie - 39g,3162050130193,['France'],['Curcuma moulu biologique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,A,39 g,['Sainte Lucie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Curcuma']",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,['Flacon verre'],,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,"['EMB 60282A', 'Gouvieux (Oise, France)']",,,,,,
1120,"Crêpes fourrées au chocolat, sachets fraîcheur - Whaou",3322680006293,['France'],[],[],?,456,21,58,"6,68",,,['Whaou'],,,,,,,,,,,,,,1908 kj(456 kcal),,,"5,9",,,37,,,"0,7",,"0,28",,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,
1121,Ker'Amel - 600g,3770000271096,['France'],[],[],?,?,?,?,?,,600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Aiguilettes de poulet - La Nouvelle Agriculture,0213329018100,['France'],[],[],?,104,13,0,23,D,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,13 g,en quantité modérée,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,435 kj(104 kcal),-17%,+603%,"0,4",-16%,-100%,0,-100%,+1%,"0,11",-75%,"0,044",-75%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1123,"Filet de lieu noir - Intermarché - 0,205kg",0001325017322,['France'],[],[],?,?,?,?,?,,"0,205 kg",['Intermarché'],"['Produits de la mer', 'Poissons', 'Lieu noir', 'Filets de lieu noir']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Intermarché'],,,,,,,,,,,
1124,La caillette,3760171230053,['France'],[],[],?,198,13,"1,2",19,,,,,,,,,,,,,,,,,828 kj(198 kcal),,,"4,7",,,"0,5",,,"1,9",,"0,76",,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans additifs']",,,,,,,,,
1125,Viande hachée,7617027952897,['France'],[],[],?,213,15,"0,5",19,,,,,,,,,,,,,,,,,891 kj(213 kcal),,,6,,,"0,5",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1126,Cheese Burgers - Leaderprice,3263859861025,['France'],[],[],?,272,14,23,12,E,,['Leaderprice'],"['Sandwichs', 'Cheeseburgers']",,,14 g,en quantité modérée,5.3 g,en quantité élevée,3.3 g,en faible quantité,1.3 g,en quantité modérée,,+4%,1138 kj(272 kcal),+4%,+13%,"5,3",+1%,-1%,"3,3",-24%,-10%,"1,3",-1%,"0,52",-1%,13,+2%,D,+2%,92.4%,3.5%,1.0%,0.9%,0.5%,1.8%,15,,,,,,,,,,,,,
1127,Faux filet haché - Charal,3181232520041,['France'],[],[],?,202,12,0,"23,4",,,['Charal'],,,,,,,,,,,,,,845 kj(202 kcal),,,"5,1",,,0,,,"0,18",,"0,072",,,,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,
1128,Trà cừng,8936039680116,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Miel de sapin,3393190003645,['France'],[],[],?,?,?,?,?,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sapin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1130,Lait - Lactel,3428273140105,['France'],[],[],?,45,"1,5","4,8","3,2",,,['Lactel'],,,,,,,,,,,,,,188 kj(45 kcal),,,1,,,"4,8",,,"0,11",,"0,044",,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1131,cuisse de canard bio - Narure de France,2448435044479,['France'],[],[],?,?,?,?,?,C,,['Narure de France'],"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard', 'Confits volailles']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,['carton  + sous vide'],['Carrefour market'],['Agriculture biologique'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['les terres douces 85210 Sainte-Hermine'],,,,,,,
1132,Palmier pur beurre - Auchan,2090000175264,['France'],[],[],?,?,?,?,?,,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Viennoiseries']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,
1133,orangina - 1,3056004667937,['France'],['ORANG et sa ENEUR GARA RANTIE EN eau gazifiee Juda orange agrumes base de concentrés  12%orange 10% citron mandarine sucre pulpe 2%  benzoote de sodium et sorbate de potassium'],[],?,?,?,?,?,,1,['Orangina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Infusion du chimborazo - Max havelaar,3760091721143,['France'],[],[],?,?,?,?,?,,,['Max havelaar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Commerce équitable', 'Max Havelaar']",,,,,,,,,
1135,Haricot verts extra fins - Leader Price - 660g,3263851449412,['France'],"[""Haricots verts extra-fins coupés issus l'agriculture biologique"", '  Haricots verts coupés', 'eau', 'sel', "" Ingredient issu de l'agriculture biologique""]",[],?,24,0,3,"1,6",A,660g,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,3,0 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0.75 g,en quantité modérée,,0%,100 kj(24 kcal),+1%,-100%,0,-100%,+13%,"0,8",+4%,+8%,"0,75",+12%,"0,3",+12%,-4,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,['Verre'],['Leader Price'],['France'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['56251E'],,,,,,
1136,Sandwich au pain spécial garni de jambon cuit et d'emmental,3581084124105,['France'],[],[],?,302,14,30,13,,,,,,,,,,,,,,,,,1264 kj(302 kcal),,,"7,9",,,"1,5",,,"0,88",,"0,352",,,,,,,,,,,,,,,,,,,,,,,,,
1137,Moutarde fine au curry,3760023000193,['France'],[],[],?,?,?,?,?,B,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au curry']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,['Sans conservateurs'],,,,,,,,,
1138,Crackers au chia - U - 200g,12222825,['France'],"[""Farine de blé complète flocons d'avoine"", 'graines de lin graines de tournesol*', 'graines de chia', '4,9%', 'huile d\'olive vierge extra"" graines de sésame*', 'sel de mer', 'farine de blé*', 'levure', 'malt d\'orge"",agents de traitement de la farine: acide ascorbique et farine de malt de blé Traces éventuelles de lait', "" *Ingrédient issu de l'agriculture biologique""]",[],?,104,"3,2",13,"3,8",B,200 g,['U'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['Gluten'],3,3.2 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en faible quantité,0.47 g,en quantité modérée,,-78%,435 kj(104 kcal),-78%,-84%,"0,5",-91%,-78%,"0,5",-87%,-62%,"0,47",-76%,"0,188",-76%,-3,-119%,A,-119%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['8 x 25 g'],['Super U'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'NL-BIO-01']",,,,,,,,,
1139,Salchichón paysan extra - font-sans - 300g,8413107001955,"['France', 'Espagne']",[],[],?,383,30,"3,8",24,,300g,['Font-sans'],"['Viandes', 'Charcuteries']",,,30 g,en quantité élevée,12 g,en quantité élevée,2.4 g,en faible quantité,4.3 g,en quantité élevée,,+47%,1602 kj(383 kcal),+48%,+55%,12,+65%,+159%,"2,4",+202%,+28%,"4,3",+81%,"1,72",+81%,24,+50%,E,+50%,,,,,,,,,,,,,,,,,,,,
1140,Tagliatelle aux oeufs,8010494000242,['France'],[],[],?,346,"0,5","71,6","12,1",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Nouilles aux oeufs', 'Tagliatelles aux œufs']",,,0.5 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.01 g,en faible quantité,,+15%,1448 kj(346 kcal),+15%,-81%,0,-100%,+27%,2,+13%,+9%,"0,01",-94%,"0,004",-94%,-1,,A,,,,,,,,,,,,,,,,,,,,,
1141,51112639,51112639,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.165.001 CE', 'Oie (Vendée, France)']",,,,,,
1142,Pain céréales amandes noisettes - super u - 300g,,['France'],"['Farine de BLE,GLUTEN DE BLE,Farine de BLE malte,agent de traitement de la Farine E300,eau,NOIX,NOISETTES,AMANDES,Farine de SEIGLE', 'sel,levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,300 g,['super u'],,"['Gluten', 'Fruits à coque']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E300 - Acide ascorbique'],,,,
1143,Madeleine - Bonne maman - 300g,6118540414431,['France'],[],[],?,?,?,?,?,B,300g,['Bonne maman'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,,
1144,Olive et piment frais pressés - Olivier & Co,3547130084472,['France'],[],[],?,900,"99,8",0,0,,,['Olivier & Co'],,,,,,,,,,,,,,3766 kj(900 kcal),,,"15,1",,,0,,,0,,0,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,
1145,9412172044910,9412172044910,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans lactose'],,,,,,,,,
1146,Nestlé p'tit onctueux - 8*100g,05213870,['France'],"['lait fermenté 35%,', 'lait entier,ferments lactiques', ',eau', 'fromage blanc au lait écrémé pasteurisé 12,5%', 'purée de pêche 8%', 'sucre', 'crème,amidon', 'concentré de protéines du lait', 'acidifiant : acide citrique']",['Non végétalien'],?,81,"2,6","11,3","2,5",B,8*100g,['Nestlé'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",['Lait'],4,2.6 g,en faible quantité,1.5 g,en quantité modérée,7.8 g,en quantité modérée,0.06 g,en faible quantité,,-11%,339 kj(81 kcal),-10%,-35%,"1,5",-43%,+73%,"7,8",+29%,-61%,"0,06",-44%,"0,024",-44%,1,+248%,B,+248%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['petit pot verre'],['Leclerc'],"[""Pas d'infos""]",['Aucun'],,"[""pas d'infos""]","['FR 88.011.001 CE', 'Arches (Vosges, France)']",http://www.bebe.nestle.fr,['E330 - Acide citrique'],,,,
1147,Champignons de Paris,3333160000564,['France'],[],[],?,?,?,?,?,A,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Légumes frais', 'Champignons de Paris', 'Champignons frais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,['Conserve'],,,,,,,,,,,,
1148,Himalaya Pink Salt - Not just BBQ - 220g,8717677175390,['France'],[],[],?,0,0,0,0,B,220 g,['Not just BBQ'],"['Epicerie', 'Condiments', 'Sels', ""Sels de l'Himalaya""]",,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,,-100%,0 kj(0 kcal),-100%,-100%,0,-100%,-100%,0,-100%,-100%,100,+76%,40,+76%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,['Plastic'],,,,,,,,,,,,
1149,"Huel: Gluten-Free Berry - 1,72kg",,['France'],[],[],?,407,"13,4","37,9","30,1",,"1,72kg",['Huel'],['Poudre'],,,13.4 g,en quantité modérée,2.4 g,en quantité modérée,1.3 g,en faible quantité,0.7 g,en quantité modérée,,+15%,1703 kj(407 kcal),+14%,+178%,"2,4",+301%,-39%,"1,3",-17%,+272%,"0,7",+1399%,"0,28",+1399%,0,-100%,B,-100%,,,,,,,,['Sous-vide'],['Internet'],,['en:gluten-free'],Poudre shaker,['Angleterre'],,https://eu.huel.com/,,,,,
1150,Baguette maïs,3289664281803,['France'],[],[],?,241,"3,5",34,29,,,,,,,,,,,,,,,,,1008 kj(241 kcal),,,"0,9",,,"2,7",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,
1151,Chocolat suisse - Villars,7610036019612,['France'],[],[],?,555,38,46,7,,,['Villars'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Assortiments de chocolats']",,,38 g,en quantité élevée,23 g,en quantité élevée,44 g,en quantité élevée,0.23 g,en faible quantité,,+1%,2322 kj(555 kcal),+1%,+4%,23,+9%,-0%,44,+6%,-2%,"0,23",+70%,"0,092",+70%,26,+7%,E,+7%,,,,,,,,,,,,,,,,,,,,
1152,Çitir Sosis Geflügelwiener - Suntat,4040328040001,['France'],[],[],?,266,23,"2,8",12,,,['Suntat'],,,,,,,,,,,,,,1113 kj(266 kcal),,,8,,,"0,6",,,"2,3",,"0,92",,,,,,,,,,,,,,,,['Halal'],,,,,,,,,
1153,Cabernet sauvignon,3394292405160,['France'],[],[],?,?,?,?,?,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,dafalgan,01341982,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Yogourt a la grecque - Migros Bio - 150g,7613269909002,"['France', 'Suisse']",[],[],?,490,9,5,4,B,150 g,['Migros Bio'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de vache', 'Yaourts à la grecque']",,,9 g,en quantité modérée,5.3 g,en quantité élevée,5 g,en quantité modérée,0.1 g,en faible quantité,,+416%,2050 kj(490 kcal),+419%,+161%,"5,3",+143%,-55%,5,-52%,+10%,"0,1",-13%,"0,04",-13%,12,+372%,D,+372%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,['Migros'],,"['Bio', 'Bio européen', 'CH-BIO-006']",,,['CH-2434'],,,,,,
