,name,bar_code,brand,categories,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,traceability_code,generic_name,eco_score,packaging,labels,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,link,producer_info,palm_ingredients,brand_owner,origin_detail
784,Fentimans-lemonade-250ml-great Britain,5029396000529,['Fentimans'],,,['France'],"['Eau gazéifiée', 'sucre', 'sirop de glucose', 'Jus de citron clarifié à base de concentré ', '7%', 'extrait de gingembre fermenté ', 'eau', 'sirop de glucose', 'gingembre', 'jus de poire concentré', 'levure', 'jus de poire concentré', 'arômes naturels ', 'citron', 'orange', 'acide tartrique', 'acide citrique', 'colorant alimentaire ', 'extrait de chou rouge', 'huile de rose de Bulgarie']","['E334 - Acide L-tartrique', 'E330 - Acide citrique']",,[],4,,,,,,,,,?,,41,,172 kj(41 kcal),,0,,0,,"9,2",,"7,5",,0,,0,,0,,,,,,250ml,,,,['Aluminium'],['en:gluten-free'],,,,,,,,,,,,,,
785,Glace,20665326,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité modérée,0 g,en faible quantité,?,,50,-79%,209 kj(50 kcal),-78%,0,-100%,0,-100%,13,-53%,12,-49%,0,-100%,0,-100%,0,-100%,2,-85%,B,-85%,,,,B,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,
786,Secret bear,3760269201101,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Sans colorants']",,,,,,,,,,,,,,
787,Steaks race Normande,20297350,,,,['France'],[],,,[],,,,,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,"0,8",,"0,5",,"0,5",,23,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,
788,"4 panés de poulet à la viennoise cuits,Halal",3255790615652,,,,['France'],[],,,[],,,,,,,,,,?,,259,,1084 kj(259 kcal),,13,,2,,21,,"2,2",,14,,"1,3",,"0,52",,,,,,,,,,,['Halal'],,,,,,,,,,,,,,
789,Ajo negro - ristrasol,8423240000807,['Ristrasol'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail']",,"['France', 'Espagne']",[],,,[],,0.3 g,en faible quantité,0 g,en faible quantité,30 g,en quantité élevée,0 g,en faible quantité,?,,227,+155%,950 kj(227 kcal),+124%,"0,3",-87%,0,-100%,45,+231%,30,+1110%,"9,5",+118%,0,-100%,0,-100%,-2,,A,,,,,B,,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,,,,,,
790,l'apéritif fromager casino,3222477238299,['Casino'],,['Casino'],['France'],[],,,[],,,,,,,,,,?,,304,,1272 kj(304 kcal),,17,,13,,28,,"1,6",,"9,7",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
791,Limonata bio - 275ml,8054619495346,,,,['France'],[],,,[],,,,,,,,,,?,,47,,197 kj(47 kcal),,0,,0,,10,,10,,0,,0,,0,,,,,,275 ml,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'IT-BIO-007']",,,,,,,,,,,,,,
792,Helles Lasgrebire - Bitburger - 30ml,4102430072735,['Bitburger'],,,['France'],"['Eau', ""malt d'orge"", 'houblon', 'extrait de houblon', 'protéase']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,30 ml,,,,,['en:gluten-free'],,,,,,,,,,,,,,
793,Kombucha Citron vert menthe - Jubiles - 25cL,3770010589242,['Jubiles'],"['Boissons', 'Produits fermentés', 'Boissons fermentées', 'Boissons au thé', 'Kombuchas']","['Biocoop', 'Naturalia']",['France'],[],,,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,5.05 g,en quantité modérée,0 g,en faible quantité,92,+19%,22,+22%,92 kj(22 kcal),+23%,"0,1",+108%,"0,1",+258%,"5,05",+32%,"5,05",+47%,"0,13",+79%,0,-100%,0,-100%,8,+40%,D,+40%,25 cL,,boisson fermentée à base de thé,B,['Bouteille végétale en canne à sucre'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,"['Joinville-le-pont', 'France']",,https://jubiles.bio/,,,,
794,Garbanzos Bio 350GR - Machandel - 8713938000241 - 350g,8713938004317,['Machandel'],,,"['France', 'Espagne']",[],,,[],,,,,,,,,,?,,101,,423 kj(101 kcal),,"1,7",,"0,2",,"14,1",,3,,"5,7",,"0,7",,"0,28",,,,,,350 g,,,,,['Bio'],,,,,,,,,,,,,,
795,Saquitos chocolateados - Gourmet,8413080002932,['Gourmet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales fourrées']",,"['France', 'Espagne']",[],,,[],,13 g,en quantité modérée,3 g,en quantité modérée,36 g,en quantité élevée,0.5 g,en quantité modérée,?,,437,+0%,1828 kj(437 kcal),-0%,13,-6%,3,-21%,69,+1%,36,+26%,7,-7%,"0,5",-22%,"0,2",-22%,11,-15%,D,-15%,,,,C,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
796,Glace a la noisette - Glace de la Ferme,3760252110069,['Glace de la Ferme'],,,['France'],[],,,[],,,,,,,,,,?,,245,,1025 kj(245 kcal),,"13,6",,"4,9",,"22,8",,"18,3",,"5,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
797,Cheddar fumé - 160g,5021427909344,,,,['France'],[],,,[],,,,,,,,,,?,,436,,1824 kj(436 kcal),,"36,6",,"23,1",,"0,5",,"0,5",,"26,6",,"1,9",,"0,76",,,,,,160 g,,,,,,,,,,,,,,,,,,,
798,Moutarde de Dijon - Remia,8710448562030,['Remia'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon', 'Sauces moutarde']",,['France'],"['eau', 'graines de moutarde vinaigre', 'sel', ""régulateur d'acidité: acide citrique"", 'anti-oxydant: E224 ', 'contient des sulfites', "" E = additive approuvé par l'U"", 'E']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],[],3,10 g,en quantité modérée,0.8 g,en faible quantité,1.5 g,en faible quantité,6.3 g,en quantité élevée,?,,679,+327%,2841 kj(679 kcal),+327%,10,-13%,"0,8",+5%,6,+64%,"1,5",-33%,"8,1",+13%,"6,3",+6%,"2,52",+6%,15,+39%,D,+39%,,,,C,['Verre'],,60.9%,25.9%,6.0%,4.2%,2.4%,0.6%,66,,,,,,,
799,Glace - Häagen-Dazs,3415587305719,['Häagen-Dazs'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",,['France'],[],,,[],,19 g,en quantité modérée,11.5 g,en quantité élevée,20 g,en quantité élevée,0.13 g,en faible quantité,?,,289,+31%,1209 kj(289 kcal),+32%,19,+74%,"11,5",+68%,"23,1",-12%,20,-11%,5,+50%,"0,13",-14%,"0,052",-14%,17,+35%,D,+35%,,"['FR 62.817.030 CE', 'Tilloy-lès-Mofflaines (Pas-de-Calais, France)']",,B,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,
800,Muesli Integral com Frutos Tropicais - Salutem - 375g,5601557031506,['Salutem'],,,['France'],[],,,[],,,,,,,,,,?,,377,,1577 kj(377 kcal),,"3,5",,"2,3",,"76,1",,"30,7",,"7,1",,"0,48",,"0,192",,,,,,375 g,,,,,,,,,,,,,,,,,,,
801,Pain bûcheron,2660157011748,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
802,Fromage blanc battu framboise - Le Coq d'Or,3304820407122,"[""Le Coq d'Or""]","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Quark', 'Fromages blancs', 'Fromages à la crème', 'Fromages blancs au lait de vache']",,['France'],"['Fromage blanc 85% ', 'Lait écrémé pasteurisé', 'crème pasteurisée', 'ferments lactiques', 'présure', 'Préparation de fruits 15% ', 'framboises ', '7,5%', 'sucre', 'conservateur : E202', 'gélifiants : E440ii et E407', 'eau', 'Arôme ', 'eau', 'substances aromatisantes', 'gomme xanthane', 'sorbate de potassium', 'Lait origine France']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E440ii - Pectine amidée', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",['Lait'],['Non végétalien'],4,6 g,en quantité modérée,4 g,en quantité modérée,10 g,en quantité modérée,0.1 g,en faible quantité,?,,135,+34%,565 kj(135 kcal),+36%,6,+18%,4,+22%,11,+106%,10,+103%,6,-12%,"0,1",-37%,"0,04",-37%,3,+218%,C,+218%,,"['FR 01.163.002 CE', 'Foissiat (Ain, France)']",,C,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,
803,Sardines au basilic et au thym,3365622032066,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile""]",,['France'],[],,,[],,18 g,en quantité modérée,4.3 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,?,,255,+6%,1067 kj(255 kcal),+7%,18,+7%,"4,3",+17%,0,-100%,0,-100%,23,+8%,0,-100%,0,-100%,2,-62%,B,-62%,,,,D,,"['Pêche durable', 'Pêche durable MSC']",26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,
804,Protein muesli noisette - BioTechUSA - 30g,5999076226801,['BioTechUSA'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Compléments alimentaires', 'Céréales extrudées', 'Flocons extrudés', 'Compléments pour le Bodybuilding', 'Pétales multicéréales', 'Barres protéinées']",,['France'],"['Flocons d’avoine 26%', 'édulcorant ', 'maltitol', 'morceaux d’abricot séché 15% ', 'abricots', 'dioxyde de souffre', 'céréales transformées 15% ', 'farine mixte ', 'blé', 'riz', 'maïs', ' sel', 'flocons de blé 6%', 'protéine de bœuf hydrolysée', 'humectant ', 'glycérol', 'graisse de noix de coco', 'huile de colza', 'émulsifiant ', 'lécithines', 'acide citrique', 'sel', 'arômes', 'cholecalciférol', 'acide pteroymonoglutamique', 'fumarate ferreux']","['E965 - Maltitol', 'E422 - Glycérol', 'E322 - Lécithines', 'E330 - Acide citrique']",['Gluten'],[],4,6.5 g,en quantité modérée,2.6 g,en quantité modérée,6 g,en quantité modérée,0.3 g,en quantité modérée,?,,351,-5%,1469 kj(351 kcal),-5%,"6,5",-50%,"2,6",-56%,69,+111%,6,-55%,10,-66%,"0,3",-39%,"0,12",-39%,-1,-110%,A,-110%,30 g,,Protein muesli noisette,C,['Plastique'],['Sans sucre ajouté'],74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
805,Sirma,8691058141078,,,,['France'],[],,,[],,,,,,,,,,?,,41,,172 kj(41 kcal),,0,,0,,10,,10,,0,,"6,8",,"2,72",,,,,,,,,,,,,,,,,,,,,,,,,
806,Super burger - gotri,8420622209100,['Gotri'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,"['France', 'Espagne']",[],,,[],,5 g,en quantité modérée,0.9 g,en faible quantité,5.6 g,en quantité modérée,1.4 g,en quantité modérée,?,,278,+5%,1163 kj(278 kcal),+4%,5,+12%,"0,9",+39%,48,+5%,"5,6",+7%,"9,1",+8%,"1,4",+23%,"0,56",+23%,5,+245%,C,+245%,,,,B,,,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,
807,Tomate triturado extra - Spar - 400g,8480013025160,['Spar'],,,['France'],[],,,[],,,,,,,,,,?,,21,,88 kj(21 kcal),,"0,5",,"0,1",,"3,2",,"3,1",,1,,"0,4",,"0,16",,,,,,400 g,,,,,,,,,,,,,,,,,,,
808,Aneto Caldo Natural De Alcachofa Ecológica,8410748701060,['Aneto'],,,['France'],[],,,[],,,,,,,,,,?,,7,,29 kj(7 kcal),,"0,4",,0,,"0,4",,0,,"0,3",,"0,07",,"0,028",,,,,,,,,,,['Bio'],,,,,,,,,,,,,,
809,Piccolinis Indiana - Buitoni - 270g (3x 3unités de 30g),5365036324809,"['Buitoni', 'Nestlé']","['Snacks', 'Snacks salés', 'Apéritif', 'Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizza au poulet', 'Pizzas surgelées']",['Marché Frais Géant'],['France'],"['Farine de blé', 'sauce au curry et lait de coco ', '23%', ' ', 'eau', 'lait de coco en poudre ', '3%', 'lait entier en poudre', 'huile de colza', 'amidon de pomme de terre', 'fibre de citron', 'sucre', 'ail en poudre', 'oignon en poudre', ""vinaigre d'alcool"", 'sel', 'curry ', '0,1%', 'Edam', 'filet de poulet cuit épicé ', 'filet de poulet 19', '5%', ' épices et herbes aromatiques', 'sel', 'huile de colza', 'dextrose', 'ail en poudre', 'eau', 'poireau ', '5%', 'huile de colza', 'lait entier en poudre', 'levure', 'sel', 'blé malté', 'sucre', 'dextrose', 'émulsifiant ', 'lécithine de soja']",['E322i - Lécithine'],"['Gluten', 'Lait', 'Soja']","['Non végétalien', 'Non végétarien']",4,10 g,en quantité modérée,4 g,en quantité modérée,2 g,en faible quantité,1.1 g,en quantité modérée,1062,,253,+20%,1062 kj(253 kcal),+24%,10,+44%,4,+42%,30,+21%,2,-27%,"9,6",-1%,"1,1",-3%,"0,44",-3%,4,+24%,C,+24%,270 g (3 x 3 unités de 30 g),,"MINI PIZZAS SURGELÉES au poulet épicé, sauce curry et lait de coco",C,['Films plastiques transparents sous boite cartonnée'],['Fabriqué en Allemagne'],65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,['Allemagne'],,,,,,
810,Espresso Monster,5060639122356,"['Monster', 'Monster Energy']",,,['France'],[],,,[],,,,,,,,,,?,,61,,255 kj(61 kcal),,2,,"1,3",,"8,1",,"7,9",,"2,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
811,Pâté de campagne au pommeau - Abbaye Notre Dame de Grâce. Communauté des cisterciens - 180g,3418470003044,['Abbaye Notre Dame de Grâce. Communauté des cisterciens'],['Pâtė'],,['France'],"['Porc 75 % ', 'Maigre', 'gras et foie ', ' Valeurs nutritionels de porc', 'lait', 'pommeau 4%', 'oeuf', 'oignon', 'échalote', 'protéine de lait,épices et aromates', 'sl de Guerande', 'fécule de pomme de terre']",,"['Œufs', 'Lait']","['Non végétalien', 'Non végétarien']",4,25.4 g,en quantité élevée,8.6 g,en quantité élevée,1.6 g,en faible quantité,1.2 g,en quantité modérée,?,,293,,1226 kj(293 kcal),,"25,4",,"8,6",,"2,8",,"1,6",,"13,1",,"1,2",,"0,48",,16,,D,,180 g,,,,['Pot'],,,,,,,,,['France'],['France'],,,,,
812,Ringo Sandwich Cookie - Mulino Bianco - 55g,0076808007367,['Mulino Bianco'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,"['France', 'États-Unis']","['Wheat flour', 'non-hydrogenated vegetable oils and fat ', 'sunflower', 'rapeseed', 'shea', 'sugar', 'wheat starch', 'dextrose', 'powdered whey', 'fat-reduced cocoa', 'glucose syrup', 'salt', 'leavening agents ', 'sodium hydrogen carbonate', 'ammonium hydrogen carbonate', 'artificial vanilla flavor']","['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",['Gluten'],[],4,12 g,en quantité modérée,2 g,en quantité modérée,15 g,en quantité élevée,0.175 g,en faible quantité,?,,268,-46%,1121 kj(268 kcal),-46%,12,-49%,2,-83%,37,-41%,15,-54%,3,-54%,"0,175",-68%,"0,07",-68%,3,-86%,C,-86%,55 g,,,D,,,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,Barilla G & R F.Lli S.P.A.,
813,Foie de morue nature,3474608942128,,,,['France'],[],,,[],,,,,,,,,,?,,566,,2368 kj(566 kcal),,59,,"9,3",,"3,6",,"0,5",,"4,8",,"0,73",,"0,292",,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,
814,Jus de pomme framboise vergers tellier le quesnoy,3760158690238,,,,['France'],[],,,[],,,,,,,,,,?,,64,,268 kj(64 kcal),,0,,0,,"10,4",,"10,4",,0,,0,,0,,,,,,,,,,,"['Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,
815,Schweppes Agrum,3124480188991,['Schweppes'],,,['France'],[],,,[],,,,,,,,,,?,,24,,100 kj(24 kcal),,0,,0,,"5,7",,"5,7",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
816,Griego edulcorado,8420756004084,,,,['France'],[],,,[],,,,,,,,,,?,,46,,192 kj(46 kcal),,0,,0,,0,,0,,"4,6",,"0,14",,"0,056",,,,,,,,,,['Envase en cartón'],,,,,,,,,,,,,,,
817,Cailler de brebis - 140g,3375820000255,,,,['France'],[],,,[],,,,,,,,,,?,,96,,402 kj(96 kcal),,6,,4,,5,,"4,5",,"5,5",,"0,25",,"0,1",,,,,,140 g,,,,,,,,,,,,,,,,,,,
818,Orangeade pulpée - U - 1l,3256227742972,['U'],,['Magasins U'],['France'],"['Eau gazéifiée', ""jus d'orange à base de concentré 12%"", 'sucre', ""pulpes d'orange 2%"", ""arôme naturel d'orange"", 'acidifiant : acide citrique', 'édulcorant : glycosides de stéviol ', 'extrait de Stevia rebaudiana']","['E330 - Acide citrique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,119,,28,,119 kj(28 kcal),,"0,5",,"0,1",,7,,7,,"0,5",,"0,01",,"0,004",,,,,,1 l,,,,['Bouteille'],"['Sans conservateurs', 'Transformé en France', 'Recyclé plastique']",,,,,,,,,,,,,,
819,Noisettes pralinés concassées - Vahiné,3179142058907,['Vahiné'],,,['France'],[],,,[],,,,,,,,,,?,,605,,2531 kj(605 kcal),,46,,"3,2",,35,,34,,10,,0,,0,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,
820,"Goût fraise, sans sucre ajouté",80779797,,,,['France'],[],,,[],,,,,,,,,,?,,182,,761 kj(182 kcal),,3,,"0,3",,99,,0,,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
821,Pruneaux,3770012358044,,,,['France'],[],,,[],,,,,,,,,,?,,234,,979 kj(234 kcal),,"0,3",,"0,1",,54,,35,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
822,"Pomme de terre Purée-Potage - U Bio - 2,5kg",3256226087982,"['U Bio', 'U']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Pommes de terre']","['U', 'Magasins U', 'Super U']",['France'],['Pommes de terre'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"2,5 kg",['SFT10XLII'],,A,"['Sac kraft', 'Sachet']","['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,['France'],['France'],,,,,
823,2 chateaubriands - Charal,0249890084428,['Charal'],,,['France'],[],,,[],,,,,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,"0,8",,0,,0,,23,,"0,2",,"0,08",,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,,
824,Cerveza Tropical - 50cl,8410590012550,['Tropical'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,['France'],[],,,[],,,,,,,,,,?,,39,-11%,163 kj(39 kcal),-12%,0,-100%,0,-100%,"3,2",-18%,0,-100%,"0,4",0%,"0,1",+529%,"0,04",+529%,,,,,50cl,,,C,['Lata'],,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,
825,Mate hierbas serranas - CBSe,7790710000126,['CBSe'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'es:Yerba mate']",,"['France', 'Espagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,B,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,
826,Salsa de Soja Tamari - Biocop,8423903041895,['Biocop'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,"['France', 'Espagne']",[],,,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,12 g,en quantité élevée,?,,54.220001220703,-51%,227 kj(54 kcal),-50%,"0,1",-19%,"0,1",+327%,"5,1",-71%,"0,3",-98%,"8,27",+29%,12,0%,"4,8",0%,5,-55%,C,-55%,,,,B,,['Bio'],21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,,,,,
827,gum ball,8710998429258,,,,['France'],[],,,[],,,,,,,,,,?,,316,,1322 kj(316 kcal),,0,,0,,79,,79,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
828,Max,3428274495464,,,,['France'],[],,,[],,,,,,,,,,?,,66,,276 kj(66 kcal),,1,,"0,7",,"11,9",,"9,7",,"2,4",,"0,1",,"0,04",,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,
829,Cola,8018005062468,,,,['France'],[],,,[],,,,,,,,,,?,,41,,172 kj(41 kcal),,0,,0,,"10,1",,"10,1",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
830,Caviar - 125g,3019896973180,,,,['France'],[],,,[],,,,,,,,,,?,,270,,1130 kj(270 kcal),,18,,"4,2",,"1,1",,"0,7",,26,,"3,3",,"1,32",,,,,,125 g,"['FR 75.118.007 CE', 'Paris 18e  Arrondissement (Paris, France)']",,,,,,,,,,,,,,,,,,
831,Mamminger Gurkentopf,4008463112113,,,,['France'],[],,,[],,,,,,,,,,?,,12,,50 kj(12 kcal),,"0,2",,"0,1",,"1,2",,"1,1",,"0,5",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,
832,Pez Traubenzucker Himbeere,9044400808225,,,,['France'],[],,,[],,,,,,,,,,?,,358,,1498 kj(358 kcal),,"0,5",,"0,4",,88,,88,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
833,Rôti de porc cuit - Fleury Michon - 240g,3302740469022,['Fleury Michon'],"['Viandes', 'Porc', 'Rôtis de porc']",,"['Afghanistan', 'France']","['Filet de porc', 'bouillons 1,3% ', 'eau', 'os de porc', 'viande de porc', 'ail', 'sauge 0,1%', 'épices', 'sel', 'dextrose de maïs', 'poivre 0,1%', 'antioxydant: ascorbate de sodium', 'conservateur: nitrite de sodium', 'colorant :caramel ordinaire', ' Traces éventuelles de céleri', ' Une allergie', ""une intolérance ? Plus d'infos sur :www"", 'fleurymichon', 'fr']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",,"['Non végétalien', 'Non végétarien']",4,3.2 g,en quantité modérée,1.2 g,en faible quantité,0.9 g,en faible quantité,1.8 g,en quantité élevée,?,,124,-14%,519 kj(124 kcal),-13%,"3,2",-36%,"1,2",-43%,"0,9",+10%,"0,9",+44%,23,+3%,"1,8",+5%,"0,72",+5%,4,-44%,C,-44%,240 g,,,E,"['Barquette', 'Plastique']","['Nutriscore', 'Nutriscore C']",77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,
834,Délice d'anchoïade - Au Bec Fin,3466090097165,['Au Bec Fin'],"['Produits à tartiner', 'Produits à tartiner salés', 'Anchoïade']",,['France'],[],,,[],,52 g,en quantité élevée,4.3 g,en quantité modérée,1.4 g,en faible quantité,1.9 g,en quantité élevée,?,,500,+25%,2092 kj(500 kcal),+25%,52,+31%,"4,3",-13%,"2,2",-8%,"1,4",+167%,"5,6",-32%,"1,9",-65%,"0,76",-65%,18,-4%,D,-4%,,,,,,,,,,,,,,,,,,,,
835,Palourdes au naturel - Tapas La Bodéga - 65g,8410890016012,['Tapas La Bodéga'],['Produits de la mer'],['Intermarché'],['France'],"['PALOURDES', 'EAU', 'SEL']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,?,,65,-65%,272 kj(65 kcal),-65%,1,-91%,0,-100%,0,-100%,0,-100%,14,-20%,"1,2",-19%,"0,48",-19%,0,-100%,B,-100%,65 g,['ES 12.00612/PO CE'],,,"['Cardboard', 'Box', 'Metal', 'Can']",,,,,,,,,,,,,,,
836,Ramune,4939826757286,,,,['France'],[],,,[],,,,,,,,,,?,,36,,151 kj(36 kcal),,"0,5",,0,,"8,7",,"8,7",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
837,Lipton Piersici,5942204001856,['Lipton'],,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Le petit beret,3760251401281,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,17,,71 kj(17 kcal),,0,,0,,4,,"2,9",,0,,0,,0,,,,,,,"['EMB 16090A', 'Châteauneuf-sur-Charente (Charente, France)']",,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,
839,Almendra piel,8413365031428,,,,['France'],[],,,[],,,,,,,,,,?,,610,,2552 kj(610 kcal),,"51,1",,"4,5",,"5,8",,"2,8",,"8,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
