,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,packaging,categories,ingredients_origins,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,allergens,nova_score,labels,producer_info,traceability_code,additives,link,generic_name,palm_ingredients,origin_detail,brand_owner
1789,Bière Blonde - PERLEMBOURG - 6litre,4056489023500,['PERLEMBOURG'],['France'],"[""Eau - malt d'orge - maïs - extraits de houblon""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,6 litre,C,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Lidl'],['Gluten'],3,,,,,,,,,
1790,Mughetto (gorgonzola et mascarpone),2480667021125,,['France'],[],[],?,381,1594 kj(381 kcal),"36,5",26,"1,5","1,5","11,8","0,7","0,28",,D,['Gorgonzola et mascarpone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Gorgonzola et mascarpone']",,,36.5 g,en quantité élevée,26 g,en quantité élevée,1.5 g,en faible quantité,0.7 g,en quantité modérée,,-0%,-0%,0%,+2%,+33%,+53%,-2%,-13%,-13%,12,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1791,Instant oatmeal (Quamtrax) - 2kg,8436046973237,['Quamtrax'],['France'],[],[],?,325,1360 kj(325 kcal),6,"1,1",68,"0,8","11,9",0,0,2 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Chupa Chups Lollipops Bubble Gum Kirsch 7er,8410031961782,,['France'],[],[],?,372,1556 kj(372 kcal),0,0,92,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Délice de patate douce - Conserverie des Saveurs,3389090022312,['Conserverie des Saveurs'],['France'],[],[],?,153,640 kj(153 kcal),"9,9",2,13,8,"1,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,
1794,Gressins rubata bio Al sesamo - 250g,3770010667407,,['France'],[],[],?,448,1874 kj(448 kcal),14,"2,5",63,2,12,2,"0,8",250 g,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,14 g,en quantité modérée,2.5 g,en quantité modérée,2 g,en faible quantité,2 g,en quantité élevée,,+6%,+6%,+30%,+11%,-6%,-20%,+5%,+5%,+5%,15,+17%,D,+17%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,"['Bio', 'Bio européen', 'IT-BIO-014']",,,,,,,,
1795,Pralines with peanut butter - pbking2 - 100g,5902379505931,['Pbking2'],['France'],"[""Inqrédients: Pâte d'arachide 62% [faite à base d'arachides grillées et moulues]"", 'huile végétale ', ""l'huile de noix de coco"", ""l'huile de colza"", 'sucre', 'émulsifiant: lécithine ', 'de soja', 'sel]', 'chocolat au lait 38% [sucre', 'lait entier en poudre', 'beurre de cacao', 'masse de cacao', 'lactose ', 'du lait', 'émulsifiant: lécithine ', 'de soja', ']', 'Peut contenir', ' gluten', 'autre noix sésame et produits dérivées', 'oeufs']",['Non végétalien'],?,389,1630 kj(389 kcal),"16,7","9,44",50,"31,7","5,56","0,389","0,156",100g,,['Paquet'],['Biscuits et gâteaux'],,['Pologne'],16.7 g,en quantité modérée,9.44 g,en quantité élevée,31.7 g,en quantité élevée,0.389 g,en quantité modérée,,-10%,-9%,-13%,+11%,-12%,+9%,-6%,-31%,-31%,21,+14%,E,+14%,,,,,,,,['leader price'],"['Lait', 'Soja']",4,,,,['E322i - Lécithine'],,,,,
1796,GARBANZOS COCIDOS - eliges,8480012005958,['Eliges'],['France'],[],[],?,423,1770 kj(423 kcal),"1,9","0,2",15,"0,7","5,4","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Ananas tropical gold,0038900719357,,['France'],[],[],?,60,251 kj(60 kcal),0,0,14,12,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Sanguinello - Tropicana,3168930160137,['Tropicana'],['France'],[],[],?,46,192 kj(46 kcal),0,0,10,10,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Pur jus pomme bio,3760247080285,,['France'],[],[],?,42,176 kj(42 kcal),"0,1",0,"9,95","9,67","0,1","0,004","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-15']",,,,,,,,
1800,SOLECITO -  - 400g,8436572779013,,['France'],[],[],?,?,,?,,?,,?,,,400g,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Haricots en conserve', 'en:canned-kidney-common-beans']",,,,,,,,,,,,,,,,,,,,,,,,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,,,,,,,,,,
1801,Abricots la barquette de 1 - Top Budget,3410280106410,['Top Budget'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Pulpe de tomate nature,3760239181839,,['France'],[],[],?,27,113 kj(27 kcal),"0,2","0,1","4,4","3,4","1,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Flacons de céréales germées - La Vie Claire - 350g,3266191108230,['La Vie Claire'],['France'],[],[],?,357,1494 kj(357 kcal),"2,9","0,5",68,"4,8",10,"0,01","0,004",350 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,
1804,Spaghetti maïs riz - Felicia,8032804430730,['Felicia'],['France'],[],[],?,355,1485 kj(355 kcal),"2,3","0,8",76,"0,5","6,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
1805,Mojito sans alcool - Vitamont,3289196500762,['Vitamont'],['France'],[],[],?,30,126 kj(30 kcal),0,0,"7,5",7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Rose de Loire - Château de brissac - 70cl,3507110014776,['Château de brissac'],['France'],[],[],?,?,,?,,?,,?,,,70 cl,,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Pommes de terre,3383180022992,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'FR-BIO-09']",,"['EMB 22321B', ""Saint-Nicolas-du-Pélem (Côtes-d'Armor, France)""]",,,,,,
1808,Saveur mojito zero - Auchan,3596710471607,['Auchan'],['France'],"['Eau gazéifiée', 'jus de citron à base de concentre acide citrique', 'arome', ' 1%6', ' acidifiant edulcorants: acésulfame-k et sucralose']",[],?,0,0 kj(0 kcal),"0,5","0,1","0,5","0,5","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,4,,,,"['E950 - Acésulfame K', 'E955 - Sucralose']",,,,,
1809,Ananas passion coco -,3288131120607,,['France'],[],"['Végétalien', 'Végétarien']",?,108,452 kj(108 kcal),3,"2,1",18,"9,9","1,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan']",,,,,,,,
1810,Fraise Barquette - La Coccinelle - 500g,3700555400009,['La Coccinelle'],['France'],['Fraises variété Magnum catégorie 1'],[],?,?,,?,,?,,?,,,500g,C,['Carton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Fraises', 'Fraises fraîches']",['Isère'],['38150 Ville Sous Anjou'],,,,,,,,,,,,,,,,,,,,,,,94.3%,0.0%,0.0%,3.0%,2.5%,0.1%,60,['Grand Frais'],,,,,,,,Fraises variété Magnum,,,
1811,Banane poire grenade,8422791009727,,['France'],[],[],?,60,251 kj(60 kcal),"0,2","0,05",14,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,
1812,Mexico - Carrefour - 52g (10capsules),5400101066410,['Carrefour'],"['Belgique', 'France']","['100 % café moulu Arabica biologique du Mexique', 'Café pur Arabica issu du commerce équitable certifié Fairtrade/Max Havelaar ', '100% du poids total', ' _www', 'maxhavelaarfrance', 'org']",[],?,?,,?,,?,,?,,,52 g (10 capsules),,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'en:FSC', 'FSC Mix', 'Max Havelaar', 'AB Agriculture Biologique', 'AB Agriculture Biologique']",Torréfié et conditionné en France par EMB 59368F pour Interdis.,"['EMB 59368F', 'Madeleine (Nord, France)', 'FSC-C068050']",,,Capsules de café moulu issu de l'agriculture biologique et du commerce équitable.,,,
1813,"Bière arômatisée rhum 5,9% vol. - Marque Repère - 50cl",3564700819449,"['Marque Repère', 'Desquiles']",['France'],"['Bière ', 'eau', ""malt d'orge"", 'maïs', 'extrait de houblon', ' ', ' sucre ', ' acidifiant : acide citrique ', ' arôme naturel ', 'dont 39 % de rhum']",[],?,?,,?,,?,,?,0,0,50 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],['Gluten'],4,,,,['E330 - Acide citrique'],,,,,
1814,Chipolata,3250392334994,,['France'],[],[],?,258,1079 kj(258 kcal),21,"8,3",1,"0,8",15,"1,58","0,632",,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,21 g,en quantité élevée,8.3 g,en quantité élevée,0.8 g,en faible quantité,1.58 g,en quantité élevée,,+8%,+8%,+11%,+15%,-15%,+27%,-3%,-12%,-12%,18,+8%,D,+8%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,"['Viande-francaise', 'Viande-porcine-francaise']",,,,,,,,
1815,Pomme framboise - Pommette,3250392743253,['Pommette'],['France'],[],[],?,280,1172 kj(280 kcal),"0,5","0,1","15,2","13,6",0,0,0,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes framboise']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,13.6 g,en quantité élevée,0 g,en faible quantité,,+324%,+322%,+34%,-22%,+8%,+9%,-100%,-100%,-100%,1,,B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,['Sans sucre ajouté'],,,,,,,,
1816,Passata - Liel - 680g,3662444002360,['Liel'],['France'],"['Tomates', ""régulateur d'acidité : acide citrique "", 'E330']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,94,393 kj(94 kcal),"0,4",0,17,17,"4,5","1,6","0,64",680 g,A,"['Bocal', 'Verre']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",,['Italie'],0.4 g,en faible quantité,0 g,en faible quantité,17 g,en quantité élevée,1.6 g,en quantité élevée,,+81%,+93%,-63%,-100%,+194%,+278%,+185%,+260%,+260%,2,,B,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,,,1,"['en:gluten-free', 'Kascher', 'Kascher pareve', 'Sans conservateurs']",,,['E330 - Acide citrique'],,,,,
1817,Fruit Jam aprikose - Foodspring,4260363486163,['Foodspring'],"['France', 'Espagne']",[],[],?,99,414 kj(99 kcal),"0,1",0,35,"4,5","0,6","0,01","0,004",,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",,,0.1 g,en faible quantité,0 g,en faible quantité,4.5 g,en faible quantité,0.01 g,en faible quantité,,-54%,-54%,-47%,-100%,-33%,-91%,+36%,-7%,-7%,-4,-143%,A,-143%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,
1818,Tradizione,3245678168752,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,ice tea - Kruidvat,8717333626877,['Kruidvat'],['France'],[],[],?,23,96 kj(23 kcal),0,0,"5,5","5,2",0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,
1820,Cookies caramel au beurre salé,3259011244515,,['France'],[],['Sans huile de palme'],?,462,1933 kj(462 kcal),17,"4,1",70,33,"5,9","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France', 'en:palm-oil-free']",,,,,,,,
1821,Lion breakfast cereal bar - Nestlé,5900020033789,['Nestlé'],['France'],[],[],?,407,1703 kj(407 kcal),14,"6,9",61,25,"7,7","0,55","0,22",,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,,14 g,en quantité modérée,6.9 g,en quantité élevée,25 g,en quantité élevée,0.55 g,en quantité modérée,,-4%,-4%,-11%,+16%,+1%,-8%,+3%,+41%,+41%,18,+36%,D,+36%,,,,,,,,,,,,,,,,,,,
1822,Razor back - Ringwood - 500ml ℮,5011348018690,['Ringwood'],['France'],"[""malt d'orge""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,500 ml ℮,C,"['Glass bottle', 'Tidyman recycle']","['Boissons', 'Boissons alcoolisées', 'Bières']",,"['Ringwood Brewery', 'England']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Lidl'],['Gluten'],3,,,,,,Amber craft ale,,,
1823,maïs doux sans sucres ajoutés - Bonduelle,3083680071086,['Bonduelle'],['France'],[],[],?,?,,?,,?,,?,,,,A,['Conserve'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'Maïs doux en conserve']","['France', 'Sud-ouest de la France']",['France'],,,,,,,,,,,,,,,,,,,,,,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,,,"['Fruits et Légumes de France', 'Sans sucre ajouté', 'Sans OGM']",,"['EMB 40049', 'Bordères-et-Lamensans (Landes, France)', 'EMB 40133', 'Labenne (Landes, France)']",,,,,,
1824,Cidre Brut Normand - Cidrerie Dujardin,3272850009404,['Cidrerie Dujardin'],['France'],[],[],?,?,,?,,?,,?,0,0,,D,,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres bouchés']",,,,,,,,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,
1825,Lot de 2 filets de maquereaux à la tomate & aux petits légumes - Capitaine Cook,3250392775735,['Capitaine Cook'],['France'],[],[],?,236,987 kj(236 kcal),"19,6","3,6","2,5","1,4","11,9","0,93","0,372",,D,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,,19.6 g,en quantité modérée,3.6 g,en quantité modérée,1.4 g,en faible quantité,0.93 g,en quantité modérée,,+6%,+7%,+20%,-2%,+131%,+164%,-27%,-16%,-16%,4,-36%,C,-36%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,,
1826,Lapatania,7730406000023,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Confiture fruits mijotés favorite du roy - Francis Miot - 220g,3396748500825,['Francis Miot'],['France'],"['FAVORITE DU ROY PREPARATION DE FRUITS AU SUCRE DE CANNE/CANE SUGAR FRUIT SPREAD Ingredients fruits 60 % ', 'abricot 39 %', 'péche 18 %', 'framboise 3 %', 'sucre de Cane 39%is Concentre', 'extrait naturel de vaile', 'gélifiant: pectine Cissues de fruits', ',colorants: carminde c berry3 %', ' cane sugar 39 % concentrae hatain']",[],?,189,791 kj(189 kcal),"0,5","0,1",45,45,"0,5","0,01","0,004",220 g,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",,,0.5 g,en faible quantité,0.1 g,en faible quantité,45 g,en quantité élevée,0.01 g,en faible quantité,,-13%,-13%,+67%,+93%,-14%,-11%,-9%,-59%,-59%,10,+5%,C,+5%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,4,,,,['E440 - Pectines'],,,,,
1828,Duo Penotti,87172072,,['France'],[],[],?,568,2377 kj(568 kcal),36,"9,3",58,56,"2,7","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Olympic White - Mira - 25cl,3760259620073,['Mira'],['France'],"['eau de source', ""malt d'orge"", 'malt de blé ', 'dont gluten', 'houblons', 'levures', 'épices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,25 cl,C,"['Point vert', 'Bouteille en verre']","['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",,"['La Brasserie Mira', '370 Avenue Vulcain', '33260', 'La Teste de Buch', 'France']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Lidl'],"['Gluten', 'Malt de blé']",4,"[""nl:Médaille d'or Paris 2019""]",,"['EMB 33259E', ""Lugon-et-l'Île-du-Carnay (Gironde, France)"", 'EMB 33529E', 'Teste-de-Buch (Gironde, France)']",,,"Bière blanche, bière non filtrée non pasteurisée",,,
1830,Nesquik bio,2600439016146,,['France'],[],[],?,376,1573 kj(376 kcal),2,"0,7","76,6","24,9","8,5","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
1831,Cake pâtissier aux cerises - le temps des cerises,3517471135003,['le temps des cerises'],['France'],"['farine de blé ', 'gluten', 'oeufs entiers', 'cerises rouges confites 13% ', 'bigarreaux', 'sirop de glucose', 'sucre', 'colorant E127', 'raisins secs 12 % ', 'raisins ', 'huile de coton', 'beurre concentré 10% ', 'lait', ' ', 'colorant béta-carotène', 'sucre', 'humectant: glycérol', ""jaunes d'ceufs sucre inverti"", 'rhum', 'amandes effilées 2,7%', ""écorces d'oranges confites 2% "", ""écorces d'oranges"", 'sirop de glucose-fructose', 'sucre', 'sel', 'arômes', 'poudres à lever ', 'tartrates de potassium et carbonates de sodium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,381,1594 kj(381 kcal),16,"7,8",55,30,"5,3","0,4","0,16",,C,,"['Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']",,,16 g,en quantité modérée,7.8 g,en quantité élevée,30 g,en quantité élevée,0.4 g,en quantité modérée,,-2%,-2%,+4%,+76%,-2%,-10%,+10%,-32%,-32%,18,+8%,D,+8%,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,,"['Gluten', 'Lait']",4,['Saveurs en Or'],,,"['E127 - Érythrosine', 'E160ai - Bêta-carotène', 'E422 - Glycérol', 'E336 - Tartrates de potassium', 'E500 - Carbonates de sodium']",,,,,
1832,Chewing white - Mentos - 100g,80925170,['Mentos'],"['France', 'Suisse']","['Édulcorants ', 'xylitol ', '31%', ' sorbitol', 'mannitol', 'sirop de maltitol', 'aspartame', 'acésulfame-K', 'gomme base', 'extrait de réglisse', 'arômes', 'épaississant ', 'gomme arabique', 'fécule', 'maltodextrine', 'stabilisant ', 'glycérol', 'émulsifiants ', ""lécithine de soja sucroesters d'acides gras"", 'graisse de noix de coco', ""correcteur d'acidité "", 'carbonate acide de sodium', ""agent d'enrobage "", 'cire de carnauba', 'antioxygene ', 'E321', 'colorants ', 'curcumine', 'bleu brillant FCF']",[],?,168,703 kj(168 kcal),"0,4","0,4",66,0,0,"0,05","0,02",100g,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']",,,0.4 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.05 g,en faible quantité,,+5%,+5%,+103%,+245%,+5%,-100%,-100%,+134%,+134%,,,,,,,,,,,,,,4,,,,"['E967 - Xylitol', 'E421 - Mannitol', 'E965ii - Sirop de maltitol', 'E951 - Aspartame', 'E950 - Acésulfame K', ""E414 - Gomme d'acacia"", 'E422 - Glycérol', 'E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E903 - Cire de carnauba', 'E321 - Butylhydroxytoluène', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,
1833,Taboule - Garbit,3261055948496,['Garbit'],['France'],[],[],?,138,577 kj(138 kcal),3,"0,2",22,3,"4,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Nectarines Barquette - Alyroc - 1kg,8425653305005,['Alyroc'],['France'],[],[],?,?,,?,,?,,?,,,1 kg,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pêches', 'Nectarines']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,125,8436555872014,,['France'],[],[],?,?,,?,,?,,?,,,125,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Myrtilles', 'Myrtilles fraîches']",,,,,,,,,,,,,,,,,,,,,,,,,90.0%,0.0%,0.0%,5.0%,4.8%,0.2%,87,,,,"['Bio', 'Bio européen', 'ES-ECO-001-AN']",,,,,,,,
1836,Boisson énergisante - 500ml,5000382039631,,['France'],[],[],?,251,1050 kj(251 kcal),0,0,"13,8","13,8","0,4",0,0,500 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Mmmax - Milka,7622210702326,['Milka'],['France'],[],[],?,497,2079 kj(497 kcal),26,14,58,57,"6,1","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Miel de fleurs - Pudliszki,5900783000448,['Pudliszki'],['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1839,3700898211362,3700898211362,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Parmigiano reggiano râpé - naturalia - 50g,3700036906372,['Naturalia'],['France'],"['Lait de vache*', 'sel', 'présure', "" *Ingredient issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,402,1682 kj(402 kcal),30,20,0,0,32,"1,6","0,64",50 g,C,"['sachet plastique', 'à jeter']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages râpés', 'Parmigiano Reggiano']",,['Italie'],30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,+0%,+1%,+1%,+1%,-100%,,-1%,0%,0%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Naturalia'],['Lait'],3,"['Bio', 'Bio européen', 'IT-BIO-009', 'AOP']",,['IT 08-235 CE'],,,,,,
1841,Aiguillette de poulet - La nouvelle agriculture - 258g,0213329028673,['La nouvelle agriculture'],['France'],"['LA NOUVELLE AGRICULTURE Domien', 'dleveur Antigny', '85', ' LA MARQUE DES AGRICULTEURS VOLAILLE FRANÇAISE AIGUILLETTES DE POULET POULET ÉLEVÉ SANS TRAITEMENT ANTIBIOTIQUE NOURRI NÉ', 'ÉLEVÉ ET PRÉPARE SANS OGM ', '0,9%', ' EN FRANCE PCONSERS DE CUISSON:A LA POELE:6 MIN EN LES RETOURNANT A MI-CUISSON CONDITIONE SOUS ATMOSPHERE PROTECTRICE 1 ORIGINE FRANCE 6 AIGUILLETTES DE POULET ', 'LNA PLat 102%20 valas sutrnitionnelles novastes pour /94 Ce 13 BESSONNEAU 11 Jean Maurice Courge 03An', ' Mtws aies ']",[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",258g,D,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,-17%,-30%,-16%,-100%,-100%,+1%,-75%,-75%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1842,5410195031072,5410195031072,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
