,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,markets,additives,ingredients_origins,manufacturing,link,allergens,nova_score,generic_name,origin_detail,brand_owner,palm_ingredients,producer_info
1816,Lait Ribot Fermier - Le Craulois,3335030028289,['France'],['Lait frais entier pasteurisé et ferments lactiques'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,66,276 kj(66 kcal),"4,5","2,3","4,7","4,6","3,6",0,0,['Le Craulois'],,D,,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Laits', 'Boissons fermentées', 'Boissons lactées fermentées', 'Laits frais', 'Laits pasteurisés', 'Laits entiers']",4.5 g,en quantité modérée,2.3 g,en quantité modérée,4.6 g,en quantité modérée,0 g,en faible quantité,,+16%,+19%,+89%,+60%,-1%,+4%,+10%,-100%,-100%,16,+3276%,E,+3276%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,['Magasins U'],,,,,['Lait'],3,,,,,
1817,Pain d'épices aux figues - Le Manoir Des Abeilles - 250g,3335440210502,['France'],[],[],?,324,1356 kj(324 kcal),2,"0,1",71,41,"3,7","0,4","0,16",['Le Manoir Des Abeilles'],,A,250 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",2 g,en faible quantité,0.1 g,en faible quantité,41 g,en quantité élevée,0.4 g,en quantité modérée,,-4%,-5%,-43%,-92%,+0%,+1%,-15%,-8%,-8%,14,-1%,D,-1%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,['Film en plastique'],,,,,,,"['Œufs', 'Lait', 'Arachides']",,,,,,
1818,Pain d’epice - Maison PELTIER,3335440210519,['France'],"['miel de fleurs 45% ', 'farine de BLE française', 'cubes de figues 11% figues', 'farine de riz', 'sucre', 'OEUFS frais de France', 'BEURRE de France', ""poudres à lever carbonates de sodium et d'ammonium"", 'épices anis et cannelle', ' Présence possible de fruits à coque et arachides']",['Non végétalien'],?,324,1356 kj(324 kcal),2,"0,1",71,41,"3,7","0,38","0,152",['Maison PELTIER'],,B,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",2 g,en faible quantité,0.1 g,en faible quantité,41 g,en quantité élevée,0.38 g,en quantité modérée,,-4%,-5%,-43%,-92%,+0%,+1%,-15%,-13%,-13%,14,-1%,D,-1%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",,,,"['Œufs', 'Gluten', 'Lait', 'Arachides']",3,,,,,
1819,Confiture Extra D'abricots - Prosain - 350g,3335880001357,['France'],"['Abricots*', 'sucre de canne* non raffiné', "" Jus concentré de citron bio et pectine de fruits\r*Ingrédients issus de l'agriculture biologique""]",[],?,237,992 kj(237 kcal),"0,5","0,1","57,8","54,4","0,5","0,06","0,024",['Prosain'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,350 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0.5 g,en faible quantité,0.1 g,en faible quantité,54.4 g,en quantité élevée,0.06 g,en faible quantité,,+8%,+8%,+121%,+134%,+9%,+8%,-0%,+173%,+173%,11,+22%,D,+22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,"['Pot', 'Verre', 'Couvercle', 'Métal']",,,,['Abricots rouge du Roussillon 66'],['66670 bages'],http://www.prosain.fr/fr/confitures-et-marmelades/55-confiture-extra-d-abricots.html,,3,,,,,
1820,Maïs Doux - Prosain - 345g,3335880004648,['France'],"['Mais*', 'eau', 'sel de mer', "" *Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,103,431 kj(103 kcal),"1,4","0,5",18,"3,5",3,"0,575","0,23",['Prosain'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,345 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'Maïs doux en conserve']",1.4 g,en faible quantité,0.5 g,en faible quantité,3.5 g,en faible quantité,0.575 g,en quantité modérée,,+16%,+14%,-14%,+59%,+26%,-27%,+8%,+28%,+28%,-3,,A,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,"['Pot', 'Verre', 'Couvercle', 'Métal', 'Bocal en verre', 'Capsule en métal']",,['Biocoop Caluire'],,,,http://www.prosain.fr/fr/legumes/99-mais-doux.html,,3,Maïs doux biologique,,,,
1821,Jardiniere 3 Legumes - Prosain - 660g (égoutté : 425g),3335880005669,['France'],"['eau', 'petits pois* ', '37% minimum des légumes', 'jeunes carottes* ', '31% minimum des légumes', 'haricots verts* ', '21% minimum des légumes', 'sel de mer', ""\r*Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,49,205 kj(49 kcal),"0,5","0,1",7,"1,9","2,6","0,7","0,28",['Prosain'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,660 g (égoutté : 425 g),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Carottes', 'Petits pois', 'Haricots verts en conserve', 'Carottes en conserve', 'Petits pois en conserve']",0.5 g,en faible quantité,0.1 g,en faible quantité,1.9 g,en faible quantité,0.7 g,en quantité modérée,,+32%,+34%,+29%,+18%,+25%,-42%,+106%,+22%,+22%,-3,,A,,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,"['Pot', 'Verre', 'Couvercle', 'Métal', 'Bocal en verre', 'Capsule en métal']",,,,,,http://www.prosain.fr/fr/legumes/97-jardiniere-aux-3-legumes.html,,3,Jardinière 3 légumes biologiques,,,,
1822,Sauce Tomate Bio Parmesan Ricotta - ProSain - 200g,3335880005836,['France'],[],[],?,83,347 kj(83 kcal),"5,4",2,"4,7","3,9","3,9","1,1","0,44",['ProSain'],"['Bio', 'Ecocert', 'Fabriqué en France']",,200g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Capsule en métal', 'Bocal en verre']",,,,,,,,,,,,,
1823,Cannelloni a la brousse - Colomba,3336100000105,['France'],"['SEMOULE DE DUR DE QUALITÉ SUPÉRIEURE ', ' BROusSE 30,9% ', ' DE BREBIS', 'DE BREBIS', 'SEL', 'œuf', 'EAU', 'OIGNONS', 'BLETTES', 'crème UHT ', 'créé de LAIT', 'STABILISANT : E407 ', ' ÉMULSIFIANT : E472B', ' AMIDON POMME DE TERRE', 'SEL', 'AIL', 'MENTHE', 'FIBRE DE POIVRE BLANC']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,227,950 kj(227 kcal),"5,5",3,"34,6",3,9,"1,375","0,55",['Colomba'],,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Cannelloni préparés', 'Pâtes de blé dur', 'Pâtes aux œufs', 'Plats préparés frais', 'Pâtes fraîches', 'Pâtes fraîches aux œufs', 'Pâtes farcies au fromage', ""Pâtes de blé dur à l'œuf"", 'Pâtes fraîches au fromage', 'Cannelloni au fromage', 'Plats préparés au fromage']",5.5 g,en quantité modérée,3 g,en quantité modérée,3 g,en faible quantité,1.38 g,en quantité modérée,,-7%,-7%,+9%,+72%,-9%,+69%,+1%,+98%,+98%,5,+173%,C,+173%,72.9%,12.7%,5.5%,4.6%,2.4%,1.7%,66,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras""]",,,,"['Œufs', 'Lait']",4,,,,,
1824,Couronne de crevettes + sauce cocktail - Delpierre - 190g,3336370050374,['France'],"['+ savce cockta', 'e nukritionnelies']",[],?,180,753 kj(180 kcal),12,"1,1","1,9",0,17,"1,675","0,67",['Delpierre'],,D,190 g,"['Produits de la mer', 'Crustacés', 'Crevettes']",12 g,en quantité modérée,1.1 g,en faible quantité,0 g,en faible quantité,1.68 g,en quantité élevée,,+70%,+72%,+445%,+140%,+74%,-100%,-7%,+14%,+14%,5,+101%,C,+101%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,"['Barquette', 'sous atmosphère']","['FR 44.150.001 CE', 'Saint-Aignan-Grandlieu (Loire-Atlantique, France)']",,,,['Transformé en France'],,['Anhydride sulfureux et sulfites'],,Couronne de crevettes cuites réfrigérées et sauce cocktail,,,,
1825,Galette de sarrasin,3336413247006,['France'],[],[],?,185,774 kj(185 kcal),"1,9","0,4",34,"0,9","6,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Opercule en plastique'],"['EMB 22093K', ""Lamballe (Côtes-d'Armor, France)""]",['Magasins U'],,,,,,,,,,,
1826,Huile à la truffe - Cauvin,3336590102297,['France'],[],[],?,900,3766 kj(900 kcal),100,13,0,0,0,0,0,['Cauvin'],,,,['Huile à la truffe'],100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,,,,20,,E,,,,,,,,,,,,,,,,,,,,,,
1827,"Epoisses AOC au lait pasteurise GERMAIN, 23%MG, 250",3336660021886,['France'],"['lait pasteurisé sel Tements Marc de Bourgogne ', 'traces', ' A conserver entre +000 et +7bC', ""50% 'MQIES"", ' NL : Zachte kaas van geoasteüriseerde melk', ' Inarediënten: gepas - teutiseerde melk,3 fermenten', 'Marc de Bourgogne ', 'sporen', ' Koel bewaren tussen +00C en +700 50% VQbs', ' Valeurs nutitionnelles pour IOWGemiddelde voedingswaarde per 100g: EwgiaEneroie 1191 kJ/']",[],?,290,1213 kj(290 kcal),24,17,1,"0,3",17,"1,8","0,72",['Germain'],,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', 'Époisses']",24 g,en quantité élevée,17 g,en quantité élevée,0.3 g,en faible quantité,1.8 g,en quantité élevée,,+1%,+1%,+1%,+1%,+27%,+111%,0%,-2%,-2%,15,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Barquette', 'Film en plastique']","['FR 52.092.001 CE', 'Chalancey (Haute-Marne, France)', 'FR 52.405.001 CE', 'Prauthoy (Haute-Marne, France)']",,,,,,,,,,,,
1828,Smiley snaks - SmileyWorld,3336971511038,['France'],"['amidon de maïs et pomme de terre', 'pomme de terre en poudre', 'huile de tournesol', 'farine de BLÉ', 'chapelure de BLÉ', 'base aromatisante salée ', 'LACTOSE', 'sel', 'farine de BLÉ', 'FROMAGE en poudre', 'sucre', 'arôme naturel', 'extrait de levure', 'colorant : extrait de paprika', 'sucre', ""émulsifiant : mono - et diglycerides d'acides gras"", 'épice', "" Traces éventuelles d'arachides"", "" Conseils de conservation : à conserver dans un endroit sec et à l'abri de la chaleur et de la lumière"", ' Après ouverture', 'bien refermer le sachet', ' Producto de aperitivo de patata horneado', 'sabor salado Ingredientes: almidôn de maiz y patata', 'patata en pos aceite de harina de TRIGO', 'pan rallado de TRIGO', 'salada ', 'LACTOSAq sal', 'd QUESO azucar', 'aroma natural,?it? de \\evadura', 'extracto de pimentôn', 'azücar', 'emu\\gente?', ' mono y diglicéridos de acidos grasos', 'especia', ' Puede contener trazas de cacahuetes', ' consejos de conservaci6n: en un lugar frescot', ' Poca luz Una la bolsa', 'asegürese de que vuelva a quedar']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,481,2013 kj(481 kcal),"22,5","2,9","64,1","6,1","4,4",2,"0,8",['SmileyWorld'],,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",22.5 g,en quantité élevée,2.9 g,en quantité modérée,6.1 g,en quantité modérée,2 g,en quantité élevée,,-6%,-6%,-24%,-6%,+18%,+160%,-23%,+50%,+50%,17,+45%,D,+45%,,,,,,,,,,,"['E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,"['Gluten', 'Lait']",4,,,,,
1829,Sauce tomate à la provençale - Les Mets De Provence,3337730909059,['France'],[],[],?,70,293 kj(70 kcal),"4,3","0,5","6,6","6,6","1,3","0,8","0,32",['Les Mets De Provence'],"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Pruneaux purée,3338043602064,['France'],[],[],?,43,180 kj(43 kcal),"0,5","0,1",25,18,"0,8",0,0,,"['Bio', 'Bio européen', 'FR-BIO-10', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Confiture extra peche framboise,3338044200207,['France'],[],[],?,240,1004 kj(240 kcal),"0,5","0,1",57,57,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Confiture Extra Pêches - J.M.Chatelain,3338044200276,['France'],"['?pêcheç 55%', ""sucre 45%,pectine si lesfrlits n 'en contenaientpztf suffisamment"", ' Teneur totale en sucre 55gpour 100g A consommer depréférence avant le : date indiquée sur le couvercle A conserver à +50C après ouverture Poids nev 420g']",[],?,229,958 kj(229 kcal),"0,5","0,1",55,55,"0,5",0,0,['J.M.Chatelain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E440 - Pectines'],,,,,4,,,,,
1833,Gelée de framboises -  - 420g,3338044202133,['France'],[],[],?,236,987 kj(236 kcal),"0,5","0,1",57,52,0,0,0,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",C,420g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de framboises']",0.5 g,en faible quantité,0.1 g,en faible quantité,52 g,en quantité élevée,0 g,en faible quantité,,-4%,-4%,+93%,+241%,-5%,-10%,-100%,-100%,-100%,12,+3%,D,+3%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
1834,confiture de figues - Miguelgorry - 320g,3338449001065,['France'],"['Figue ', 'origine: non UE', ' 66%', 'sucre', 'gélifiant : pectine de fruïts', 'jus de citron concentré']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,187,782 kj(187 kcal),"0,2","0,2","44,6","43,8","0,9","0,02","0,008",['Miguelgorry'],,D,320g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",0.2 g,en faible quantité,0.2 g,en faible quantité,43.8 g,en quantité élevée,0.02 g,en faible quantité,,-19%,-20%,-56%,+200%,-19%,-18%,+22%,+8%,+8%,10,+6%,C,+6%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['E440 - Pectines'],,,,,4,,,,,
1835,Raviolis aux porcs et crevettes - EA SARL - 200g,3339230006719,['France'],"['Viande de porc ', '54 %', ' origine France', 'feuille de raviole ', ' 36 %', ' ', 'farine de blé', ' eau', 'gluten', 'amidon de maïs', 'épices', 'crevettes ', '4 %', ' ', 'crustacé', 'fécule de pomme de terre', 'sel', 'huile de sésame', 'poivre', 'exhausteur de goût : E621']","['Non végétalien', 'Non végétarien']",?,185,774 kj(185 kcal),"2,92","0,9","20,9","1,31","16,4","1,03","0,412",['EA SARL'],,,200 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes fraîches', 'Plats au porc', 'Ravioli']",2.92 g,en faible quantité,0.9 g,en faible quantité,1.31 g,en faible quantité,1.03 g,en quantité modérée,,-28%,-28%,-49%,-63%,-46%,-45%,+67%,+15%,+15%,1,-76%,B,-76%,,,,,,,,"['Frais', 'Plastique']","['FR 94.081.006 CE', 'Vitry-sur-Seine (Val-de-Marne, France)']",,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,,,"['Crustacés', 'Gluten', 'Graines de sésame']",4,Raviolis aux Porcs et Crevettes,,,,
1836,Haricots Verts Extra Fins - M. de TURENNE,3339330500193,['France'],"['haricots verts', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,26,109 kj(26 kcal),"0,2",0,3,"0,8","1,6","0,75","0,3",['M. de TURENNE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Moutarde à l'ancienne au vinaigre de cidre - M. de TURENNE - 200g,3339331500055,['France'],"['vinaigre de cidre 51,3% ', 'sulfites', 'graines et téguments de moutarde', 'eau', 'sel']",[],?,169,707 kj(169 kcal),13,"0,9","2,4","1,7","7,2","5,1","2,04",['M. de TURENNE'],,C,200 g,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', ""Moutardes à l'ancienne""]",13 g,en quantité modérée,0.9 g,en faible quantité,1.7 g,en faible quantité,5.1 g,en quantité élevée,,+4%,+5%,+15%,+13%,-48%,-31%,-1%,+3%,+3%,12,+21%,D,+21%,55.3%,14.9%,23.7%,4.6%,1.5%,0.0%,73,,,,,,,,['Anhydride sulfureux et sulfites'],3,,,,,
1838,velouté printanier aux petits pois - M de turenne,3339332500405,['France'],[],[],?,34,142 kj(34 kcal),"1,5","0,3","3,5","3,2","1,3","0,8","0,32",['M de turenne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Pechalou abricot,3339520014332,['France'],[],[],?,100,418 kj(100 kcal),3,2,"14,5","13,9","3,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Saumon fumé - Suempol,3339790005047,['France'],"['Saumon fumé ', 'Satmo salaà 97 % ', 'élevé en Norvège', 'sel', ' Va!eurs']","['Non végétalien', 'Non végétarien']",?,183,766 kj(183 kcal),10,"1,48","1,5","0,5",22,3,"1,2",['Suempol'],,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",10 g,en quantité modérée,1.48 g,en faible quantité,0.5 g,en faible quantité,3 g,en quantité élevée,,-1%,-1%,-5%,-28%,+204%,+50%,-0%,+6%,+6%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,['Poisson'],3,,,,,
1841,Gâteau Corse figues et noix - Afa Biscuiterie - 380g,3339882000318,['France'],"['Œufs', 'farine de blé', 'sucre', 'figues séchées 14 %', 'huile de tournesol', 'noix 3,5 %', 'sucre inverti', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,371,1552 kj(371 kcal),"17,31","2,08","45,25","27,52","6,66","0,625","0,25",['Afa Biscuiterie'],"['Point Vert', 'Fabriqué en France', 'en:palm-oil-free', 'Fabriqué en Corse']",,380 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux aux noix']",17.3 g,en quantité modérée,2.08 g,en quantité modérée,27.5 g,en quantité élevée,0.625 g,en quantité modérée,,-21%,-21%,-35%,-78%,-4%,-5%,-12%,+88%,+88%,14,-27%,D,-27%,,,,,,,,"['Sachet', 'Plastique']",,,"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",,"['Corse', 'France']",,"['Œufs', 'Gluten', 'Fruits à coque']",4,,,,,
1842,Pates De Fruits Mini - Leicht Saure Mini Pastillen - Cruzilles,3339900075489,['France'],"['Noix de Coco : Pulpes de fruits 64% ', 'noix de coco 37 c Mandarine : Pulpes de fruits 51 % ', 'mandarine ', ' 390 abricot : ? 12 C : Pulpes de fruits 50% ', 'passion : 22 C/o', 'pamrrìQ : 1996', 'mangue Citron Vert : Pulpes de fruits 52 % ', 'pommc 37 : Pulpes de fruits 51 abricot : 1200', 'Sucre', 'sirop de glucose de F,iQ -!ifientn pectines', 'arômes naturels ', 'noix de coco', 'mandarine', 'passion', 'pampiemousse', ' avec autres arOpnes naturels', 'ae citron', 'acide citrique', 'acide malicqe', 'colorçA*ts']","['Non végétalien', 'Non végétarien']",?,350,1464 kj(350 kcal),"2,2",2,81,72,"0,6","0,15","0,06",['Cruzilles'],,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",2.2 g,en faible quantité,2 g,en quantité modérée,72 g,en quantité élevée,0.15 g,en faible quantité,,+11%,+11%,+547%,+1567%,+7%,+8%,-8%,+25%,+25%,10,+21%,C,+21%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,['E330 - Acide citrique'],,,,,4,,,,,
1843,Broyé du poitou aux pepites de chocolat - Biscuiterie Augureau,3340292019807,['France'],[],[],?,498,2084 kj(498 kcal),"23,7","12,8","64,6","26,1","5,8","0,2","0,08",['Biscuiterie Augureau'],,,,['Broyés poitevins'],23.7 g,en quantité élevée,12.8 g,en quantité élevée,26.1 g,en quantité élevée,0.2 g,en faible quantité,,-3%,-2%,-5%,-21%,+2%,+3%,-3%,-54%,-54%,21,-5%,E,-5%,,,,,,,,,,,,,,,,,,,,,
1844,Galettes poitevines - Augereau,3340296270105,['France'],"['Farine ce froment ', 'gluten', 'sucre', 'margarine végétale', 'beurre frais ', 'lait', 'oœuf? frelo sel', 'Fabriqué sur une ligne c', ' peuvent être utilisés desfruit', ' coque', ' Valeurs énérqét et valeurs énérgétiques ,']","['Non végétalien', 'Non végétarien']",?,504,2109 kj(504 kcal),"22,57","15,62","69,68","23,15","5,62","0,225","0,09",['Augereau'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",4,,,,,
1845,Terrine de canard aux figues artisanales - Saveur Des Mauges,3340584105447,['France'],"['Poitrine et gorge de porc origine France', '51%', ' viande de canard ', '22%', ' LAIT frais', 'oignons', 'foie de canard ', '3,6%', ' OEUFS entiers', 'figues ', '2', '2%', ' amidon', 'cognac', 'sel de Guerande', 'proteine de LAIT', 'LACTOSE dextrose', 'poivre', 'ail']","['Non végétalien', 'Non végétarien']",?,260,1088 kj(260 kcal),22,"8,7","4,2","0,9",12,"2,1","0,84",['Saveur Des Mauges'],,D,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",22 g,en quantité élevée,8.7 g,en quantité élevée,0.9 g,en faible quantité,2.1 g,en quantité élevée,,-15%,-15%,-16%,-8%,+144%,+45%,-15%,+37%,+37%,20,+12%,E,+12%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,"['Œufs', 'Lait']",4,,,,,
1846,Chipolatas au herbes,3340584106420,['France'],[],[],?,230,962 kj(230 kcal),19,7,"0,6","0,6",18,"1,9","0,76",,"['en:gluten-free', 'Sans colorants']",E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",19 g,en quantité modérée,7 g,en quantité élevée,0.6 g,en faible quantité,1.9 g,en quantité élevée,,-8%,-8%,-5%,-9%,-53%,-3%,+20%,+7%,+7%,16,-7%,D,-7%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,
1847,Terrine Aux 3 Foies Saveurs Des Mauges,3340584108196,['France'],"['Poitrine de porc et gorge de porc origine France', '46%', ',foie de porc', '18%', 'gras de porc,foie de poulet', '9%', ',oignons', 'foie de canard', '4,5%', ',amidon', 'graisse de canard,cognac sel,épices', 'dont MOUTARDE', ',arômes,dextrose', ""antioxydants:E316,E301,trace éventuelles d'OEUFS et de LACTOSE""]","['Non végétalien', 'Non végétarien']",?,314,1314 kj(314 kcal),26,"9,4","4,6","1,4",16,"1,7","0,68",['Saveurs des mauges'],['en:gluten-free'],,,['Terrines'],26 g,en quantité élevée,9.4 g,en quantité élevée,1.4 g,en faible quantité,1.7 g,en quantité élevée,,+4%,+5%,+1%,-1%,+112%,+79%,+14%,+11%,+11%,19,+7%,E,+7%,,,,,,,,,"['EMB 49239A', 'Pin-en-Mauges (Maine-et-Loire, France)', 'FR 49.239.001 CE', 'Pin-en-Mauges (Maine-et-Loire, France)']",,"['E316 - Érythorbate de sodium', 'E301 - Ascorbate de sodium']",,,,['Moutarde'],4,,,,,
1848,Andouille Audrey - Saveurs des mauges,3340584108790,['France'],"['ANDOUILLE et gorges de porc origine France,sel poivre', 'arômes,farine de MOUTARDE', 'conservateur: E250,arôme de fumée', 'enveloppe boyau naturel de porc reconstitué,colorant de surfacef150a']",[],?,258,1079 kj(258 kcal),17,"9,2","0,7",0,25,"2,14","0,856",['Saveurs des mauges'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,['Moutarde'],4,,,,,
