,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,allergens,additives,generic_name,link,palm_ingredients,origin_detail
863,Sauce curry ketchup,5425021580167,['France'],[],[],?,75,"0,2","35,6",1,314 kj(75 kcal),"0,1","31,5","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Végétop,5410488821984,['France'],[],[],?,341,31,15,2,1427 kj(341 kcal),24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,Filet mignon porc fume,2215688060804,['France'],[],[],?,142,"4,6","0,7","24,2",594 kj(142 kcal),"1,7","0,5","1,55","0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Patates douces en morceaux congeles - Picard,3270160878192,['France'],[],[],?,60,"0,5",14,"0,5",251 kj(60 kcal),"0,1","8,1",,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore A']",,,,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Emmental 31% MG lait cru,0201502013516,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['E.Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Les Carrés Crémeux - Milbona,4056489278689,['France'],[],[],?,301,"28,5","2,5","8,5",1259 kj(301 kcal),19,"2,5","1,2","0,48",,,,,,['Milbona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Douceur de 9 légumes,3011100023995,['France'],[],[],?,434,20,51,8,1816 kj(434 kcal),12,22,"6,5","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Sirop chocolat et baies roses,3760037589356,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Mélange Wasabi,0227247019811,['France'],[],[],?,500,27,42,20,2092 kj(500 kcal),"7,1",7,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Escalopes de dinde,3760177215689,['France'],[],[],?,369,1,0,"19,5",1544 kj(369 kcal),"0,4",0,"1,5","0,6",,,D,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,1 g,en faible quantité,1.5 g,en quantité modérée,,+205%,-24%,-100%,-15%,+171%,+171%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,0.4 g,en faible quantité,0 g,en faible quantité,+206%,-1%,-100%,5,,C,,,,,,,
873,Pappa completa verdure,8000050548509,['France'],[],[],?,61,90,"8,5","2,8",255 kj(61 kcal),"0,3",1,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Haricot rouge,3347430022224,['France'],[],[],?,337,1,"61,3","22,5",1410 kj(337 kcal),"0,2","2,1",,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Rillettes de Thon blanc Germon,3660902002839,['France'],[],[],?,221,15,"1,5",20,925 kj(221 kcal),"2,4","1,5",1,"0,4","['FR 29.046.500 CE', 'Douarnenez (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Confiture extra Pêche Fraise,3760085002067,['France'],[],[],?,0,0,55,0,0 kj(0 kcal),0,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Native lean gainer,3662072060343,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Suchis,,['France'],[],[],?,123,32,61,9,515 kj(123 kcal),16,4,22,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Tarte aux myrtilles,,['France'],[],[],?,319,14,42,"4,5",1335 kj(319 kcal),"8,4",24,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Chips paysanne nature,3560071261788,['France'],[],[],?,541,34,51,"5,4",2264 kj(541 kcal),"2,8","0,5","1,1","0,44",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Fromage p'tit Basque pur brebis 600g,2890676058904,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Yaourts aux fruits,3701184800093,['France'],[],[],?,89,3,12,"3,4",372 kj(89 kcal),"1,9",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Tenders poulet panées,3230890004254,['France'],[],[],?,208,"7,8",18,16,870 kj(208 kcal),"1,1","0,8","0,9","0,36","['FR 85.233.001 CE', 'Saint-Jean-de-Beugné (Vendée, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Museau de boeuf,3700155207381,['France'],[],[],?,126,"9,3","0,6","9,7",527 kj(126 kcal),1,"0,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Sardines au naturel - Auchan - 135g,3596710488230,['France'],[],[],?,151,"6,2","0,5",23,632 kj(151 kcal),"2,2","0,5","0,65","0,26",,"['Nutriscore', 'Nutriscore B']",D,135 g,"['Conserve', 'métal']",['Auchan'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve']",,,,,6.2 g,en quantité modérée,0.65 g,en quantité modérée,,-35%,-61%,-11%,+12%,-30%,-30%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,2.2 g,en quantité modérée,0.5 g,en faible quantité,-34%,-39%,+66%,0,-100%,B,-100%,,,,,,
886,Kirsche Schorle,4005906002802,['France'],[],[],?,28,"0,5","6,8","0,5",117 kj(28 kcal),"0,1","6,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Baklava grèque,2006050030088,['France'],[],[],?,417,10,73,8,1745 kj(417 kcal),2,35,"0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Sauce piment sriiracha - Suree,0501442343651,['France'],[],[],?,?,?,?,?,,,,,,,,,,,['Suree'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Mortadelle - Casa Florina,3700656407808,['France'],[],[],?,271,24,0,14,1134 kj(271 kcal),9,0,2,"0,8",,,E,,,['Casa Florina'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Mortadelle']",,,,,24 g,en quantité élevée,2 g,en quantité élevée,,-4%,+0%,-100%,-4%,-13%,-13%,73.5%,18.1%,3.9%,1.2%,0.7%,2.6%,24,9 g,en quantité élevée,0 g,en faible quantité,-2%,+3%,-100%,19,-5%,E,-5%,,,,,,
890,Dates,6281101734634,['France'],[],[],?,331,4,80,"2,8",1385 kj(331 kcal),0,73,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Rosette pur porc noisettes tranchée sans peau,0208905042907,['France'],[],[],?,503,"42,5",3,"32,5",2105 kj(503 kcal),"13,2","2,1","4,3","1,72","['FR 69.027.063 CE', 'Brignais (Rhône, France)']",,D,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Rosettes']",,,,,42.5 g,en quantité élevée,4.3 g,en quantité élevée,,+38%,+49%,+55%,+27%,-5%,-5%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,13.2 g,en quantité élevée,2.1 g,en faible quantité,+38%,+16%,+45%,26,+11%,E,+11%,,,,,,
892,Mix de graines non salées - Nature Bio - 100g,3257987245147,['France'],[],[],?,629,52,15,22,2632 kj(629 kcal),"8,7","5,4",,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore B']",,100 g,,"['Nature Bio', 'Cora']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Salted Caramel & Australian Macadamia,5900130030692,['France'],[],[],?,361,21,38,"3,8",1510 kj(361 kcal),12,32,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Saucisson sec,8501700878774,['France'],[],[],?,381,29,"2,9",27,1594 kj(381 kcal),12,"2,9","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,glace bio fromage blanc fraise - ferme de la grande Dennerie - 500ml,3770000402056,['France'],"['Ferme CEATIFIE AB de CERTIFIE PAR FR-BIO-12 AGRICULTURE ORIGINE UE /NON UE La Grande Dennerie BIOLOGIQUE GLACE BIO FROMAGE BLANC FRAISE ngrédients:lait écrèmè', 'fromage blanc', 'sucre de canne', 'Fraises morceaux 4', '5%', 'beurre*', 'sucre invertie lait écrèmè en poudre', 'amidon de manioc', 'citron jus simple', 'arôme naturel de fraise', 'gomme de guar* et caroube lait origine France', "" ingrédient issu de l'agriculture biologique"", ' Conservation à - 18 C Ne pas recongeler un produit décongelé Volume : 500 ml poids net minimum garanti : 380 gr DDM: 13/04/2023 Lot: 516 B FR 16357 002 CE 770000 402056']",['Non végétalien'],?,?,?,?,?,,,,,,"['FR 16.357.002 CE', 'Saint-Vallier (Charente, France)']","['Bio', 'Bio européen', 'FR-BIO-12', 'AB Agriculture Biologique']",B,500 ml,['Plastique'],['ferme de la grande Dennerie'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Glace en pot']",['France'],['16320 Blanzaguet st Sybard'],,4,,,,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,,['Lait'],['E412 - Gomme de guar'],,https://www.google.com/url?sa=t&source=web&rct=j&url=https://lagrandedennerie.com/&ved=2ahUKEwi71ZfR5brwAhUIBGMBHcNVCZkQFjAAegQIBBAC&usg=AOvVaw358LVth6MzH77hhE0lQ-L6,,
896,Palets Soja - Nat&vie - x2,990530101030771744,['France'],[],"['Végétalien', 'Végétarien']",?,141,"5,2","4,3",16,590 kj(141 kcal),"0,6","2,7","1,2","0,48",,"['Végétarien', 'Végétalien']",,x2,['Carton'],['Nat&vie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Filet de pangas sans peau,3265221910201,['France'],[],[],?,210,"0,84",0,10,879 kj(210 kcal),"0,29",0,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Chateau maucoil,3544840002154,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,National Embarrassmints,0814229008248,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Jus de pomme de terre et carvi - Voelkel,4015533044724,['France'],[],[],?,75,"0,5",16,2,314 kj(75 kcal),"0,1","3,5",,,,"['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter', 'AB Agriculture Biologique']",,,,['Voelkel'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Jus et nectars', 'Boissons aux légumes', 'Jus de légumes']",,,,,0.5 g,en faible quantité,,,,+188%,+192%,+200%,+195%,,,,,,,,,,0.1 g,en faible quantité,3.5 g,en quantité modérée,+191%,+215%,-25%,,,,,,,,,,
901,Bravo Sunny Strawberry,9008700152907,['France'],[],[],?,27,"0,5","6,2","0,5",113 kj(27 kcal),"0,1",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Ravioli Pistou/basilic,3308090004319,['France'],[],[],?,223,"3,3","38,5","8,4",933 kj(223 kcal),"2,1","3,3","0,75","0,3",,,,,,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli']",,,,,3.3 g,en quantité modérée,0.75 g,en quantité modérée,,+21%,-39%,+55%,+13%,-24%,-24%,,,,,,,,2.1 g,en quantité modérée,3.3 g,en faible quantité,+20%,+2%,+24%,2,-51%,B,-51%,,,,,,
903,Райская птица,4260428460817,['France'],[],[],?,408,14,68,"1,6",1707 kj(408 kcal),"7,3","7,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Comté - Netto - 100g,0211944026241,['France'],[],[],?,418,34,1,27,1749 kj(418 kcal),24,"0,5","0,85","0,34",,,D,100 g,,['Netto'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,34 g,en quantité élevée,0.85 g,en quantité modérée,,-0%,-2%,+116%,+0%,+1%,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,24 g,en quantité élevée,0.5 g,en faible quantité,-0%,+6%,+87%,13,0%,D,0%,,,,,,
905,Whey HT,9988778130000,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",,,,,,,,,,,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,,,,,,,,,,
906,Saint emilin grand cru,4056489277095,['France'],[],[],?,51,0,1,"0,15",213 kj(51 kcal),0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Cancoillotte à l'ail - Saveurs de nos régions,4056489370130,['France'],[],[],?,155,11,"0,5",14,649 kj(155 kcal),"7,2","0,5","1,7","0,68",,,B,,['Frais'],['Saveurs de nos régions'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte fondue', 'Cancoillottes']",['France'],,,,11 g,en quantité modérée,1.7 g,en quantité élevée,,+2%,+9%,-28%,-3%,+22%,+22%,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,7.2 g,en quantité élevée,0.5 g,en faible quantité,+3%,+9%,+43%,10,+27%,C,+27%,,,,,,
908,Comté AOP fruité rivoire,2480127024147,['France'],[],[],?,418,35,"0,5",27,1749 kj(418 kcal),23,"0,5","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Moutardes au miel d'acacia et fleur d'oranger,8714100693728,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Winiary Nasza Specjalno Zupa Grzybowa 48 G,7613033000546,['France'],[],[],?,24,"0,6","3,9","0,7",100 kj(24 kcal),"0,4","0,3","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Pain hot dog,3254950009089,['France'],[],[],?,260,"3,7",46,"8,8",1088 kj(260 kcal),"0,7","6,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Apéricub,3073781148671,['France'],[],[],?,243,"19,5",5,12,1017 kj(243 kcal),13,5,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,anosteké,3770000661453,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Biere,5412983329026,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Vive,3760269850194,['France'],[],[],?,14,0,"3,4",0,59 kj(14 kcal),0,"3,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Rillettes de maquereau,3277510007622,['France'],[],[],?,244,20,"4,7",12,1021 kj(244 kcal),"9,2","1,4","1,15","0,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Rillettes de sardines au piment d’Espelette,3277510007653,['France'],[],[],?,246,20,"2,6",14,1029 kj(246 kcal),"7,4","0,7","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Olives dènoyaytées à la grecque,3017239004843,['France'],[],[],?,289,28,"2,2","1,7",1209 kj(289 kcal),"3,8","2,2",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Crème glacée chocolat caramel salé et arachides,0062942002795,['France'],[],[],?,170,9,20,2,711 kj(170 kcal),5,14,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Keto toast,1131827,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Milka oreo white,87696882,['France'],[],[],?,556,33,60,"4,6",2326 kj(556 kcal),18,54,"0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Port salut,2890664017586,['France'],[],[],?,314,26,0,20,1314 kj(314 kcal),"17,5",0,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Algérienne spicy,5420058016030,['France'],[],[],?,516,52,"10,1","1,5",2159 kj(516 kcal),3,"9,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Goyave rose de Martinique,3434471008123,['France'],[],[],?,51,0,12,0,213 kj(51 kcal),0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Compound lg,0840222000101,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Semoule,6194043402472,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Yop,3329770078628,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Pâte de haricots blanc,4904851800139,['France'],[],[],?,319,"0,9","69,4","8,3",1335 kj(319 kcal),0,"62,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Taste Easy  Red Curry Kit,5055036977616,['France'],[],[],?,133,10,"8,9","1,7",556 kj(133 kcal),"8,7","2,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Cabernet d’Anjou,3250393007583,['France'],[],[],?,?,?,?,?,,0,0,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Eau aromatisée citron citron vert sans sucre - Auchan,2506746129190,['France'],[],[],?,?,?,?,?,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Light la vera panna,8007990131907,['France'],[],[],?,283,"28,4","4,2","2,8",1184 kj(283 kcal),19,"4,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Raibi,5425023531303,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Berlingots de Carpentras,3760079221597,['France'],[],[],?,387,0,97,0,1619 kj(387 kcal),0,64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Guimauve cricks,2600687013515,['France'],[],[],?,433,19,61,4,1812 kj(433 kcal),13,51,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,sauce crudités nature - rustica,11242123,['France'],[],[],?,?,?,?,?,,,,,,,,,,,['Rustica'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Confiture de fraises,2010000172995,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Caramels au beurre salé,3760107840264,['France'],[],[],?,427,"11,8","77,7","2,7",1787 kj(427 kcal),0,7,"0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Tteokbokki,8809083498177,['France'],[],[],?,250,"1,389","54,167","4,167",1046 kj(250 kcal),0,"9,722","1,493","0,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Jambon Cuit à L'italienne Tranché,0060085051472,['France'],[],[],?,127,"4,55","3,64","16,36",531 kj(127 kcal),"1,82","3,64",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,LOUISE,3596710445714,['France'],[],[],?,11,11,11,11,46 kj(11 kcal),11,11,11,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Brie de Meaux,2463318021194,['France'],[],[],?,278,"22,8","0,5","20,9",1163 kj(278 kcal),"16,2","0,5","1,7","0,68","['FR 55.442.001 CE', 'Raival (Meuse, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,E-liquide,3760242548827,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Mayonnaise,5425030794180,['France'],[],[],?,730,"80,3",1,"1,6",3054 kj(730 kcal),"6,3","0,1","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Graine de cumin moulue - Cha\'s Organics,0806253001524,['France'],[],[],?,?,?,?,?,,,,,,,,,,,"[""Cha\\'s Organics""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Paprika fumé - Mère Nature Biologique,0621898095536,['France'],[],[],?,?,?,?,?,,,,,,,,,,,['Mère Nature Biologique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Filets de poulet,2227365064487,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Filets de Poulet,3230890050329,['France'],[],[],?,113,"2,3",0,23,473 kj(113 kcal),"0,7",0,"0,11","0,044",,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Confiture de Mures,3000000110027,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Select n•6,3289196820181,['France'],[],[],?,30,0,"7,5",0,126 kj(30 kcal),0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Ketchup,3441260001302,['France'],[],[],?,231,"7,8",37,"2,7",967 kj(231 kcal),"1,1",35,"0,74","0,296",,,B,,,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,,,,7.8 g,en quantité modérée,0.74 g,en quantité modérée,,+118%,+3097%,+63%,+108%,-63%,-63%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,1.1 g,en faible quantité,35 g,en quantité élevée,+120%,+1632%,+79%,13,+7%,D,+7%,,,,,,
952,Mini Roitelet-150 MG Calcium 31 %,3073780821995,['France'],[],[],?,329,29,0,17,1377 kj(329 kcal),21,0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Pain chocolat beurre x8,0266011032144,['France'],[],[],?,?,?,?,?,,,,"0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Nectar d’abricot,3760096404973,['France'],[],[],?,57.599998474121,"0,085","12,9","0,4",241 kj(57 kcal),"0,085","12,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Brioche coupée,2864200019747,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Confiture extra de framboise,3665000345260,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Saucisse de Toulouse,3420230001924,['France'],[],[],?,?,?,?,?,,,,,,"['EMB 12183B', 'Plaisance (Aveyron, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Mix pour pain aux graines,5415196005763,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,M&M’s Crispy,5056357903407,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,7704124912838,7704124912838,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Lite lemon bhel mixture,8904281501602,['France'],[],[],?,128,"6,9","14,1","2,3",536 kj(128 kcal),1,"2,25","0,134","0,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Confiture de châtaigne d'Ardèche,070701,['France'],[],[],?,?,?,?,?,,,,,,,,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons', ""Confiture de châtaigne d'Ardèche""]",,,,,,,,,,,,,,,,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,,,,,,,,,,,
963,Petits pains x6 - E.Leclerc,3070005001026,['France'],[],[],?,?,?,?,?,,,,,,,,,,,['E.Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
