,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,brand,categories,labels,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,traceability_code,brand_owner,additives,allergens,nova_score,generic_name,ingredients_origins,manufacturing,link
840,Cœur à  croquer - Le Comptoir de Mathilde,3700961304137,['France'],[],[],?,?,,?,,?,,?,,,,,['Le Comptoir de Mathilde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,0264171430411,0264171430411,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Soufflés goût cacahuète,3760020821661,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,Yeti pengo pile,3332792001789,['France'],[],[],?,?,,?,,?,,?,,,,,['Yeti'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Vaniljajäätelö Mada,8717524104603,['France'],[],[],?,285,1192 kj(285 kcal),"17,4","10,6","22,7","18,6",46,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Saucisson sec supérieur,2678236043566,['France'],[],[],?,407,1703 kj(407 kcal),33,12,"1,5","0,9",26,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,VDP Rouge Le Temps Des Gitans,3660995060754,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,Tarte au citron meringué - 650g,,['France'],[],[],?,378,1582 kj(378 kcal),17,11,49,37,"5,7","0,2","0,08",C,650 g,,"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes au citron', 'Biscuit sec nappé aux fruits', 'Tartes au citron meringuées']",,,17 g,en quantité modérée,11 g,en quantité élevée,37 g,en quantité élevée,0.2 g,en faible quantité,,+9%,+9%,+16%,+22%,+4%,+10%,+12%,-7%,-7%,22,+15%,E,+15%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,,,,,,,,,,
848,Samia Dürüm - 490g,2276630829993,['France'],[],[],?,297,1243 kj(297 kcal),"6,5","2,9",50,"2,6","7,8","1,7","0,68",,490 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Pur jus de légumes et fruits issus de maraîchers locaux,3770008946026,['France'],[],[],?,43,180 kj(43 kcal),"0,14","0,04","9,7",9,"0,27","0,03","0,012",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Nectarine,8429736001228,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Glace,3770013312342,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Sauce béarnaise,87597585,['France'],[],[],?,253,1059 kj(253 kcal),23,15,"7,3","1,1","3,1","0,24","0,096",D,,,"['Epicerie', 'Sauces', 'Sauces béarnaises']",,,23 g,en quantité élevée,15 g,en quantité élevée,1.1 g,en faible quantité,0.24 g,en faible quantité,,-42%,-41%,-48%,+166%,+51%,-54%,+165%,-85%,-85%,14,-14%,D,-14%,82.5%,9.1%,4.3%,2.2%,1.2%,0.8%,39,,,,,,,,,,
853,SPRATS à l'huile d'olive et poivre noir,4751007732383,['France'],[],[],?,763,3192 kj(763 kcal),"10,8","2,2","0,5",0,"20,9","1,2","0,48",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Confiture figue blanche,3363470235301,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Les delices de chêne,3760242040147,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Préparation pour flan au chocolat,3250391163588,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aides culinaires', 'Préparations pour desserts', 'Préparations pour flans']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Chupa Chups Hello Kitty -,8410031947489,['France'],[],[],?,392,1640 kj(392 kcal),0,0,"95,6","78,3","0,02",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Olives cassées à l'Espelette,3700359206340,['France'],[],[],?,225,941 kj(225 kcal),"22,9","2,6","1,4","0,1",1,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Yaourt a la framboise,2030317000019,['France'],[],[],?,91,381 kj(91 kcal),"3,7","1,3","11,7","7,3","2,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 24.097.002 CE', 'Champagne-et-Fontaine (Dordogne, France)']",,,,,,,,
860,Filet poulet,2220501081737,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
861,Rillettes de poulet - Saveur d'Auge,3454740002300,['France'],[],[],?,286,1197 kj(286 kcal),25,"7,9","0,5","0,5",15,"1,2","0,48",D,,"[""Saveur d'Auge""]","['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']",,,25 g,en quantité élevée,7.9 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,-10%,-10%,-10%,-11%,+1%,+27%,-10%,+1%,+1%,15,-11%,D,-11%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,
862,Vinaigre à la pulpe de tomate & basilic - Le Comptoir de Mathilde,3700961305745,['France'],[],[],?,29,121 kj(29 kcal),"0,5","0,1","4,8",1,1,"0,01","0,004",,,['Le Comptoir de Mathilde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Haricots verts très fins - Maingourd,3112940746515,['France'],[],[],?,?,,?,,?,,?,,,B,,['Maingourd'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts']",,,,,,,,,,,,,,,,,,,,,,,,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,,,,,,,,
864,Glace bio au lait de brebis à la vanille,3770008553088,['France'],[],[],?,179,749 kj(179 kcal),"7,1","4,8",23,23,"4,9","0,11","0,044",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,5098732000684,5098732000684,"['France', 'Espagne']",[],[],?,272,1138 kj(272 kcal),"0,4","0,1","66,4","66,4","0,3","0,1","0,04",D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",,,0.4 g,en faible quantité,0.1 g,en faible quantité,66.4 g,en quantité élevée,0.1 g,en faible quantité,,+25%,+25%,+34%,+93%,+27%,+32%,-45%,+313%,+313%,8,-16%,C,-16%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,
866,Hydrate & perform,1612960034606,['France'],[],[],?,148,619 kj(148 kcal),0,0,35,28,0,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Onctueux vanille,3770005418168,['France'],[],[],?,94,393 kj(94 kcal),"3,4","1,6",12,9,"2,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Diet coke,5449000263995,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Blle 2L Ice Tea Peche Lipton,3228886047101,['France'],[],[],?,29,121 kj(29 kcal),0,0,"7,1","6,9",0,"0,005","0,002",,,['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Coris Whistle Ramenu Candy: Strawberry 0.77 Oz,4901361042332,['France'],[],[],?,83,347 kj(83 kcal),0,0,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Melon,2055912021528,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Jambon Blanc Label Rouge,2846059014968,['France'],[],[],?,143,598 kj(143 kcal),"6,3","2,3","0,5","0,5","21,5","1,93","0,772",E,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Label Rouge'],,6.3 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,1.93 g,en quantité élevée,,+8%,+9%,+31%,+25%,-25%,-16%,+2%,+3%,+3%,11,+56%,D,+56%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,
873,Chopfab Draft Bier - 33cl,7640156956924,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,33 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,
874,Beaufort -,0219751022890,['France'],[],[],?,393,1644 kj(393 kcal),30,20,0,0,27,"1,3","0,52",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",['AOP'],,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,-2%,-2%,-7%,-3%,-100%,-100%,+2%,+14%,+14%,14,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,"Fromage au lait cru entier de vache, à pâte pressée cuite",,['Savoie'],
875,Filets de poulet,2227364044084,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['Viande Française', 'Fabriqué en France', 'Volaille-francaise']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
876,Emmental - Eco+,2860001022931,['France'],[],[],?,364,1523 kj(364 kcal),28,19,"0,5","0,5",28,"0,6","0,24",,,['Eco+'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Echine de porc,2418822037728,['France'],[],[],?,171,715 kj(171 kcal),"9,6",4,"5,1","4,1",16,"1,7","0,68",,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,
878,Alcanta,8421216023119,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Brin de lait & framboise,3770013312137,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Noix de coco en morceaux,0208050013845,['France'],[],[],?,690,2887 kj(690 kcal),66,58,"8,6","6,6","7,8","0,07","0,028",D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Noix de coco', 'Noix de coco en morceaux']","['Point Vert', 'Sans additifs', 'Sans conservateurs']",,66 g,en quantité élevée,58 g,en quantité élevée,6.6 g,en quantité modérée,0.07 g,en faible quantité,,+58%,+58%,+62%,+61%,+15%,+35%,+73%,+38%,+38%,10,+42%,C,+42%,70.3%,0.0%,8.0%,9.7%,8.6%,3.4%,54,,,,,,,,,,
881,Preparation pour cake banana split - Légendes Gourmandes,3760155982251,['France'],[],[],?,372,1556 kj(372 kcal),"2,4","1,2",77,40,"8,1","0,01","0,004",,,['Légendes Gourmandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,terrine de homard - Comtesse du Barry,3660806019124,['France'],[],[],?,131,548 kj(131 kcal),"6,1","3,7","4,4","0,8",10,1,"0,4",,,['Comtesse du Barry'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Glace au lait de coco et au durian,16229923860,['France'],[],[],?,218,912 kj(218 kcal),14,10,23,20,1,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Coca Cola Plus Coffee,5449000272560,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,02","0,02",0,0,0,,,['Coca-Cola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Petites madeleines,9118530414950,['France'],[],['Sans huile de palme'],?,452,1891 kj(452 kcal),22,"3,5",56,30,"5,5","0,76","0,304",,,,,"['Fabriqué en France', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Lenguas integrales - Txindoki,8437009606551,"['France', 'Espagne']",[],[],?,432,1807 kj(432 kcal),"29,1",4,"54,7","24,6","4,7","0,6","0,24",,,['Txindoki'],['es:reposteria'],,,29.1 g,en quantité élevée,4 g,en quantité modérée,24.6 g,en quantité élevée,0.6 g,en quantité modérée,,,,,,,,,,,15,,D,,,,,,,,,,,,,,,,,,
887,Houmous aux lentilles corail bio,3760171130742,['France'],[],[],?,288,1205 kj(288 kcal),"23,9","2,48","7,1","1,36","8,2","1,19","0,476",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['Bio'],,23.9 g,en quantité élevée,2.48 g,en quantité modérée,1.36 g,en faible quantité,1.19 g,en quantité modérée,,+10%,+10%,+18%,+1%,-33%,+1%,+26%,+14%,+14%,5,+0%,C,+0%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,
888,Noisette entière torréfiées chocolat au lait - Nestlé,7633035070705,['France'],[],[],?,566,2368 kj(566 kcal),"35,5","15,6","48,6","46,7","9,3","0,15","0,06",,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,BED HEAD For Men TIGI - 302.85g,1590842581,['France'],"['Eau', ""Cire d'abeille synthétique"", 'Bis-diglyceryl polyacyladipate-2', 'Vaseline E905b', 'émulsifiant : Alcool cétéarylique', 'Copolymère VP/VA', 'Propylène glycol', 'Cire de carnauba', 'Vinyl caprolactam/VP/Dimethylaminoethyl methacrylate copolymer', 'Huile de ricin hydrogénée et éthoxylée', 'Phénoxyéthanol', 'Parfum', 'Caprylyl glycol', 'Acide éthylène diamine tétra-acétique ', 'EDTA', 'Acide citrique', 'Alcool isopropylique', ' Dodecyltrimethylammonium chloride', 'PEG-45M', 'Butylphenyl methylpropional', 'citronellol', 'Géraniol', 'Hexyl cinnamal', 'Limonène', 'Linalol', 'Bleu brillant FCF et laques', 'Colorant Rouge CI 17200', 'Colorant Rouge CI 16035', 'Colorant Jaune ', 'CI 19140 et laques', 'Colorant Jaune ', 'CI 15985 et laques']",[],,,,,,,,,,,,302.85g,"['TIGI', 'Unilever']",['Cire de Coiffage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pot'],,,,,,Cire de Coiffage,,['États-Unis'],http://bedhead.com
890,Herbes de Provence,3326250153097,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Label Rouge'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Saucisses blanches aux herbes,2651570023685,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Madeleines aux oeufs frais - Carrefour - 600g,3560970584698,['France'],[],[],?,442,1849 kj(442 kcal),22,"2,3",56,32,"4,5",1,"0,4",,600 g,['Carrefour'],,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Escalopes de dinde (4 pièces) - Monoprix,2201258034443,['France'],[],[],?,114,477 kj(114 kcal),2,"0,7",0,0,25,"0,1","0,04",D,,['Monoprix'],"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['Bleu Blanc Cœur'],['Monoprix'],2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-6%,-5%,+52%,+74%,-100%,-100%,+9%,-82%,-82%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
894,Terrine du Jura,0206018023097,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Conserve'],,,,,,,,,
895,"Olives Vertes, - Frami - 360g",5601256811317,"['Belgique', 'France', 'Portugal', 'Suisse']","['Olives vertes', 'eau', 'sel', ""régulateur d'acidité: acide citrique et antioxydant: acide ascorbique""]",[],?,181,757 kj(181 kcal),19,4,0,0,1,4,"1,6",D,360 g,['Frami'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Boissons sans sucre ajouté']",,,19 g,en quantité élevée,4 g,en quantité élevée,0 g,en faible quantité,4 g,en quantité élevée,,+10%,+11%,+18%,+53%,-100%,-100%,-22%,+17%,+17%,21,+75%,E,+75%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,54,"['Verre', 'Vidro']",,,['E300 - Acide ascorbique'],['Anhydride sulfureux et sulfites'],3,Azeitonas verdes,,,
896,Huile d'olive de Grèce,5200131260044,['France'],[],[],?,824,3448 kj(824 kcal),"91,6",14,0,0,0,0,0,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive de Grèce"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Bio', 'Bio européen', 'GR-BIO-01']",,91.6 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-1%,-1%,-2%,+4%,-100%,-100%,-100%,,,6,+1%,C,+1%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,
897,Pâté de campagne,3760260420020,['France'],[],[],?,377,1577 kj(377 kcal),35,14,"0,6","0,6",14,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Brochette de porc marine à la catalane,2438188048749,['France'],[],[],?,184,770 kj(184 kcal),11,"2,5","0,6",0,20,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",,,,,,,,
899,Bananes cavendish,2250106002271,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Feuille de nori - Sempio,8801005000208,['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,['Sempio'],,"['Végétarien', 'en:gluten-free', 'Sans conservateurs', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Arizona Sweet Apple,0613008733261,['France'],[],[],?,40,167 kj(40 kcal),0,0,"10,8","10,4",0,0,0,,,['Arizona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Huile de noix,3760049630046,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Prosciutto di parma - 100g,8033087340389,['France'],[],[],?,253,1059 kj(253 kcal),16,"5,3","0,5",0,27,"4,6","1,84",E,100 g,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés italiens', 'Jambons de Parme', 'en:raw-cured-ham']",['en:gluten-free'],,16 g,en quantité modérée,5.3 g,en quantité élevée,0 g,en faible quantité,4.6 g,en quantité élevée,,-1%,-1%,-1%,-6%,+37%,-100%,0%,-6%,-6%,18,-1%,D,-1%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,
904,Les Confitures a L'ancienne Melon Orange,3245310011040,['France'],[],[],?,240,1004 kj(240 kcal),"0,1",0,59,58,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Saturo,9120082270212,['France'],[],[],?,434,1816 kj(434 kcal),15,2,50,24,"21,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Saturo vanille,9120082271912,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Jardinière de légumes boeuf,3760024920346,['France'],[],[],?,54,226 kj(54 kcal),1,0,"8,2",0,"3,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Nectar mure sauvage - Alain Milliat,3556009996242,['France'],[],[],?,45,188 kj(45 kcal),0,0,18,18,1,0,0,,,['Alain Milliat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Les P'tits Sablés de Provence - 100g,3760050698110,['France'],[],[],?,546,2284 kj(546 kcal),37,12,42,12,12,"1,8","0,72",,100 g,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,4 basses côtes,0211135057139,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 26.347.022 CE', ""Tain-l'Hermitage (Drôme, France)""]",,,,,,,,
911,Mon mijoté de courges butternut et bœuf - Happylal Baby,3770007731081,['France'],"['Courges butternut ', '40% = 88 g', 'pommes de terre ', '26% = 57 g', 'eau de cuisson', ""viande de bœuf d'origine France certifiée halal par AVS "", '9,1 % = 20 g', 'CREME ', 'lait', 'oignons', 'huile de colza', 'mélange 4 épices ', 'cannelle', 'poivre noir', 'girofle', 'gingembre']","['Non végétalien', 'Non végétarien']",?,46,192 kj(46 kcal),"1,4","0,6","4,6","3,5","2,7","0,01","0,004",,,['Happylal Baby'],"['Aliments pour bébé', 'Plats principaux pour bébé']","['Halal', 'A Votre Service']",,,,,,,,,,,-25%,-25%,-23%,+42%,-42%,+82%,+15%,-94%,-94%,,,,,,,,,,,,"['Plastique', 'Sans Phtalates', 'sans bisphénol A']",,,,['Lait'],1,,,,
912,Caramel tendre au beurre salé et a ma fleur de sel de Guérande,3663350004233,['France'],[],[],?,398,1665 kj(398 kcal),"8,5",6,78,64,"2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Truite fumée,3444940004167,['France'],[],[],?,?,,?,,?,,?,,,E,,,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,,,,,,,,,,,,,,,,,,,,,,,,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,
914,Saucisse de Foie,0200228017846,['France'],[],[],?,336,1406 kj(336 kcal),21,"9,2","2,7","2,1",34,"4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Coq au vin du Roussillon,3760025972641,['France'],[],[],?,530,2218 kj(530 kcal),"5,11","1,2","2,65","1,33","14,09","0,33","0,132",D,,,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés en conserve', 'Coq au vin']",,,5.11 g,en quantité modérée,1.2 g,en faible quantité,1.33 g,en faible quantité,0.33 g,en quantité modérée,,+296%,+295%,-1%,-18%,-33%,+56%,+33%,-65%,-65%,3,+110%,C,+110%,80.7%,12.7%,1.9%,2.8%,1.1%,0.8%,36,,,,,,,,,,
916,Movies Pop,3140018850048,['France'],[],[],?,415,1736 kj(415 kcal),"4,4","0,5",89,59,3,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Coquillettes,6130837444846,['France'],[],[],?,354,1481 kj(354 kcal),2,"0,3",72,3,12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Tarte fruits x 2 - Leclerc - 2x 150g,3478920016079,['France'],[],[],?,171,715 kj(171 kcal),"4,2","2,8",30,20,"2,5","0,2","0,08",,2 x 150 g,"['Leclerc', 'E.Leclerc']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Spaghetto reale,8007255200089,['France'],[],[],?,353,1477 kj(353 kcal),"1,5","0,3",69,"2,3",13,"0,017","0,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Andouillettes au canard,0217790033914,['France'],[],[],?,216,904 kj(216 kcal),16,"6,2","0,6","0,01",17,"1,4","0,56",E,,,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes']",,,16 g,en quantité modérée,6.2 g,en quantité élevée,0.01 g,en faible quantité,1.4 g,en quantité modérée,,-6%,-6%,-8%,-19%,-3%,-97%,-6%,-19%,-19%,14,-16%,D,-16%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,,
921,IEVEI,5713794001065,['France'],[],[],?,9,38 kj(9 kcal),0,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,2209350133880,2209350133880,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 29.039.541 CE', 'Concarneau (Finistère, France)']",,,,,,,,
