,name,bar_code,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,allergens,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,markets,manufacturing,generic_name,additives,link,origin_detail
1452,Meule frutière,0201369024601,,['France'],[],[],?,407,33,0,28,1703 kj(407 kcal),19,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Limonade miel et sapin,254088075004,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,Thé vert gunpowder bio,3324700009628,,['France'],[],[],?,1,0,"0,2","0,1",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Pavé complet 3 meuniers,0203806007871,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Le petit pont,3552849930002,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,Ravioles à poeler - Saint Jean,3266140062644,,['France'],[],[],?,225,"9,3",25,"9,2",941 kj(225 kcal),"4,6",9,"1,2","0,48",['Saint Jean'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,"Boite A4 ""qui fait ça"" galettes fines",3760269154452,,['France'],[],[],?,482,"19,9","70,3","6,2",2017 kj(482 kcal),"13,8","27,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Thon aux huile de lin colza&olve,3019082000362,,['France'],[],[],?,203,11,0,26,849 kj(203 kcal),1,0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,['Boîte en métal'],,,,,,,,,,,,,,,,,
1460,Yaourth fermier 0%,3770013421068,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Calissons de provence,3532610001025,,['France'],[],[],?,439,17,"59,2","8,6",1837 kj(439 kcal),"1,5","49,1","0,2","0,08",,,B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', 'Calissons de provence']",17 g,en quantité modérée,1.5 g,en quantité modérée,49.1 g,en quantité élevée,,-1%,-1%,-5%,-7%,-3%,-1%,+12%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,,,0.2 g,en faible quantité,+291%,+291%,16,+10%,D,+10%,,,,,,,
1462,cassoulet au confit de canard - escot et fils - 750g,3301814151191,,['France'],[],[],?,?,?,?,?,,,,,,['escot et fils'],,A,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats à base de haricots', 'Plats au canard', 'Cassoulets', 'Cassoulets au confit de canard']",,,,,,,,,,,,,,,66.0%,17.7%,6.2%,5.5%,2.7%,2.0%,72,750g,['Verre'],,,,,,,,,,,['France'],,"[""la bastide sur l'hers""]",,,,
1463,Ventreche au piment doux,8437002291051,,['France'],[],[],?,438,"42,6","1,1","12,5",1833 kj(438 kcal),16,"0,5","3,85","1,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Häagen-dazs chocolat,3415581343397,,['France'],[],[],?,700,"11,2","13,7",3,2929 kj(700 kcal),"7,5","12,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465,Mache,3524019916949,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,Thym mondé,3356510146217,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Betterave rouge -,8215440000776,,['France'],['Betteraves rouges cuites'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,43,"0,1","7,2","2,3",180 kj(43 kcal),0,"6,7","0,1","0,04",,"['Bio', 'Bio européen', 'Point Vert', 'AB Agriculture Biologique']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Légumes préparés', 'Légumes cuits', 'Betteraves', 'Betterave rouge', 'Betteraves rouges cuites']",0.1 g,en faible quantité,0 g,en faible quantité,6.7 g,en quantité modérée,,,-5%,-47%,-100%,-10%,-6%,+42%,35.4%,0.0%,21.5%,17.2%,14.2%,11.7%,96,,,,3,0.1 g,en faible quantité,+6%,+6%,-5,,A,,,,,,,,
1468,Crema con «Aceta Balsamico di Madena I G P»,4056489379737,,['France'],[],[],?,228,0,54,"0,6",954 kj(228 kcal),0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,Emmental au lait cru,0250477029268,,['France'],[],[],?,395,31,0,29,1653 kj(395 kcal),20,0,"0,3","0,12",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Emmental au lait cru']",31 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,,+5%,+5%,+6%,+2%,-100%,-100%,+5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,0.3 g,en quantité modérée,-54%,-54%,10,-12%,C,-12%,,,,,,,
1470,Oriado,3395328349656,,['France'],[],[],?,566,39,42,"6,3",2368 kj(566 kcal),24,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Tomlats concentré - Auchan,3596710491391,,['France'],[],[],?,?,?,?,?,,,,,,['Auchan'],"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Cuoricini,8006195100077,,['France'],[],[],?,294.28571428571,"26,286",48,"15,657",1231 kj(294 kcal),"17,143","25,714","2,857","1,143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,Sardinilla En Aceite Vegetal Pepus Pepus,8427230991359,,['France'],[],[],?,194,"3,1","1,2","1,2",812 kj(194 kcal),"1,2",0,"11,5","4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Tel Peyniri,4040328077472,,['France'],[],[],?,301,22,5,21,1259 kj(301 kcal),15,"0,5","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Croc’ Choco,3760277650113,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,Saucisson lorrain fumé,2484496035629,,['France'],[],[],?,290,"22,7","1,5",20,1213 kj(290 kcal),"8,6","0,8","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Reblochon de savoie,2573987029657,,['France'],[],[],?,338,28,"0,6",21,1414 kj(338 kcal),19,"0,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,Frite,8710679136345,,['France'],[],[],?,138,"3,4","23,4","2,4",577 kj(138 kcal),"0,5","23,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Curry,8410564033789,,['France'],[],[],?,1442,"9,1",55,"7,4",6033 kj(1442 kcal),"0,6","8,4",11,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Big Dipper,0025675300750,,['France'],[],[],?,45,0,89,0,188 kj(45 kcal),0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,Raviolis végétariens,3781346002909,,['France'],[],[],?,88,"2,5",13,"2,3",368 kj(88 kcal),"0,3","3,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Boule de campagne,0210521007543,,['France'],"['FARINE VRAC ', 'Ingrédients Farine de BLE T65', ',EALU,FARINE DE SEIGLE T170', ' Ingrédients Farine de SEIGLE T170', 'GLUTEN', 'SEL FIN', 'Sel', 'antiagglomérant ferronitrile de sodium', 'E535', '20 ng/kg maximum - dosage expriné en équivalent K4FE', 'CN', '6', '},LEVURE KASTALIA', 'Ingrédients Levure de panification', 'stabilisant gomme xanthane', 'TOLERANCE PLUS 1% ', ""Farine de BLE émulsiiant mono et diglycérides d'acide gras E471 antioxydant acide ascorbique E300,enzymes blé"", ' xylanases']",[],?,412,22,43,"8,4",1724 kj(412 kcal),15,"3,9","2,1","0,84",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",22 g,en quantité élevée,15 g,en quantité élevée,3.9 g,en faible quantité,,+26%,+25%,+258%,+1182%,-22%,-1%,-12%,,,,,,,,,,['Gluten'],4,2.1 g,en quantité élevée,+64%,+64%,24,+371%,E,+371%,,,,,"['E535 - Ferrocyanure de sodium', 'E415 - Gomme xanthane']",,
1483,Cafétoria TENTATIO,2015000002686,,['France'],[],[],?,1,0,"0,3","0,2",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,Laurier,3333313123713,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Pain de mie nature,3770009197045,,['France'],[],[],?,285,"3,52","42,97","7,75",1192 kj(285 kcal),"0,37","1,35","1,19","0,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,Purée de pomme,3770014111227,,['France'],[],[],?,66,"0,1",14,"0,3",276 kj(66 kcal),0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,Biodiversité,3770016707152,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Fromage blanc lisse,3760207000391,,['France'],[],[],?,109,"7,6","3,6","6,5",456 kj(109 kcal),"4,9","2,9","0,225","0,09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Flute con sorbetto al caffè pezzi,8015522005725,,['France'],[],[],?,182,"7,6",25,"3,7",761 kj(182 kcal),"6,4",23,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Leccino olives,4056489457053,,['France'],[],[],?,267,"28,1","0,5","1,4",1117 kj(267 kcal),"4,5","0,5","2,88","1,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Bonbons peobiotiques,3701026308015,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Banane,3347761001073,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Chayma,3700952001908,,['France'],"['Sucre', 'Sirop de glucose', 'Eau', 'Amidon modifié de maïs', 'Gélatine deo boeuf halal', 'Acidiflants: E-270,E-330', 'E-296', ' Dextrose', 'Arôme Artificiel', 'Colorant:s: E-133', 'E-129', "" Agents d'enrobage: Cire de carnauba"", "" Le E-129 peut avoir des effects negatif sur l'activité et attentlon des enfants"", ' شراب القلوكوز سكر ماء جيلاتين E-270,E-330 E-296 Jinia i ULlbgll aliti E-129 E-133 usle içlha isi S عامل طلاء - شمع کرنويا MIHN SIN GLUTEN']",[],?,377.3,"0,01","89,52","3,52",1579 kj(377 kcal),0,"52,22","0,03","0,012",['Chayma'],"['Sans gluten', 'Halal']",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",0.01 g,en faible quantité,0 g,en faible quantité,52.2 g,en quantité élevée,,+10%,+10%,-97%,-100%,+11%,-9%,-4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Plastique'],,4,0.03 g,en faible quantité,-74%,-74%,14,-1%,D,-1%,['Inconnu'],['Intermarché'],['Inconnu'],,"['E14XX - Amidons modifiés', 'E428 - Gélatine', 'E270 - Acide lactique', 'E330 - Acide citrique', 'E296 - Acide malique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E903 - Cire de carnauba']",,
1494,Huile vierge de CAMELINE,3760121216298,,['France'],[],[],?,828,92,0,0,3464 kj(828 kcal),"9,2",0,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de cameline']",92 g,en quantité élevée,9.2 g,en quantité élevée,0 g,en faible quantité,,+0%,+0%,+0%,-12%,,,,,,,,,,,,,,,0 g,en faible quantité,,,11,-4%,D,-4%,,,,,,,
1495,Grains de café,3760081352357,,['France'],[],[],?,482,26,46,8,2017 kj(482 kcal),14,36,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,Jus d’ananas,411105,,['France'],[],[],?,49,0,11,"0,5",205 kj(49 kcal),0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Filet mignon de porc,2209250005874,,['France'],[],[],?,120,"3,1","0,5",23,502 kj(120 kcal),"0,8","0,5","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Chocolat au lait,3046920096294,,['France'],[],[],?,545,32,56,7,2280 kj(545 kcal),19,55,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Tempeh Pois chiches fermentés - D’où - 250g,3175681273122,,['France'],"['Pois chiches* cuits 99,4%', 'vinaigre de cidre*', 'ferment ', 'soja', "" *Ingrédients issus de l'agriculture bìologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",606,145,"3,1",13,12,606 kj(145 kcal),"0,5",0,"0,07","0,028",['D’où'],"['Bio', 'Végétarien', 'Végétalien', 'Nutriscore', 'Nutriscore A', 'en:Bio']",,,,,,,,,,,,,,,,,,,,,,,,250g,['Plastique'],['Soja'],,,,,,,,,,,,,,,,
1500,Aceituna sin huesco sabor,8436000934816,,['France'],[],[],?,156,"16,3",0,"0,9",653 kj(156 kcal),"3,2",0,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Crème dessert vanille,3760247300741,,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Meringue nature,3665220220040,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,CROISSANT PB SELECTION U X2,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,Le Charcutier - Jambon cuit supérieur sans couenne - Auchan,3346650224029,,['France'],[],[],?,?,?,?,?,,,,,,['Auchan'],,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon sans couenne']",,,,,,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,['Auchan'],,,,,
1505,Navettes à la fleur d'oranger,3247223215003,,['France'],[],[],?,413,"12,9",65,"8,2",1728 kj(413 kcal),"1,3","24,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Mergez,2688527017787,,['France'],[],[],?,823,6,"1,5",19,3443 kj(823 kcal),"2,5","0,3","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Sweet chef,3683080549323,,['France'],[],[],?,185,"12,8",16,"1,5",774 kj(185 kcal),"7,2","11,5","1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Frambozen Met Violet Confituur,3469670512089,,['France'],[],[],?,229,"0,1","57,9","0,6",958 kj(229 kcal),"0,1","56,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Huile d’olive au Basilic,3760194203676,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Carola Pétillante mangue fruits de la passion,3268651780017,,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Pains au chocolat,0209900008929,,['France'],[],[],?,435,26,42,"8,1",1820 kj(435 kcal),16,13,"0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,P'tit curbel,3375080819758,,['France'],[],[],?,549,26,70,"7,8",2297 kj(549 kcal),"5,2",43,"0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Tortelloni ricotta e spinaci,8009915008790,,['France'],[],[],?,306,9,"45,9","8,3",1280 kj(306 kcal),"4,9","5,9","2,9","1,16",,,B,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini', 'Tortellini ricotta & épinards', 'Tortelloni ricotta et épinards', 'it:Tortelloni ricotta e spinaci']",9 g,en quantité modérée,4.9 g,en quantité modérée,5.9 g,en quantité modérée,,+21%,+21%,+30%,+68%,+24%,+71%,-8%,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,,,,,2.9 g,en quantité élevée,+182%,+182%,18,+245%,D,+245%,,,,,,,
1514,fresh detox - destination,3700110013958,,['France'],[],[],?,?,?,?,?,,,,,,['Destination'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,Néctar de frutas con vitaminas sin azúcares añadidos briks,8410707000296,,['France'],[],[],?,24,"0,1","5,5","0,2",100 kj(24 kcal),0,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Olives à la farce de citron,3760300060834,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Crème à fouetter,3439496002101,,['France'],[],[],?,335,32,"9,5","2,2",1402 kj(335 kcal),20,"9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Ail nature bio,3760025973013,,['France'],[],[],?,0,25,"5,6","3,1",0 kj(0 kcal),"0,19","0,7","2,99","1,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Sauce Brazil Sweet Chef,3683080552750,,['France'],[],[],?,0,"39,5","18,3","1,1",0 kj(0 kcal),"3,2","14,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Huile d'olive extra vierge,3760096290170,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Datte,6131973100153,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Dolcesenza,7004564047283,,['France'],[],[],?,406,18,62,"7,5",1699 kj(406 kcal),"3,3","2,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Infusion sauge complement alimentaire bio,8594740101346,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Comté AOP 15 mois affinage,2295330003113,,['France'],[],[],?,418,"34,6",0,"26,7",1749 kj(418 kcal),"22,5",0,"0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Chips de banane,0208135007486,,['France'],[],[],?,509,29,58,0,2130 kj(509 kcal),25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Spécialité de pruneau,2609916024070,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Cortas Sirop Jallab 600ML,0735143060054,,['France'],[],[],?,285,0,"69,8","0,7",1192 kj(285 kcal),0,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Pain complet aux 3 cereales,3229820102276,,['France'],[],[],?,197,"2,7","10,6","5,9",824 kj(197 kcal),"0,3","3,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Farine de seigle biologique type 65,3286450000792,"['EMB 59411', 'Mons-en-Pévèle (Nord, France)']",['France'],[],[],?,336,"1,3",64,9,1406 kj(336 kcal),"0,3",1,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de seigle']",1.3 g,en faible quantité,0.3 g,en faible quantité,1 g,en faible quantité,,+2%,+2%,-12%,+37%,+0%,-51%,+1%,61.8%,2.4%,14.7%,15.3%,5.9%,0.0%,95,,,,,,,,,,,,,,,,,,,
1530,Chouquettes,0200997019027,,['France'],[],[],?,240,12,28,"5,4",1004 kj(240 kcal),"7,6",14,"0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Aïoli Chili,5708229103728,,['France'],[],[],?,785,61,"5,8",0,3284 kj(785 kcal),"5,2","4,2","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Млечно кисел десерт,3800207820350,,['France'],[],[],?,77,2,12,"3,2",322 kj(77 kcal),"1,1",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Le Petit bio,3268680017436,,['France'],[],[],?,176,13,"1,3",14,736 kj(176 kcal),"4,2","1,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Mo’yourt Vegetal riz bio de camargue Noix de coco,00410090,,['France'],[],[],?,115,"3,8",18,"1,5",481 kj(115 kcal),"3,5","8,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Escalopes de dinde,2860181019226,,['France'],[],[],?,105,1,0,24,439 kj(105 kcal),"0,3",0,"0,18","0,072",,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,,-13%,-13%,-24%,-26%,-100%,-100%,+5%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,0.18 g,en faible quantité,-68%,-68%,-4,,A,,,,,,,,
1536,Carvi - FUCHS,4027900567149,,['France'],[],[],?,?,?,?,?,,,,,,['FUCHS'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,biscuits au germe de blé,4056489369134,,['France'],[],[],?,466,18,65,"8,7",1950 kj(466 kcal),"3,1",23,"0,68","0,272",,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",18 g,en quantité modérée,3.1 g,en quantité modérée,23 g,en quantité élevée,,-2%,-2%,-13%,-69%,+2%,-22%,+34%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,0.68 g,en quantité modérée,+15%,+15%,16,-19%,D,-19%,,,,,,,
1538,Paella,3508100200056,,['France'],[],[],?,215,12,18,9,900 kj(215 kcal),"2,5","0,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Demi tomates séchées - salés,4260335831830,,['France'],[],[],?,174,1,34,13,728 kj(174 kcal),0,23,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Edam,0239918008994,,['France'],[],[],?,327,25,"0,5",25,1368 kj(327 kcal),16,"0,5","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,"Pommes golden delicious rosées AOP du Limousin, barquette de",3346610055076,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Galettes maïs chocolat noir,8052745690444,,['France'],[],[],?,471,22,61,"4,9",1971 kj(471 kcal),15,24,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,ciquante nuance la total,5053083190613,,['France'],[],[],?,10,4,0,6,42 kj(10 kcal),2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Mémoire - 30 Ampoules - Pharm & Nature,3760060280336,,['France'],[],[],?,0,"0,045",0,0,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Pains chocolat pur beurrex 4,0219605009848,,['France'],[],[],?,449,26,46,"7,7",1879 kj(449 kcal),17,14,"0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Aubergine mayonnaise à la grecque,3324321252038,,['France'],[],[],?,198,20,11,2,828 kj(198 kcal),"2,8","0,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Carrément gonfle trio - Ker Cadélac,3259426041303,,['France'],[],[],?,459,28,46,"5,4",1920 kj(459 kcal),"4,3",23,"0,88","0,352",['Ker Cadélac'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Poitrine fumée à cuire,2643340029263,,['France'],[],[],?,323,"28,1","0,6","16,8",1351 kj(323 kcal),"10,5","0,6","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
